ExtractSuperClass(com.google.gson.stream.JsonWriter;Class_1;[lenient|stack|stackSize];[getSerializeNulls|newline|push|setHtmlSafe|setLenient|setSerializeNulls];[])
MoveMethod(org.sagebionetworks.bridge.rest.UserSessionInterceptor.ResponseMatcher;org.jcp.xmlns.xml.ns.javaee.ResAuthType;[];[statusCorrect];[])
IncreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[pos];[];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader.AuthenticatedClientProvider.AuthenticatedClientProviderBuilder;Class_9;[password|phone];[withEmail];[])
IncreaseMethodSecurity(com.google.gson.stream.JsonWriter;;[];[getSerializeNulls];[])
PushDownMethod(org.badiff.q.OpQueue;org.badiff.imp.StreamQueueable.StreamOpQueue;[];[toString];[])
IncreaseMethodSecurity(org.sagebionetworks.bridge.rest.model.ScheduledActivityTest.ClientData;;[];[canSerializeClientData];[])
MoveField(prototype.dbserver.LogRegisterer;okhttp3.RequestBody;[name];[];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.ClientManager.Builder;Class_10;[clientInfo];[withAcceptLanguage];[])
DecreaseFieldSecurity(org.jruby.ext.thread_safe.jsr166e.LongAdder;;[serialVersionUID];[];[])
ExtractSubClass(com.google.gson.JsonObject;Class_11;[members];[createJsonElement|get|hashCode|remove];[])
ExtractClass(StateManagement.StateManager;Class_12;[downloadRequest|dtnData|dtnUpMultiMap|requestMap|status|table|tcpUploadRequest|uploadNameSuffix];[getStateObject|getTCPDownloadRequests|setTCPDownloadRequestList];[])
ExtractSubClass(StateManagement.ContentState.Type;Class_13;[bitMap|totalSegments];[getCurrentSegments|getMetaDataFlag|getPreferredRoute|getStateType];[])
PullUpMethod(net.netne.mina.ssl.SslSocketFactory;javax.net.SocketFactory;[];[createSocket];[])
DecreaseMethodSecurity(Class_7;;[];[readStreamHeader];[])
MoveField(org.badiff.fmt.GdiffFormat.GdiffOpQueue;org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader;[closed];[];[])
PushDownMethod(java.util.Properties;jwbroek.util.properties.EnhancedProperties;[];[close];[])
PullUpMethod(MidiLibs.MidiDataInputStream;java.io.DataInputStream;[];[readVariableLengthInt];[])
DecreaseFieldSecurity(Class_8;;[propertyHandlerFactory];[];[])
MoveField(Class_12;org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;[status];[];[])
ExtractSubClass(util.BitSet2;Class_14;[length];[clear|clone|length];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader.AuthenticatedClientProvider;Class_15;[authenticatedServices];[getClient];[])
PullUpField(com.google.gson.Gson.FutureTypeAdapter;com.google.gson.TypeAdapter;[delegate];[];[])
ExtractClass(jwbroek.util.properties.EnhancedProperties;Class_16;[serialVersionUID];[setPropertyHandlerFactory];[])
PullUpMethod(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;java.io.OutputStream;[];[write];[])
ExtractSubClass(com.sk.cache.dist.unpack.RACInputStream;Class_17;[rac|rac];[getExecute|read];[])
ExtractSubClass(org.sagebionetworks.bridge.rest.ClientManager.Builder;Class_18;[config];[withClientInfo];[])
IncreaseFieldSecurity(prototype.cache.FileRegisterer;;[cacheId];[];[])
MoveField(de.qabel.box.storage.DeleteOnCloseFileInputStream;Class_17;[file];[];[])
IncreaseFieldSecurity(net.netne.mina.ssl.SslSocketFactory;;[bufferchunkingopqueue];[];[])
ExtractClass(StateManagement.ServiceInstanceAppStateManager;Class_19;[status];[getUploadRequester];[])
IncreaseMethodSecurity(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;;[];[pull];[])
IncreaseMethodSecurity(Class_14;;[];[notLengthButLastBitSet];[])
IncreaseFieldSecurity(org.sagebionetworks.bridge.rest.UserSessionInfoProviderTest;;[call];[];[])
DecreaseFieldSecurity(org.badiff.alg.InertialGraph.GraphOpQueue;;[x];[];[])
ExtractSubClass(NewStack.Scheduler;Class_20;[dataInQueue|execute];[close|getConnectionPool];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.model.ScheduledActivityTest.ClientData;Class_21;[count];[canSerializeClientData];[])
PushDownField(java.lang.Thread;prototype.utils.FileReader;[file];[];[])
ExtractSubClass(prototype.dbserver.LogRegisterer;Class_22;[AppManager|execute];[run];[])
PushDownField(java.lang.Thread;prototype.dataserver.FileRegisterer;[flag];[];[])
ExtractSubClass(org.badiff.p.Pipeline;Class_23;[];[into];[])
MoveMethod(org.sagebionetworks.bridge.rest.WarningHeaderInterceptorTest;org.jruby.ext.thread_safe.jsr166e.nounsafe.LongAdder;[];[testHeadersSet];[])
ExtractClass(net.netne.mina.ssl.SslSocketFactory;Class_24;[];[setSslEnabled];[])
DecreaseFieldSecurity(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;;[classResolver];[];[])
MoveMethod(Class_17;org.jcp.xmlns.xml.ns.javaee.JdbcUrlType;[];[getFile];[])
MoveField(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader;com.google.gson.internal.Excluder;[closed];[];[])
MoveField(prototype.custodian.FileRegisterer;de.qabel.box.storage.DeleteOnCloseFileInputStream;[execute];[];[])
PullUpField(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;org.badiff.q.OpQueue;[y];[];[])
PushDownMethod(org.badiff.q.OpQueue;org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;[];[drainTo];[])
ExtractSubClass(de.qabel.box.storage.DeleteOnCloseFileInputStream;Class_25;[execute|properties];[];[])
ExtractSubClass(org.badiff.imp.StreamQueueable.StreamOpQueue;Class_26;[];[toString];[])
IncreaseMethodSecurity(org.sagebionetworks.bridge.rest.Config.Props;;[];[getAdminEmail];[])
MoveMethod(org.sagebionetworks.bridge.rest.Config.Props;org.jruby.ext.thread_safe.jsr166e.nounsafe.LongAdder;[];[getAppId];[])
MoveMethod(com.google.gson.LongSerializationPolicy;com.github.pnowy.various.patterns.behavioral.strategy.mypatter.King;[];[serialize];[])
IncreaseMethodSecurity(prototype.dataserver.FileRegisterer;;[];[close];[])
DecreaseFieldSecurity(Class_15;;[authenticatedServices];[];[])
IncreaseMethodSecurity(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader.AuthenticatedClientProvider;;[];[getUserSessionInfoProvider];[])
DecreaseFieldSecurity(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader;;[excluder];[];[])
ExtractClass(Class_25;Class_27;[execute];[];[])
MoveMethod(org.sagebionetworks.bridge.rest.gson.RuntimeTypeAdapterFactory;Class_16;[];[write];[])
MoveMethod(com.twitter.intellij.pants.bsp.InvalidTargetException;org.sagebionetworks.bridge.rest.exceptions.BridgeServiceException;[];[getMessage];[])
MoveField(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;org.badiff.imp.FileDiff;[closed];[];[])
DecreaseFieldSecurity(com.google.authenticator.blackberry.BufferedReader;;[count];[];[])
ExtractSubClass(com.google.gson.Gson.FutureTypeAdapter;Class_28;[];[toString];[])
IncreaseMethodSecurity(org.sagebionetworks.bridge.rest.exceptions.BridgeSDKException;;[];[getStatusCode];[])
MoveField(org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;org.badiff.imp.Header;[bd];[];[])
PushDownField(org.badiff.q.OpQueue;org.badiff.imp.FileDiff.FileOpQueue;[iterNext];[];[])
MoveField(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader.AuthenticatedClientProvider.AuthenticatedClientProviderBuilder;org.sagebionetworks.bridge.rest.UserSessionInterceptor.ResponseMatcher;[externalId];[];[])
ExtractSuperClass(newNetwork.ControlHeader;Class_29;[destination];[getBitSet|getDestination];[])
ExtractSuperClass(javax.net.SocketFactory;Class_30;[sslFactory];[getSocketFactory];[])
MoveField(com.google.gson.Gson.FutureTypeAdapter;org.jruby.ext.thread_safe.jsr166e.Striped64;[delegate];[];[])
ExtractSuperClass(Class_21;Class_31;[];[getCount];[])
PushDownField(org.badiff.q.OpQueue;org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;[y];[];[])
ExtractSubClass(prototype.dataserver.FileRegisterer;Class_32;[AppManager];[close];[])
ExtractSuperClass(org.badiff.p.Pipeline;Class_33;[];[outlet];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.Config.Props;Class_34;[fileregisterer];[getAccountEmail|getAdminEmail|getAdminPassword|getAppId|getAppName|getDeviceName|getEnvironment|getLanguages|getLogLevel|getOsName|loadProperties];[])
MoveField(prototype.dbserver.LogRegisterer;Class_33;[upSync];[];[])
DecreaseFieldSecurity(org.jruby.ext.thread_safe.jsr166e.nounsafe.LongAdder;;[serialVersionUID];[];[])
DecreaseFieldSecurity(org.badiff.Op;;[run];[];[])
ExtractSuperClass(Class_1;Class_35;[lenient];[];[])
MoveMethod(org.sagebionetworks.bridge.rest.gson.DateTimeTypeAdapter;org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;[];[write];[])
ExtractClass(com.sk.cache.dist.unpack.RACInputStream;Class_36;[location];[];[])
ExtractSuperClass(NewStack.SegmentationReassembly;Class_37;[scheduler|store];[close|countSegments];[])
ExtractSubClass(org.badiff.q.PumpingOpQueue;Class_38;[source];[];[])
ExtractSubClass(Class_2;Class_39;[];[setExt];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.UserSessionInterceptor.ResponseMatcher;Class_40;[externalId];[createBuffer|getUserSessionInfo|setSIGNOUT_PATHS|testResponse];[])
PushDownField(org.jruby.ext.thread_safe.jsr166e.Striped64;org.jruby.ext.thread_safe.jsr166e.LongAdder;[delegate];[];[])
PushDownMethod(java.io.DataInputStream;MidiLibs.MidiDataInputStream;[];[readVariableLengthInt];[])
MoveField(prototype.custodian.FileRegisterer;org.sagebionetworks.bridge.rest.exceptions.AuthenticationFailedException;[cacheId];[];[])
IncreaseMethodSecurity(prototype.utils.FileReader;;[];[run];[])
ExtractSubClass(com.google.gson.internal.Excluder;Class_41;[DEFAULT|delegate|modifiers];[clone];[])
ExtractClass(Class_41;Class_42;[modifiers];[];[])
PushDownMethod(prototype.cache.FileRegisterer;Class_5;[];[close];[])
ExtractSuperClass(Class_27;Class_43;[];[getExecute];[])
ExtractSuperClass(StateManagement.ContentState.Type;Class_44;[preferredInterface|preferredRoute|uploadId];[getTotalSegments|getUploadId];[])
PullUpField(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;java.io.RandomAccessFile;[bufPos];[];[])
MoveMethod(Class_38;Class_17;[];[run];[])
PullUpMethod(com.google.authenticator.blackberry.BufferedReader;java.io.Reader;[];[markSupported];[])
PullUpMethod(org.sagebionetworks.bridge.rest.Config.Props;Class_34;[];[get];[])
MoveField(okhttp3.RequestBody;Class_44;[name];[];[])
PullUpMethod(Class_21;Class_31;[];[getName];[])
MoveMethod(NewStack.PacketListener;org.badiff.alg.InertialGraph.GraphOpQueue;[];[run];[])
MoveMethod(net.rbgrn.android.glwallpaperservice.LogWriter;Class_43;[];[flushBuilder];[])
DecreaseFieldSecurity(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader;;[retrofit];[];[])
MoveField(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader;org.badiff.q.OneWayOpQueue;[excluder];[];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.ApiClientProvider;Class_45;[authenticationApi|baseUrl|networkInterceptors|unauthenticatedRetrofit];[getAuthenticationApi|getClient];[])
ExtractSuperClass(org.sagebionetworks.bridge.rest.gson.RuntimeTypeAdapterFactoryTest;Class_46;[];[testSubType];[])
MoveField(prototype.utils.FileWriter;Class_23;[buffer];[];[])
ExtractSuperClass(org.badiff.Op;Class_47;[VERSION];[getData|serialize];[])
ExtractSubClass(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;Class_48;[buf];[read];[])
ExtractSubClass(org.badiff.Op;Class_49;[NEXT|STOP];[deserialize|toString];[])
ExtractSuperClass(Class_31;Class_50;[];[getCount];[])
ExtractSubClass(prototype.custodian.FileRegisterer;Class_51;[deleteonclosefileinputstream];[close|getEnvironment];[])
DecreaseMethodSecurity(prototype.utils.FileReader;;[];[run];[])
MoveMethod(Class_9;java.util.BitSet;[];[withEmail];[])
ExtractSubClass(com.google.authenticator.blackberry.BufferedReader;Class_52;[marklimit|pos];[isClosed|ready];[])
ExtractSubClass(Class_3;Class_53;[];[];[])
MoveMethod(Class_36;org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader.AuthenticatedClientProvider;[];[getLocation];[])
ExtractSubClass(StateManagement.ServiceInstanceAppStateManager;Class_54;[class_19];[getStatus];[])
DecreaseFieldSecurity(com.google.gson.Gson.FutureTypeAdapter;;[striped64];[];[])
ExtractSuperClass(Class_29;Class_55;[];[getBitSet];[])
ExtractSubClass(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;Class_56;[filediff|header];[setStatus];[])
MoveField(org.sagebionetworks.bridge.rest.ApiClientProvider.RetrofitServiceLoader;prototype.utils.FileReader;[retrofit];[];[])
ExtractSuperClass(com.google.gson.internal.Excluder;Class_57;[DEFAULT|delegate|requireExpose|version];[create|getClosed|isAnonymousOrLocal|isInnerClass|isValidUntil|setClosed];[])
MoveMethod(prototype.utils.FileReader;java.lang.String;[];[getRetrofit];[])
PullUpField(org.badiff.q.FilterOpQueue;org.badiff.q.OpQueue;[filtering];[];[])
EncapsulateField(NewStack.PacketListener;;[execute];[];[])
PullUpMethod(org.badiff.imp.FileDiff.FileOpQueue;org.badiff.q.OpQueue;[];[consummerize];[])
