ExtractSuperClass(com.igormaznitsa.jprol.easygui.JHtmlLabel.LinkListener.HtmlLinkAddress;Class_1;[end];[checkPosition];[])
ExtractSuperClass(Class_20;Class_27;[];[];[])
DecreaseFieldSecurity(DropboxGrader.GuiElements.UnitTesting.MethodArgumentsOverlay;;[testIndex];[];[])
IncreaseMethodSecurity(thinlet.Thinlet;;[];[processEvent];[])
EncapsulateField(net.imagej.ui.swing.updater.ReviewSiteURLsDialog;;[submit];[];[])
IncreaseMethodSecurity(DropboxGrader.UnitTesting.SimpleTesting.UnitTest;;[];[getArguments];[])
ExtractSuperClass(br.com.futbid.domain.enumeration.Team;Class_28;[value];[findBy];[])
ExtractSubClass(gui.main.ReportsMenu;Class_29;[_productMenuItem|_removedMenuItem];[menuDeselected|printNoticesReport];[])
ExtractSuperClass(checker.gui.filter.Criteria;Class_30;[loc];[toString];[])
MoveMethod(uk.co.epii.conservatives.fredericknorth.gui.DummyMouseEvent;ch.idsia.ai.agents.ai.BasicAIAgent;[];[getX];[])
ExtractClass(com.igormaznitsa.jprol.kbase.inmemory.InMemoryClauseIterator;Class_31;[iterator|search];[close|findNext|nextItem|toString];[])
MoveField(br.com.futbid.domain.search.SubType;java.text.DecimalFormat;[value];[];[])
PullUpField(it.cnr.imaa.essi.lablib.gui.checkboxtree.QuadristateCheckbox;javax.swing.JCheckBox;[serialVersionUID];[];[])
DecreaseFieldSecurity(gui.inventory.InventoryView;;[_contextInfoUnitLabel];[];[])
MoveMethod(at.fhv.audioracer.ui.util.awt.RepeatingReleasedEventsFixer.ReleasedAction.Reposted.RepostedKeyEvent;javax.swing.JScrollPane;[];[assertEDT];[])
MoveMethod(assignment6.BalanceAddExperiment.JavaExperiment.BSTExperiment;tk.amberide.ide.swing.misc.ThinSplitPane;[];[run];[])
MoveField(ca.spaz.cron.foods.NutrientEditorTable;Class_29;[model];[];[])
ExtractSuperClass(Class_13;Class_1;[];[];[])
ExtractSubClass(se.krka.kahlua.vm.LuaThread;Class_2;[];[];[])
MoveField(com.igormaznitsa.jprol.libs.JProlIoLibrary.InternalReader.InternalWriter;it.cnr.imaa.essi.lablib.gui.checkboxtree.QuadristateButtonModel;[streamId];[];[])
DecreaseFieldSecurity(gui.reports.notices.NoticesReportView;;[_okButton];[];[])
PullUpMethod(net.imagej.ui.swing.updater.ReviewSiteURLsDialog;java.awt.JDialog;[];[createUpdateSiteScrollPane];[])
ExtractClass(DropboxGrader.GuiElements.ContentView;Class_3;[];[toString];[])
IncreaseMethodSecurity(com.example.util.ZipExtractorTask.ProgressReportingOutputStream;;[];[write];[])
IncreaseMethodSecurity(com.puzzletimer.gui.MainFrame.ScramblePanel.TimerPanel.TimesScrollPane;;[];[solutionEdited];[])
PullUpField(org.numenta.nupic.util.UniversalRandom;java.util.Random;[seed];[];[])
ExtractSubClass(assignment6.BalanceContainsExperiment.JavaContains.BSTContains;Class_4;[];[run];[])
MoveField(net.objectof.model.impl.IMoment.Fmt;audioPlugin.CustomChangeEvent;[DATE_FORMAT];[];[])
EncapsulateField(assignment9.PriorityQueueFindMinExperiment;;[pq];[];[])
PullUpMethod(com.igormaznitsa.jprol.easygui.tokenizer.JProlTokenMaker;org.fife.ui.rsyntaxtextarea.AbstractTokenMaker;[];[getConstraints];[])
DecreaseFieldSecurity(DropboxGrader.GuiElements.UnitTesting.MethodModifiersOverlay;;[index];[];[])
IncreaseMethodSecurity(DropboxGrader.GuiElements.ContentOverlay;;[];[isClosing];[])
DecreaseMethodSecurity(tk.amberide.ide.swing.misc.ThinSplitPane.SplitPaneWithZeroSizeDividerUI.ZeroSizeDivider;;[];[finishDraggingTo];[])
PullUpMethod(calao.GradientBar;javax.swing.JProgressBar;[];[paintComponent];[])
ExtractSubClass(com.igormaznitsa.jprol.utils.Utils;Class_5;[];[];[])
ExtractSuperClass(checker.gui.filter.Criterion;Class_6;[];[];[])
PullUpField(org.soya.antlr.SourceLineReader;java.io.BufferedReader;[lines];[];[])
ExtractSuperClass(ch.idsia.ai.agents.ai.BasicAIAgent;Class_7;[name];[getX|setName];[])
ExtractClass(com.veisite.vegecom.ui.components.tabbedpane.CloseableTabbedPane;Class_8;[REMOVEDTAB_PROPERTY];[initializeMouseListener|mouseEntered|mousePressed];[])
MoveField(br.com.futbid.domain.enumeration.ChemistryStyle;com.igormaznitsa.jprol.easygui.MainFrame.JLFRadioButtonItem.LogLibrary;[map];[];[])
ExtractSuperClass(com.igormaznitsa.jprol.it.MiscTest.Result;Class_9;[name];[getName|toString];[])
ExtractClass(net.imagej.ui.swing.updater.ReviewSiteURLsDialog.UpdatableTableDataModel.URLComboBoxEditor.UpdatableSitesTable;Class_10;[];[isCellEditable];[])
DecreaseFieldSecurity(DropboxGrader.GuiElements.MiscOverlays.FilterOverlay;;[caseNameCheck];[];[])
MoveField(default.RJavaClassLoader.UnixFile;com.igormaznitsa.jprol.libs.JProlCoreLibrary.SubAtomIterator;[lastModStamp];[];[])
MoveField(ch.idsia.tools.GameViewer.GameViewerView;com.sap.nic.nlp.ne.QNMinimizer.eState.eLineSearch.eScaling.SurpriseConvergence.NumericallyZeroGradient.MaxEvaluationsExceeded.Record.QNInfo.NegativeCurvature.ZeroGradient;[toolsConfigurator];[];[])
PushDownMethod(Scape.MarcAlizer;Scape.ScapeTrain;[];[run];[])
PullUpField(assignment6.BalanceAddExperiment.JavaExperiment.BSTExperiment;java.lang.Process;[thinsplitpane];[];[])
EncapsulateField(DropboxGrader.GuiElements.UnitTesting.MethodAccessOverlay;;[states];[];[])
PullUpMethod(BatailleNavale.View.Case;javax.swing.JButton;[];[clean];[])
IncreaseMethodSecurity(com.igormaznitsa.jprol.data.Term;;[];[dryUnifyTo];[])
MoveMethod(gui.reports.productstats.ProductStatsReportView;com.sap.nic.nlp.ne.QNMinimizer.eState.eLineSearch.eScaling.SurpriseConvergence.NumericallyZeroGradient.MaxEvaluationsExceeded.Record.QNInfo.NegativeCurvature;[];[createValuesPanel];[])
PullUpField(jtrade.io.BinaryBarFileReader;java.io.DataInputStream;[barSize];[];[])
PullUpField(org.pac4j.saml.transport.DefaultPac4jSAMLResponse.Pac4jServletOutputStreamWriter;java.io.OutputStreamWriter;[outputStream];[];[])
IncreaseMethodSecurity(DropboxGrader.FileManagement.DbxFile;;[];[getAssignmentName];[])
MoveField(com.igormaznitsa.jprol.it.TriggerTest.InternalTestTrigger;tk.amberide.ide.swing.misc.ThinSplitPane;[assertretractevents];[];[])
PullUpMethod(ca.spaz.gui.JYearChooser;javax.swing.JSpinner;[];[getYear];[])
DecreaseFieldSecurity(default.RJavaClassLoader.UnixFile;;[subatomiterator];[];[])
PullUpField(ch.idsia.tools.ToolsConfigurator;java.awt.JFrame;[marioComponentFrame];[];[])
IncreaseMethodSecurity(DropboxGrader.FileManagement.FileManager;;[];[downloadAll];[])
MoveField(com.icoke.coupon.webservices.ServiceStatus;audioPlugin.CustomChangeEvent;[code];[];[])
PushDownField(java.lang.Process;assignment6.BalanceAddExperiment.JavaExperiment.BSTExperiment;[thinsplitpane];[];[])
MoveMethod(assignment6.BalanceAddExperiment.JavaExperiment;com.sap.nic.nlp.ne.QNMinimizer.eState.eLineSearch.eScaling.SurpriseConvergence.NumericallyZeroGradient.MaxEvaluationsExceeded.Record.QNInfo.NegativeCurvature.ZeroGradient;[];[generateData];[])
ExtractClass(br.com.futbid.domain.enumeration.Team;Class_11;[];[getValue];[])
PullUpField(nl.tudelft.ewi.devhub.server.web.templating.WrappedReader;java.io.Reader;[firstEpilogueChar];[];[])
ExtractClass(assignment6.BalanceAddExperiment.JavaExperiment;Class_12;[];[menuSelected];[])
IncreaseFieldSecurity(DropboxGrader.GuiElements.MiscOverlays.FilterOverlay;;[caseNameCheck];[];[])
PullUpField(DropboxGrader.GuiElements.MiscOverlays.NameOverlay;DropboxGrader.GuiElements.ContentOverlay;[firstName];[];[])
MoveField(jtrade.io.BinaryBarFileReader;com.sap.nic.nlp.ne.QNMinimizer.eState.eLineSearch.eScaling.SurpriseConvergence.NumericallyZeroGradient;[dateFormatter];[];[])
PullUpMethod(ca.spaz.gui.IntegerField;javax.swing.JTextField;[];[setValue];[])
PullUpMethod(ch.idsia.tools.ToolsConfigurator;java.awt.JFrame;[];[CreateMarioComponentFrame];[])
MoveMethod(DropboxGrader.Gui;gui.storageunit.StorageUnitView;[];[isLargerThanScreen];[])
PullUpMethod(default.RJavaClassLoader.UnixFile;java.io.File;[];[hasChanged];[])
ExtractSubClass(DropboxGrader.TextGrader.TextSpreadsheet;Class_13;[];[];[])
DecreaseFieldSecurity(DropboxGrader.GuiElements.GradebookBrowser.GradebookData;;[refreshing];[];[])
DecreaseFieldSecurity(com.microsoft.applicationinsights.test.framework.telemetries.PerformanceCounterTelemetryItem;;[propertiesToCompare];[];[])
PullUpField(assignment6.BalanceAddExperiment.JavaExperiment;java.lang.Process;[class_12];[];[])
MoveField(com.igormaznitsa.jprol.easygui.DialogEditor.NonClossableWriter.NonClossableReader;DropboxGrader.GuiElements.MiscViews.ConfigView;[src];[];[])
ExtractClass(com.ml.db.MongoDB;Class_14;[];[delete|delete|findOne|update];[])
IncreaseFieldSecurity(default.RJavaClassLoader.UnixFile;;[subatomiterator];[];[])
ExtractSubClass(com.sap.nic.nlp.ne.QNMinimizer.eState.eLineSearch.eScaling.SurpriseConvergence;Class_15;[];[];[])
PullUpField(gui.reports.supply.SupplyReportView;javax.swing.DialogView;[_formatLabel];[];[])
EncapsulateField(jtrade.io.BinaryTickFileReader;;[marketDepthLevels];[];[])
