ExtractClass(javalanguage.io_socket.nio.Handler;Class_1;[input|selectionKey];[process|run];[])
IncreaseMethodSecurity(design_pattern.factory.简�?�对象工厂.ConcreteProductsA;;[];[getName];[])
ExtractSuperClass(jdk8.newfeatures.jsr335.BuildIn_FunctionalInterfaces_Tset;Class_36;[];[main];[])
EncapsulateField(javalanguage.threads.银行账户�?作示例.SafeManipulate.DepositThread;;[amount];[];[])
ExtractSuperClass(javalanguage.service_loader.Aab;Class_37;[];[setName];[])
PullUpMethod(javalanguage.reflect.bytecode.Calculator.StringSourceJavaObject;javax.tools.SimpleJavaFileObject;[];[calculate];[])
ExtractClass(javalanguage.threads._synchronized.SynchronizedObjectClassTest;Class_38;[];[main|run|run];[])
ExtractClass(jdk8.newfeatures.time.LocalDateTimeAndDateConvertTest;Class_39;[];[date2LocalDateTime];[])
DecreaseMethodSecurity(javalanguage.io_socket.nio.Reactor.Acceptor;;[];[run];[])
PushDownField(javax.tools.SimpleJavaFileObject;javalanguage.reflect.bytecode.Calculator.StringSourceJavaObject;[content];[];[])
PushDownField(java.lang.Exception;commons.exception.Tset44Exception;[newthreadmyclassloadertset];[];[])
MoveField(jdk8.newfeatures.ReceiverParameterTest.A;javalanguage.控制�?程.switch官方文档和演示类.文档;[map];[];[])
PushDownField(java.lang.Thread;javalanguage.collections.UnThreadSafeUsingSynchronizedMap.DrainObject.BusinessThread;[countDownLatch];[];[])
ExtractSuperClass(jdk8.newfeatures.ReceiverParameterTest.A;Class_40;[];[setMap];[])
IncreaseMethodSecurity(javalanguage.ref.弱引用.TestWeakRef.CheckRefQueue;;[];[test];[])
IncreaseFieldSecurity(javalanguage.threads.�?典读写�?�步.Writer;;[buffer];[];[])
PushDownField(javax.tools.SimpleJavaFileObject;javalanguage.reflect.bytecode.Calculator.StringSourceJavaObject;[listener];[];[])
MoveField(Class_13;design_pattern.decorator.LearnDecoratorRun;[myRow];[];[])
IncreaseMethodSecurity(Class_34;;[];[getOwner];[])
IncreaseMethodSecurity(javalanguage.reflect.bytecode.HelloWorld.StringSourceJavaObject;;[];[getCharContent];[])
IncreaseMethodSecurity(javalanguage.CallOSCommand.ExeCommand;;[];[oper];[])
PushDownField(Class_8;com.selffun.clover.algorithm.TreeTraversal.TreeNode;[val];[];[])
MoveMethod(org.netbeans.modules.remotefs.ftp.FTPDialogs;fm.audiobox.core.utils.ProgressInputStream;[];[connect];[])
MoveField(com.selffun.clover.datastructures.TrieV2.TrieNode;javalanguage.collections.BusinessThread;[isLeaf];[];[])
PullUpMethod(Class_24;javalanguage.util.cocurrent.CyclicBarrierTset.Solver;[];[setPhantomQueue];[])
ExtractSuperClass(javalanguage.死�?活�?饥饿等.DeadLockDemo.Friend;Class_41;[];[main|run];[])
ExtractClass(javalanguage.控制�?程.switch官方文档和演示类.文档;Class_42;[];[getMap];[])
PullUpMethod(Class_32;javalanguage.对象的克隆.数组的克隆.Ax;[];[getName];[])
ExtractClass(javalanguage.file.RandomAccessFileAndMappedByteBuffer;Class_43;[];[randomReadMappedByteBuffer|sequencelyReadMappedByteBuffer|sequencelyReadRandomAccessFile|sequencelyWriteMappedByteBuffer|sequencelyWriteMappedByteBufferWithForceFlushToDisk];[])
PushDownMethod(Class_40;jdk8.newfeatures.ReceiverParameterTest.A;[];[setMap];[])
PushDownField(javalanguage.util.cocurrent.CyclicBarrierTset.Solver;Class_24;[phantomQueue];[];[])
PullUpField(javalanguage.threads.�?典读写�?�步.Reader;java.lang.Thread;[buffer];[];[])
ExtractClass(javalanguage.ref.虚引用.TestPhantomRefFinalize.CheckRefQueue;Class_44;[];[test];[])
ExtractSuperClass(javalanguage.数�?�类型.枚举类.官方文档和演示类.Planet;Class_45;[radius];[mass|surfaceGravity];[])
ExtractSuperClass(javalanguage.what_occurs_when_exception_in_static_block.Launcher;Class_46;[];[run];[])
EncapsulateField(com.selffun.clover.datastructures.TrieV4.TrieNode;;[wordEnd];[];[])
MoveField(commons.exception.Tset44Exception;javalanguage.ref.弱引用.MemoryLeakMapDemo.TaskStatus;[newthreadmyclassloadertset];[];[])
PushDownField(design_pattern.decorator.Beverage;design_pattern.decorator.Coffee1;[description];[];[])
ExtractClass(com.selffun.clover.datastructures.cache.FIFOCache;Class_47;[DEFAULT_LOAD_FACTORY|MAX_CACHE_SIZE];[toString];[])
IncreaseFieldSecurity(org.netbeans.modules.remotefs.ftp.FTPDialogs;;[progressinputstream];[];[])
