ExtractSubClass(net.imglib2.algorithm.localization.PeakFitterTest;Class_1;[TOLERANCE];[testEllipticGaussian];[])
ExtractClass(net.imglib2.algorithm.math.PickImagePeaks.Peak;Class_10;[pos];[distanceFactor];[])
MoveField(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;[kappa];[];[])
ExtractSubClass(org.netbeans.modules.remotefs.ftp.FTPDialogs;Class_11;[];[connect];[])
DecreaseFieldSecurity(net.imglib2.algorithm.pde.MomentOfInertiaTensor2D;;[D];[];[])
MoveMethod(net.imglib2.algorithm.localization.PeakFitter;net.imglib2.algorithm.fft2.FFTConvolution;[];[getResult];[])
ExtractSubClass(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;Class_12;[inputSizeOffset|originalSize];[getRearrangement|getZeroPaddingSize];[])
MoveField(net.imglib2.algorithm.region.BresenhamLine;Class_10;[iterator];[];[])
ExtractClass(net.imglib2.algorithm.region.localneighborhood.Utils;Class_13;[];[getXYEllipseBounds];[])
PullUpField(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion;net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;[maxVal];[];[])
PullUpMethod(org.netbeans.modules.remotefs.ftp.FTPDialogs;java.lang.Object;[];[disconnect];[])
ExtractSuperClass(Class_2;Class_14;[];[];[])
MoveField(net.imglib2.algorithm.transformation.ImageTransform;net.imglib2.algorithm.region.localneighborhood.EllipseCursor.CursorState;[numDimensions];[];[])
MoveField(net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;[kappa];[];[])
ExtractClass(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer.WideRegionEnhancer;Class_15;[];[eval];[])
PullUpField(net.imglib2.algorithm.pde.CoherenceEnhancingDiffusionTensor2D;net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;[sigma];[];[])
MoveField(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;net.imglib2.algorithm.math.PickImagePeaks.Peak;[cursorstate];[];[])
IncreaseMethodSecurity(net.imglib2.algorithm.fft.LocalNeighborhoodCursor;;[];[copy];[])
MoveMethod(net.imglib2.algorithm.region.BresenhamLine;net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;[];[hasNext];[])
MoveMethod(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;Class_12;[];[eval];[])
ExtractSubClass(net.imglib2.algorithm.localization.PeakFitter;Class_16;[errorHolder|fftconvolution|fitter|peakFunction|results];[checkInput|getNumThreads|run|setNumThreads];[])
ExtractSuperClass(net.imglib2.algorithm.math.PickImagePeaks.Peak;Class_17;[cursorstate];[compareTo];[])
ExtractClass(Class_5;Class_18;[];[process];[])
MoveField(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;net.imglib2.algorithm.region.localneighborhood.EllipseCursor.CursorState;[class_12];[];[])
ExtractSuperClass(java.lang.Object;Class_19;[];[disconnect];[])
ExtractSubClass(net.imglib2.algorithm.transformation.ImageTransform;Class_20;[];[];[])
ExtractClass(net.imglib2.algorithm.math.PickImagePeaks.Peak;Class_21;[];[distanceFactor];[])
ExtractSuperClass(net.imglib2.algorithm.region.BresenhamLine;Class_22;[current|ra];[copy|get|getFloatPosition|getLongPosition|localize|numDimensions|remove];[])
ExtractSuperClass(net.imglib2.algorithm.math.PickImagePeaks.Peak;Class_23;[peakVal];[];[])
IncreaseMethodSecurity(net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;;[];[getPhi];[])
IncreaseMethodSecurity(org.netbeans.modules.remotefs.ftp.FTPDialogs;;[];[incorrectCache];[])
DecreaseFieldSecurity(net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor;;[largeAxisDim];[];[])
MoveField(net.imglib2.algorithm.pde.ExplicitDiffusionScheme;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;[tensorComponentDimension];[];[])
MoveMethod(net.imglib2.algorithm.math.PickImagePeaks;net.imglib2.algorithm.transformation.ImageTransform;[];[doSuppression];[])
IncreaseMethodSecurity(net.imglib2.algorithm.fft.InverseFourierConvolution;;[];[multiply];[])
ExtractSubClass(net.imglib2.algorithm.localization.MLGaussianEstimator;Class_24;[span];[initializeFit];[])
ExtractSubClass(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer.WideRegionEnhancer;Class_25;[];[eval];[])
IncreaseMethodSecurity(net.imglib2.algorithm.localization.DummySolver;;[];[fit];[])
DecreaseMethodSecurity(org.netbeans.modules.remotefs.ftp.FTPDialogs;;[];[incorrectCache];[])
DecreaseFieldSecurity(net.imglib2.algorithm.region.BresenhamLine;;[P1];[];[])
ExtractSuperClass(net.imglib2.algorithm.localization.MLEllipticGaussianEstimatorTest;Class_26;[data|groundTruth|sigmas];[testInitializeFit];[])
ExtractClass(net.imglib2.algorithm.fft.FFTFunctions;Class_27;[];[rearrangeQuadrantFFTDimZeroSingleDim];[])
MoveMethod(net.imglib2.algorithm.localization.EllipticGaussianOrthoTest;net.imglib2.algorithm.pde.MomentOfInertiaTensor2D;[];[testHessian];[])
ExtractSubClass(net.imglib2.algorithm.pde.MomentOfInertiaTensor2D;Class_28;[BASE_ERROR_MESSAGE|DEFAULT_EPSILON_2|epsilon_1];[process];[])
ExtractSuperClass(net.imglib2.algorithm.fft.FourierConvolution;Class_29;[convolved|errorMessage];[];[])
ExtractSuperClass(net.imglib2.algorithm.localization.GaussianTest;Class_30;[d2gdx0db_val|d2gdy02_val|dgdx0_val|g];[testGradient];[])
DecreaseFieldSecurity(net.imglib2.algorithm.localization.EllipticGaussianOrthoTest;;[val];[];[])
ExtractSubClass(net.imglib2.algorithm.math.PickImagePeaks;Class_31;[imagetransform|peakLocList|suppressSum];[checkInput|getResult];[])
ExtractSubClass(net.imglib2.algorithm.localization.LocalizationUtils;Class_32;[ran];[addGaussianNoiseToImage|gatherObservationData];[])
DecreaseMethodSecurity(net.imglib2.algorithm.pde.StandardDiffusionScheme3D;;[];[diffusionScheme];[])
MoveField(net.imglib2.algorithm.fft.FourierConvolution;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;[imgFactory];[];[])
ExtractClass(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;Class_33;[tensorComponentDimension];[getFFOptimization|getKappa|getResult|setCustomOutOfBoundsStrategy|setImageExtension];[])
DecreaseFieldSecurity(net.imglib2.algorithm.pde.MomentOfInertiaTensor3D;;[input];[];[])
MoveMethod(net.imglib2.algorithm.region.localneighborhood.BufferedRectangularNeighborhood;net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;[];[size];[])
MoveField(net.imglib2.algorithm.localization.MLGaussianEstimatorTest;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;[sigma];[];[])
ExtractSubClass(net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;Class_34;[fftoptimization];[getKappa];[])
IncreaseFieldSecurity(net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;;[maxVal];[];[])
PushDownField(net.imglib2.algorithm.region.localneighborhood.AbstractNeighborhoodCursor;net.imglib2.algorithm.region.localneighborhood.EllipseCursor;[ra];[];[])
PullUpField(net.imglib2.algorithm.region.localneighborhood.BufferedRectangularNeighborhoodCursor;net.imglib2.algorithm.region.localneighborhood.AbstractNeighborhoodCursor;[count];[];[])
ExtractSubClass(net.imglib2.algorithm.region.BresenhamLine;Class_35;[P2|multithreadedbenchmarkalgorithm];[fwd|reset];[])
MoveField(net.imglib2.algorithm.localization.MLGaussianEstimator;net.imglib2.algorithm.fft.FourierTransform.PreProcessing;[sigma];[];[])
MoveField(net.imglib2.algorithm.localization.LevenbergMarquardtSolver;Class_23;[termEpsilon];[];[])
ExtractClass(net.imglib2.algorithm.fft2.FFTConvolution;Class_36;[imgInterval];[];[])
ExtractSubClass(Class_32;Class_37;[];[];[])
MoveMethod(net.imglib2.algorithm.region.localneighborhood.BufferedRectangularNeighborhoodCursor;net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;[];[hasNext];[])
PushDownField(net.imglib2.algorithm.region.localneighborhood.AbstractNeighborhood;net.imglib2.algorithm.region.localneighborhood.EllipsoidNeighborhood;[n];[];[])
ExtractSuperClass(net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;Class_38;[];[reset];[])
ExtractClass(Class_28;Class_39;[];[];[])
IncreaseMethodSecurity(net.imglib2.algorithm.pde.CoherenceEnhancingDiffusionTensor2D;;[];[run];[])
MoveMethod(net.imglib2.algorithm.fft.FFTFunctions;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;[];[computeInverseFFT];[])
ExtractClass(net.imglib2.algorithm.localization.MLGaussianEstimatorTest;Class_40;[peakCoarseLocation];[testGetDomainSpan];[])
ExtractSuperClass(Class_28;Class_41;[];[];[])
ExtractSubClass(net.imglib2.algorithm.localization.PeakFitter;Class_42;[BASE_ERROR_MESSAGE|image|processingTime];[getProcessingTime];[])
MoveMethod(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;net.imglib2.algorithm.fft2.FFTConvolutionTest;[];[computeInverseFFT];[])
IncreaseMethodSecurity(net.imglib2.algorithm.pde.NonNegativityDiffusionScheme3D;;[];[diffusionScheme];[])
ExtractClass(net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;Class_43;[];[copy|getDistanceSquared|getRelativePosition|jumpFwd];[])
ExtractSuperClass(net.imglib2.algorithm.region.localneighborhood.Utils;Class_44;[];[getXYCircleBounds];[])
EncapsulateField(net.imglib2.algorithm.fft.Bandpass;;[bandPass];[];[])
IncreaseFieldSecurity(net.imglib2.algorithm.region.localneighborhood.AbstractNeighborhood;;[span];[];[])
DecreaseFieldSecurity(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;;[fftconvolutiontest];[];[])
MoveMethod(net.imglib2.algorithm.region.BresenhamLine;net.imglib2.algorithm.region.localneighborhood.EllipsoidCursor.CursorState;[];[getIntPosition];[])
ExtractSubClass(Class_5;Class_45;[];[process];[])
IncreaseMethodSecurity(net.imglib2.algorithm.pde.MomentOfInertiaTensor3D;;[];[checkInput];[])
MoveMethod(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;net.imglib2.algorithm.localization.PeakFitter;[];[hasNext];[])
MoveField(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;Class_36;[fftconvolutiontest];[];[])
PullUpMethod(Class_45;Class_5;[];[process];[])
MoveMethod(net.imglib2.algorithm.math.PickImagePeaks;net.imglib2.algorithm.localization.Gaussian;[];[getErrorMessage];[])
ExtractSubClass(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;Class_46;[];[computeInverseFFT|setFftconvolutiontest];[])
ExtractSubClass(net.imglib2.algorithm.localization.MLEllipticGaussianEstimatorTest;Class_47;[img];[];[])
ExtractSuperClass(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;Class_48;[];[];[])
ExtractSubClass(Class_43;Class_49;[];[getDistanceSquared|jumpFwd];[])
MoveField(net.imglib2.algorithm.region.localneighborhood.EllipseCursor.CursorState;net.imglib2.algorithm.fft.FourierTransform.PreProcessing;[class_12];[];[])
MoveField(net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;[sigma];[];[])
IncreaseMethodSecurity(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;;[];[setSigma];[])
MoveField(Class_35;net.imglib2.algorithm.pde.MomentOfInertiaTensor3D;[multithreadedbenchmarkalgorithm];[];[])
DecreaseFieldSecurity(Class_31;;[imagetransform];[];[])
ExtractClass(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;Class_50;[peakfitter];[getSigma|setSigma];[])
PushDownField(net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion;[strongedgeenhancer];[];[])
PullUpMethod(java.lang.Object;Class_19;[];[startdirNotFound];[])
PullUpField(org.netbeans.modules.remotefs.ftp.FTPDialogs;java.lang.Object;[cursorstate];[];[])
PullUpMethod(net.imglib2.algorithm.region.localneighborhood.EllipseCursor.CursorState;Class_2;[];[getClass_12];[])
ExtractClass(Class_2;Class_51;[];[getDistanceSquared];[])
IncreaseMethodSecurity(Class_25;;[];[eval];[])
PullUpField(net.imglib2.algorithm.pde.Gradient;net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;[output];[];[])
PushDownMethod(org.netbeans.modules.remotefs.ftp.FTPDialogs;Class_11;[];[incorrectCache];[])
PullUpField(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;Class_4;[numDimensions];[];[])
MoveField(net.imglib2.algorithm.localization.Observation;net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion.DiffusionFunction.StrongEdgeEnhancer;[X];[];[])
MoveField(net.imglib2.algorithm.fft2.FFTConvolution;Class_48;[keepImgFFT];[];[])
MoveField(Class_22;net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;[current];[];[])
MoveMethod(Class_23;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement.FFTOptimization;[];[setTermEpsilon];[])
ExtractSuperClass(net.imglib2.algorithm.fft2.FFTConvolutionTest;Class_52;[];[test_1d];[])
ExtractSubClass(Class_46;Class_53;[];[setFftconvolutiontest];[])
MoveField(net.imglib2.algorithm.region.BresenhamLine;org.netbeans.modules.remotefs.ftp.FTPDialogs;[class_10];[];[])
MoveField(net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;Class_12;[class_36];[];[])
MoveField(Class_50;net.imglib2.algorithm.fft.Bandpass;[peakfitter];[];[])
DecreaseFieldSecurity(Class_47;;[img];[];[])
PullUpMethod(net.imglib2.algorithm.pde.PeronaMalikAnisotropicDiffusion;net.imglib2.algorithm.MultiThreadedBenchmarkAlgorithm;[];[setDeltaT];[])
DecreaseMethodSecurity(Class_50;;[];[setSigma];[])
IncreaseMethodSecurity(Class_36;;[];[getFftconvolutiontest];[])
PullUpMethod(Class_46;net.imglib2.algorithm.fft.FourierTransform.PreProcessing.Rearrangement;[];[computeInverseFFT];[])
MoveMethod(org.netbeans.modules.remotefs.ftp.FTPDialogs;Class_15;[];[setClass_10];[])
PushDownMethod(net.imglib2.algorithm.localization.PeakFitterTest;Class_1;[];[testSymetricGaussian];[])
IncreaseMethodSecurity(net.imglib2.algorithm.pde.ExplicitDiffusionScheme2D;;[];[checkInput];[])
MoveField(org.netbeans.modules.remotefs.ftp.FTPDialogs;net.imglib2.algorithm.transformation.ImageTransform;[class_10];[];[])
IncreaseFieldSecurity(org.netbeans.modules.remotefs.ftp.FTPDialogs;;[class_15];[];[])
ExtractSubClass(Class_10;Class_54;[pos];[getIterator];[])
PushDownMethod(net.imglib2.algorithm.localization.MLGaussianEstimator;Class_24;[];[getDomainSpan];[])
ExtractSuperClass(Class_23;Class_55;[fftoptimization];[setTermEpsilon];[])
