ExtractSuperClass(org.getopt.luke.LukePlugin;Class_1;[app|ir];[getDirectory];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return;org.antlr.runtime.ParserRuleReturnScope;[];[space_read_timeout];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return;org.antlr.runtime.ParserRuleReturnScope;[];[column_name];[])
MoveField(com.tibco.as.jdbc.ASPreparedStatement;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return;[m_parameterValues];[];[])
IncreaseMethodSecurity(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return;;[];[space_min_seeders];[])
IncreaseFieldSecurity(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return;;[value];[];[])
ExtractSuperClass(default.MixedASJdbc;Class_6;[discoveryURL];[connectSpace];[])
ExtractClass(org.ibex.nestedvm.util.ELF.ELFIdent.ELFHeader.PHeader.SHeader.ELFException.SectionInputStream;Class_7;[_symtab];[bytesLeft|close|read];[])
ExtractClass(com.tibco.as.sql.ASSQLResult;Class_8;[m_queryBeforeFirst|m_queryColumnNames];[checkPosition|getBytes|getObject];[])
MoveField(org.soya.antlr.SourceLineReader;org.swingeasy.CustomizableOptionPane.CustomizableFileChooserImpl;[lines];[];[])
ExtractClass(org.apache.log4j.extras.UtilLoggingLevel;Class_9;[FINE|serialVersionUID];[toLevel];[])
PushDownMethod(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return;[];[space_read_timeout];[])
PullUpField(com.google.gson.internal.LazilyParsedNumber;java.lang.Number;[value];[];[])
MoveMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return;org.getopt.luke.plugins.ZipfAnalysisPlugin;[];[space_capacity];[])
MoveField(org.getopt.luke.plugins.VocabAnalysisPlugin;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return;[chart];[];[])
ExtractClass(com.google.gson.internal.LazilyParsedNumber;Class_10;[];[writeReplace];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18.DFA63.DFA66;org.antlr.runtime.DFA;[DFA67_eotS];[];[])
ExtractSubClass(dk.statsbiblioteket.util.reader.CharSequenceReader;Class_11;[cursor];[close];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return;org.antlr.runtime.ParserRuleReturnScope;[];[space_ttl];[])
ExtractSubClass(org.swingeasy.CustomizableOptionPane.CustomizableFileChooserImpl;Class_12;[lines];[getReturnValue|windowClosing];[])
PushDownMethod(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return;[];[column_name];[])
DecreaseFieldSecurity(com.tibco.as.jdbc.ASResultSet;;[m_columnNames];[];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18.DFA63.DFA66;org.antlr.runtime.DFA;[DFA67_minS];[];[])
ExtractSubClass(default.RJavaClassLoader.UnixFile.UnixJarFile.UnixDirectory.RJavaObjectInputStream;Class_13;[];[toByte|toObject];[])
EncapsulateField(org.getopt.luke.plugins.ZipfAnalysisPlugin;;[selectedField];[];[])
MoveField(net.sf.taverna.t2.workbench.file.impl.SafeFileOutputStream;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return;[desiredFile];[];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser;org.antlr.runtime.Parser;[IdentifierStart];[];[])
PullUpMethod(org.ibex.nestedvm.util.ELF.ELFIdent.ELFHeader.PHeader.SHeader.ELFException.SectionInputStream;java.io.InputStream;[];[read];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return;org.antlr.runtime.ParserRuleReturnScope;[tname];[];[])
PushDownMethod(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return;[];[space_ttl];[])
ExtractSuperClass(com.tibco.as.sql.TupleUtil;Class_14;[];[setTupleField];[])
PullUpMethod(org.openid4java.util.InternetDateFormat;java.text.SimpleDateFormat;[];[parse];[])
PushDownField(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return;[tname];[];[])
ExtractSuperClass(com.tibco.as.jdbc.AbstractResultSetMetaData;Class_15;[];[getScale|isDefinitelyWritable|isReadOnly|isSigned|isWritable|unwrap];[])
ExtractClass(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return;Class_16;[DFA15_specialS|DFA15_transition|dfa67];[table_reference_list|target_table|where_relation];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return;org.antlr.runtime.ParserRuleReturnScope;[value];[];[])
PullUpField(org.getopt.luke.plugins.ScriptingPlugin;org.getopt.luke.LukePlugin;[shell];[];[])
DecreaseFieldSecurity(net.sf.taverna.t2.workbench.file.impl.SafeFileOutputStream;;[set_clause_return];[];[])
EncapsulateField(org.openid4java.util.InternetDateFormat;;[GMT_TIME_ZONE];[];[])
PushDownMethod(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return;[];[space_query_limit];[])
PushDownField(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return;[value];[];[])
PullUpMethod(com.android.volley.toolbox.PoolingByteArrayOutputStream;java.io.ByteArrayOutputStream;[];[expand];[])
IncreaseFieldSecurity(com.tibco.as.sql.grammar.ASSQLLexer;;[TRUE];[];[])
ExtractSuperClass(org.getopt.luke.LukePlugin;Class_17;[dir|myUi];[getMyUi|setApplication];[])
ExtractClass(default.MixedASJdbc;Class_18;[jdbcDriverName|listenURL|space];[connectMetaspace|main];[])
IncreaseFieldSecurity(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18.DFA63.DFA66;;[DFA67_accept];[];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLLexer.DFA3;org.antlr.runtime.DFA;[DFA19_transition];[];[])
IncreaseFieldSecurity(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return;;[projectexception];[];[])
IncreaseMethodSecurity(com.tibco.as.sql.grammar.ASSQLLexer.DFA3.DFA19;;[];[getDescription];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return;org.antlr.runtime.ParserRuleReturnScope;[];[column_value];[])
MoveField(org.swingeasy.CustomizableOptionPane.CustomizableFileChooserImpl;org.openid4java.util.InternetDateFormat;[serialVersionUID];[];[])
EncapsulateField(com.tibco.as.jdbc.SimpleLogger;;[m_formatter];[];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return;org.antlr.runtime.ParserRuleReturnScope;[];[table_index_list];[])
MoveMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18.DFA63;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return;[];[getDescription];[])
PullUpMethod(org.pac4j.core.profile.FormattedDate;java.util.Date;[];[getLocale];[])
PullUpMethod(org.soya.antlr.SourceLineReader;java.io.BufferedReader;[];[read];[])
DecreaseFieldSecurity(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return;;[zipfanalysisplugin];[];[])
ExtractSuperClass(com.android.volley.toolbox.ByteArrayPool;Class_19;[BUF_COMPARATOR|mCurrentSize];[compare|trim];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return;org.antlr.runtime.ParserRuleReturnScope;[chart];[];[])
PushDownMethod(java.text.SimpleDateFormat;org.openid4java.util.InternetDateFormat;[];[parse];[])
ExtractSubClass(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return;Class_20;[projectexception];[set_clause];[])
ExtractClass(org.ibex.nestedvm.util.ELF.ELFIdent.ELFHeader.PHeader.SHeader.ELFException.SectionInputStream;Class_21;[maxpos|pos];[close];[])
PullUpField(checker.filepackage.tar.TarEntry;java.io.Object;[file];[];[])
PushDownField(org.antlr.runtime.DFA;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18.DFA63;[DFA67_minS];[];[])
PullUpField(ca.spaz.lists.SmartList;java.util.ArrayList;[listeners];[];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return;org.antlr.runtime.ParserRuleReturnScope;[];[space_phase_count];[])
MoveField(com.facebook.android.DialogError;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return;[mErrorCode];[];[])
PullUpMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return;org.antlr.runtime.ParserRuleReturnScope;[];[space_forget_old_value];[])
PullUpField(org.getopt.luke.Luke;org.apache.lucene.search.Thinlet;[THEME_GRAY];[];[])
ExtractClass(net.sf.taverna.t2.workbench.file.impl.SafeFileOutputStream;Class_22;[desiredAlreadyExisted];[tempFile];[])
PullUpField(org.getopt.luke.plugins.CustomSimilarity;org.apache.lucene.search.similarities.ClassicSimilarity;[M_A_MAX];[];[])
MoveMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return;org.antlr.runtime.Parser;[];[space_ttl];[])
ExtractSubClass(org.dmfs.tasks.model.adapters.TimeZoneWrapper;Class_23;[TEST_DATE];[getOffset|inDaylightTime|referenceInDaylightTime|setRawOffset|toString];[])
PullUpField(net.sf.taverna.t2.workbench.ui.impl.LoggerStream;java.io.PrintStream;[issuedWarning];[];[])
MoveMethod(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return;com.tibco.as.sql.grammar.ASSQLLexer.DFA3.DFA19;[];[space_persistence_type];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18.DFA63.DFA66.DFA67;org.antlr.runtime.DFA;[FOLLOW_SMALLINT_in_column_type816];[];[])
IncreaseMethodSecurity(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return;;[];[space_lock_wait];[])
ExtractSubClass(org.pac4j.core.profile.FormattedDate;Class_24;[];[];[])
PullUpField(com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18;org.antlr.runtime.DFA;[DFA63_accept];[];[])
MoveField(org.antlr.runtime.DFA;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return;[DFA63_accept];[];[])
PushDownField(java.util.ArrayList;ca.spaz.lists.SmartList;[listeners];[];[])
ExtractSuperClass(com.tibco.as.sql.ASSQLIndex;Class_25;[indexName];[getIndexColumns];[])
PushDownMethod(org.antlr.runtime.ParserRuleReturnScope;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return;[];[space_forget_old_value];[])
PushDownField(org.antlr.runtime.DFA;com.tibco.as.sql.grammar.ASSQLParser.alias_return.column_name_return.column_value_return.key_type_return.rterm_list_return.rterm_identifier_return.rterm_return.select_column_return.select_quantifier_return.set_clause_return.space_property_return.space_capacity_return.space_cache_policy_return.space_distribution_policy_return.space_eviction_policy_return.space_file_sync_interval_return.space_forget_old_value_return.space_host_aware_replication_return.space_lock_scope_return.space_lock_ttl_return.space_lock_wait_return.space_min_seeders_return.space_persistence_policy_return.space_persistence_type_return.space_phase_count_return.space_phase_interval_return.space_query_limit_return.space_query_timeout_return.space_read_timeout_return.space_replication_count_return.space_replication_policy_return.space_routed_return.space_ttl_return.space_update_transport_return.space_virtual_node_count_return.space_wait_return.space_write_timeout_return.table_index_name_return.table_name_return.DFA15.DFA18;[FOLLOW_SMALLINT_in_column_type816];[];[])
DecreaseMethodSecurity(com.tibco.as.sql.grammar.ASSQLLexer.DFA3.DFA19;;[];[getDescription];[])
