ExtractClass(de.bwaldvogel.mongo.wire.message.MongoDelete;Class_1;[selector];[isSingleRemove];[])
PullUpField(de.bwaldvogel.mongo.wire.message.MongoMessage;de.bwaldvogel.mongo.wire.message.ClientRequest;[SECTION_KIND_DOCUMENT_SEQUENCE];[];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.backend.aggregation.Range;;[];[getEnd];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.wire.MongoWireReplyEncoderTest;;[];[setUpContext];[])
EncapsulateField(de.bwaldvogel.mongo.backend.h2.H2Database;;[DATABASES_PREFIX];[];[])
ExtractClass(de.bwaldvogel.mongo.backend.Projection.Type;Class_16;[];[onlyExclusions];[])
PullUpField(de.bwaldvogel.mongo.wire.message.MongoKillCursors;de.bwaldvogel.mongo.wire.message.ClientRequest;[cursorIds];[];[])
ExtractSuperClass(de.bwaldvogel.AbstractReadOnlyProxyTest;Class_17;[mongoServer];[testHandleKillCursor|testListDatabaseNames|testStats|testUpdate];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.h2.H2Database;Class_18;[];[];[])
ExtractClass(de.bwaldvogel.mongo.wire.bson.BsonEncoderTest;Class_19;[];[testEncodeEmptyDocument];[])
MoveMethod(de.bwaldvogel.mongo.bson.BsonRegularExpression;de.bwaldvogel.mongo.backend.aggregation.Range;[];[getOptions];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndex;Class_20;[];[getDataSize];[])
MoveMethod(de.bwaldvogel.mongo.oplog.OplogPosition;de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndex;[];[inclusive];[])
MoveField(Utils.KeyValPair;com.clearspring.analytics.stream.membership.Buffer;[category];[];[])
PushDownField(de.bwaldvogel.mongo.backend.aggregation.accumulator.Accumulator;de.bwaldvogel.mongo.backend.aggregation.accumulator.SumAccumulator;[field];[];[])
ExtractClass(de.bwaldvogel.mongo.backend.AbstractMongoCollectionTest.TestCollection;Class_21;[];[handleUpdate|removeDocument];[])
EncapsulateField(de.bwaldvogel.mongo.backend.aggregation.stage.AbstractLookupStageTest;;[database];[];[])
PushDownField(de.bwaldvogel.mongo.exception.MongoServerError;de.bwaldvogel.mongo.exception.ImmutableFieldException;[codeName];[];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.AbstractBackendSpringDataTest.TestConfig;Class_22;[];[];[])
ExtractSubClass(artofillusion.math.FastRandom;Class_23;[MULTIPLIER];[next];[])
ExtractSubClass(de.bwaldvogel.mongo.wire.MongoExceptionHandlerTest.MockChannelId;Class_1;[];[];[])
PullUpMethod(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;java.io.OutputStream;[];[write];[])
DecreaseFieldSecurity(de.bwaldvogel.mongo.backend.h2.H2Collection;;[dataMap];[];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.wire.message.MongoGetMore;;[];[getNumberToReturn];[])
PushDownField(de.bwaldvogel.mongo.wire.message.ClientRequest;de.bwaldvogel.mongo.wire.message.MongoMessage;[cursorIds];[];[])
ExtractClass(de.bwaldvogel.mongo.wire.MongoDatabaseHandlerTest;Class_2;[];[testHandleGetMoreUnknownError|testHandleQueryCommandUnknownError|testWrappedCommand];[])
PullUpMethod(de.bwaldvogel.mongo.backend.postgresql.index.PostgresUniqueIndex;de.bwaldvogel.mongo.backend.postgresql.index.Index;[];[drop];[])
IncreaseFieldSecurity(de.bwaldvogel.mongo.backend.memory.MemoryBackendSpringDataTest.TestConfig;;[simpletest];[];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.memory.H2OnDiskBackendSpringDataTest.TemporaryFileH2Backend;Class_3;[];[];[])
ExtractClass(de.bwaldvogel.mongo.backend.aggregation.TwoParameters;Class_4;[first];[getSecond];[])
PullUpField(Utils.KeyValPair;java.lang.Object;[value];[];[])
DecreaseFieldSecurity(de.bwaldvogel.mongo.backend.AbstractBackendSpringDataTest.TestConfig;;[mongoClient];[];[])
ExtractSuperClass(de.bwaldvogel.mongo.backend.postgresql.index.Index;Class_5;[];[getIndexName];[])
MoveField(de.bwaldvogel.mongo.bson.MaxKey;com.clearspring.analytics.stream.membership.DataOutputBuffer.Buffer;[INSTANCE];[];[])
ExtractSubClass(de.bwaldvogel.mongo.oplog.NoopOplog;Class_6;[];[];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.backend.AbstractBackendSpringDataTest.TestConfig;;[];[mongoTemplate];[])
PullUpMethod(Utils.KeyValPair;java.lang.Object;[];[getCategory];[])
ExtractClass(default.SimpleTest;Class_7;[server];[];[])
MoveMethod(de.bwaldvogel.mongo.backend.KeyValue;de.bwaldvogel.mongo.backend.UtilsTest;[];[normalized];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.aggregation.stage.BucketStage;Class_8;[defaultValue];[getAccumulators|getAndValidateBoundaries|getAndValidateDefault|validateGroupBy];[])
ExtractSubClass(de.bwaldvogel.mongo.oplog.OplogClock;Class_9;[];[];[])
MoveMethod(de.bwaldvogel.mongo.exception.MongoServerExceptionTest;java.io.ByteArrayOutputStream;[];[testIllegalMessage];[])
PullUpMethod(Utils.KeyValPair;java.lang.Object;[];[setCategory];[])
MoveField(de.bwaldvogel.mongo.bson.LegacyUUID;de.bwaldvogel.mongo.backend.Projection.Type;[serialVersionUID];[];[])
PushDownField(de.bwaldvogel.mongo.exception.KeyConstraintError;de.bwaldvogel.mongo.exception.DuplicateKeyError;[serialVersionUID];[];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.backend.AbstractMongoCollectionTest.TestCollection;;[];[setUp];[])
ExtractClass(de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndex;Class_10;[];[isEmpty];[])
DecreaseFieldSecurity(de.bwaldvogel.mongo.backend.postgresql.JsonConverter;;[objectMapper];[];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.aggregation.Range;Class_11;[];[];[])
ExtractSuperClass(de.bwaldvogel.mongo.entity.Person;Class_12;[id];[addAccount];[])
ExtractSuperClass(de.bwaldvogel.mongo.wire.QueryFlag;Class_13;[];[isSet];[])
ExtractClass(de.bwaldvogel.mongo.oplog.OperationTypeTest;Class_14;[];[];[])
PullUpMethod(de.bwaldvogel.mongo.backend.ReadOnlyProxy.ReadOnlyException;de.bwaldvogel.mongo.exception.MongoServerException;[];[getServerStatus];[])
ExtractSuperClass(de.bwaldvogel.mongo.bson.Json;Class_15;[];[toBytes|toHex];[])
MoveField(de.bwaldvogel.mongo.backend.postgresql.index.PostgresUniqueIndex;io.netty.channel.ChannelInboundHandlerAdapter;[fullCollectionName];[];[])
ExtractClass(de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndexTest;Class_16;[];[jsonDocument];[])
ExtractSubClass(de.bwaldvogel.mongo.wire.message.MessageHeader;Class_17;[];[];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.postgresql.PostgresqlBackendTest;Class_18;[];[];[])
MoveField(de.bwaldvogel.mongo.exception.MongoServerExceptionTest;de.bwaldvogel.mongo.backend.h2.H2Collection;[bytearrayoutputstream];[];[])
ExtractClass(Class_21;Class_20;[];[];[])
PullUpMethod(de.bwaldvogel.mongo.backend.ReadOnlyProxy.ReadOnlyException;de.bwaldvogel.mongo.exception.MongoServerException;[];[handleQuery];[])
MoveField(de.bwaldvogel.mongo.backend.memory.MemoryBackendSpringDataTest.TestConfig;default.SimpleTest;[fastrandom];[];[])
ExtractSubClass(Class_21;Class_23;[];[];[])
DecreaseMethodSecurity(de.bwaldvogel.mongo.backend.AbstractMongoCollectionTest.TestCollection;;[];[updateDataSize];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.postgresql.index.PostgresUniqueIndex;Class_25;[databaseName|log];[getDataSize|isEmpty];[])
IncreaseFieldSecurity(de.bwaldvogel.mongo.backend.memory.DocumentIterable.AbstractDocumentIterator.DocumentIterator;;[clock];[];[])
MoveField(de.bwaldvogel.mongo.oplog.OperationType;de.bwaldvogel.mongo.bson.Decimal128;[MAP];[];[])
ExtractSubClass(de.bwaldvogel.mongo.bson.JsonTest;Class_27;[];[testToJsonValueWithCompactKey];[])
ExtractClass(de.bwaldvogel.mongo.backend.ReadOnlyProxy.ReadOnlyException;Class_28;[];[disableOplog|getClock|handleGetMore|handleKillCursors|handleMessage|handleUpdate];[])
PushDownMethod(java.io.OutputStream;org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;[];[write];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.oplog.NoopOplog;;[];[createCursor];[])
IncreaseFieldSecurity(de.bwaldvogel.mongo.backend.memory.DocumentIterable.AbstractDocumentIterator.DocumentIterator;;[clock];[];[])
ExtractClass(de.bwaldvogel.mongo.oplog.OplogCursor;Class_38;[oplogStream];[];[])
ExtractClass(de.bwaldvogel.mongo.exception.MongoServerException;Class_40;[logError];[handleQuery|isLogError|validateMessage];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.h2.H2Collection;Class_44;[dataMap|metaMap];[addDocumentInternal|count|getDataSize|removeDocument|setBytearrayoutputstream];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.aggregation.TwoParameters;Class_50;[second];[isAnyNull];[])
DecreaseFieldSecurity(Utils.KeyValPair;;[buffer];[];[])
PullUpMethod(Utils.KeyValPair;java.lang.Object;[];[testInsert];[])
ExtractSubClass(de.bwaldvogel.mongo.RealMongoPerformanceTest;Class_53;[];[];[])
PullUpMethod(de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndex;de.bwaldvogel.mongo.backend.memory.index.AbstractUniqueIndex;[];[putKeyPosition];[])
ExtractClass(de.bwaldvogel.mongo.backend.aggregation.TwoParameters;Class_55;[];[getFirst];[])
IncreaseFieldSecurity(default.SimpleTest;;[fastrandom];[];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.backend.ReadOnlyProxy.ReadOnlyException;;[];[handleUpdate];[])
IncreaseMethodSecurity(de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndexTest;;[];[testGetKeyValues_multiKey_cannotIndexParallelArrays];[])
ExtractSuperClass(io.netty.channel.ChannelInboundHandlerAdapter;Class_63;[];[getFullCollectionName];[])
ExtractSuperClass(de.bwaldvogel.mongo.oplog.OplogPosition;Class_65;[inclusive];[isAfter];[])
DecreaseFieldSecurity(de.bwaldvogel.mongo.backend.postgresql.index.Index;;[collectionName];[];[])
MoveField(de.bwaldvogel.mongo.backend.aggregation.stage.GraphLookupStage;Class_18;[depthField];[];[])
ExtractClass(Class_21;Class_75;[];[removeDocument];[])
DecreaseMethodSecurity(Class_23;;[];[next];[])
MoveMethod(de.bwaldvogel.mongo.entity.Person;org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;[];[getName];[])
ExtractClass(de.bwaldvogel.mongo.wire.MongoExceptionHandlerTest.MockChannelId;Class_81;[];[asLongText];[])
ExtractSubClass(com.clearspring.analytics.stream.membership.Buffer;Class_82;[];[getCategory];[])
DecreaseMethodSecurity(de.bwaldvogel.mongo.backend.AbstractProtocolTest;;[];[awaitDocumentCount];[])
ExtractClass(Class_21;Class_83;[class_20];[removeDocument];[])
PushDownMethod(de.bwaldvogel.mongo.backend.h2.H2Database;Class_18;[];[getFileSize];[])
ExtractSuperClass(java.lang.Object;Class_86;[];[getCategory];[])
DecreaseFieldSecurity(de.bwaldvogel.mongo.backend.memory.MemoryBackendSpringDataTest.TestConfig;;[simpletest];[];[])
PushDownField(de.bwaldvogel.mongo.backend.AbstractBackendTest;de.bwaldvogel.mongo.backend.memory.MemoryBackendTest;[ADMIN_DB_NAME];[];[])
MoveMethod(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;java.time.Clock;[];[getName];[])
PullUpMethod(Class_25;de.bwaldvogel.mongo.backend.postgresql.index.PostgresUniqueIndex;[];[isEmpty];[])
MoveField(de.bwaldvogel.mongo.backend.memory.index.MemoryUniqueIndexTest;de.bwaldvogel.mongo.backend.memory.DocumentIterable.AbstractDocumentIterator;[class_16];[];[])
ExtractClass(de.bwaldvogel.mongo.oplog.OplogPosition;Class_98;[timestamp];[inclusive];[])
DecreaseMethodSecurity(de.bwaldvogel.mongo.backend.memory.H2OplogTest;;[];[createBackend];[])
PullUpMethod(de.bwaldvogel.mongo.backend.Projection.Type;Class_5;[];[toLinkedHashSet];[])
ExtractSubClass(de.bwaldvogel.mongo.backend.postgresql.JsonConverter;Class_109;[];[fromJson];[])
DecreaseFieldSecurity(de.bwaldvogel.mongo.backend.aggregation.accumulator.ComparingAccumulator;;[result];[];[])
IncreaseMethodSecurity(java.time.Clock;;[];[getName];[])
ExtractSubClass(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;Class_111;[];[getName];[])
