ExtractSuperClass(com.amossys.hooker.common.InterceptEvent;Class_1;[data|hookerName|idEvent|instanceID|parameters];[getData|getIdEvent|getInstanceID|getMethodName|getReturns|readDataMap|readReturnsEntry|setData|setHookerName|setInstanceID|setIntrusiveLevel|setMethodName|setPackageName|setParameters|setReturns|writeReturnsEntry];[])
ExtractSubClass(org.json.XMLTokener;Class_24;[];[nextCDATA];[])
ExtractClass(facebook.TiFacebookModule;Class_26;[ACTION_TYPE_SEND|AUDIENCE_EVERYONE|AUDIENCE_NONE|EVENT_LOGIN|EVENT_LOGOUT|EVENT_NAME_INITIATED_CHECKOUT|EVENT_NAME_VIEWED_CONTENT|EVENT_PARAM_CONTENT_ID|EVENT_PARAM_CURRENCY|EVENT_PARAM_NUM_ITEMS|EVENT_PARAM_PAYMENT_INFO_AVAILABLE|EVENT_REQUEST_DIALOG_COMPLETE|EVENT_TOKEN_UPDATED|FILTER_APP_USERS|FILTER_NONE|LOGIN_BEHAVIOR_NATIVE_WITH_FALLBACK|LOGIN_BEHAVIOR_WEB|LOGIN_BUTTON_TOOLTIP_STYLE_FRIENDLY_BLUE|LOGIN_BUTTON_TOOLTIP_STYLE_NEUTRAL_GRAY|PROPERTY_ERROR|SHARE_DIALOG_MODE_NATIVE|TAG|data|data|facebookCallback];[getAccessTokenActive|getCanPresentOpenGraphActionDialog|getCanPresentShareDialog|logRegistrationCompleted|presentSendRequestDialog|requestNewPublishPermissions|requestNewReadPermissions|requestWithGraphPath|run|setAccessTokenRefreshCalled];[])
ExtractClass(com.livrexpress.barcode.camera.AutoFocusCallback;Class_34;[];[onAutoFocus];[])
IncreaseMethodSecurity(com.amossys.hooker.common.InterceptEvent;;[];[toJson];[])
MoveMethod(com.amossys.hooker.reporting.NetworkEventSender;Class_9;[];[getPort];[])
PullUpField(org.json.XMLTokener;org.json.JSONTokener;[entity];[];[])
PullUpField(org.apache.commons.fileupload.MultipartStream.ProgressNotifier.MalformedStreamException.IllegalBoundaryException.ItemInputStream;java.io.InputStream;[BYTE_POSITIVE_OFFSET];[];[])
PullUpMethod(facebook.LoginButtonProxy;org.appcelerator.titanium.proxy.TiViewProxy;[];[createView];[])
PullUpField(org.apache.commons.fileupload.MultipartStream.ProgressNotifier.MalformedStreamException.IllegalBoundaryException.ItemInputStream;java.io.InputStream;[closed];[];[])
ExtractSuperClass(android.app.Activity;Class_35;[];[setTAG];[])
MoveMethod(com.livrexpress.barcode.ViewfinderView;Class_26;[];[onDraw];[])
PullUpMethod(com.livrexpress.barcode.ViewfinderView;android.view.View;[];[addPossibleResultPoint];[])
MoveField(org.json.JSONException;facebook.TiFacebookModule;[serialVersionUID];[];[])
MoveMethod(org.appcelerator.titanium.proxy.TiViewProxy;org.appcelerator.titanium.view.TiUIView;[];[createView];[])
DecreaseFieldSecurity(com.amossys.hooker.reporting.FileEventReporter;;[EVENT_DELIMITER];[];[])
ExtractSubClass(com.livrexpress.barcode.ViewfinderView;Class_36;[resultColor];[setCameraManager];[])
IncreaseMethodSecurity(org.appcelerator.titanium.view.TiUIView;;[];[createView];[])
PullUpField(facebook.ActivityWorkerProxy;org.appcelerator.kroll.KrollProxy;[luminancesource];[];[])
ExtractSuperClass(com.amossys.hooker.reporting.AbstractReporter;Class_37;[OUTPUT_PATH];[setIdXp];[])
ExtractSubClass(facebook.LoginButtonView;Class_38;[callbackManager|loginButton];[processProperties];[])
DecreaseFieldSecurity(java.io.InputStream;;[total];[];[])
DecreaseFieldSecurity(determinant_calculator_service.MatrixReaderThread;;[reqId];[];[])
ExtractSuperClass(Class_12;Class_39;[];[];[])
MoveMethod(com.livrexpress.barcode.qrcode.detector.AlignmentPattern;org.appcelerator.titanium.proxy.TiViewProxy;[];[aboutEquals];[])
IncreaseFieldSecurity(org.json.JSONArray;;[interceptevent];[];[])
ExtractSuperClass(com.amossys.hooker.common.InterceptEvent;Class_40;[IDXP];[buildRandomUUID|getTimestamp|newArray|readParametersList|writeParametersList];[])
IncreaseMethodSecurity(android.view.View;;[];[drawResultBitmap];[])
MoveMethod(java.lang.Thread;Class_15;[];[run];[])
MoveField(java.io.InputStream;com.livrexpress.barcode.qrcode.detector.FinderPattern;[handler];[];[])
ExtractSubClass(org.apache.commons.fileupload.MultipartStream.ProgressNotifier.MalformedStreamException.IllegalBoundaryException.ItemInputStream;Class_41;[];[close];[])
IncreaseFieldSecurity(java.lang.Thread;;[order];[];[])
MoveMethod(com.livrexpress.barcode.qrcode.detector.AlignmentPattern;android.app.Activity;[];[aboutEquals];[])
ExtractSubClass(Class_21;Class_42;[];[];[])
PullUpField(com.amossys.hooker.reporting.NetworkEventSender;com.amossys.hooker.reporting.AbstractReporter;[class_9];[];[])
DecreaseFieldSecurity(java.lang.Thread;;[order];[];[])
ExtractSubClass(Class_3;Class_43;[];[];[])
ExtractSuperClass(Class_15;Class_44;[];[];[])
ExtractClass(org.apache.commons.fileupload.MultipartStream.ProgressNotifier.MalformedStreamException.IllegalBoundaryException.ItemInputStream;Class_45;[];[skip];[])
ExtractSubClass(Class_1;Class_46;[];[];[])
ExtractSubClass(Class_9;Class_47;[];[];[])
ExtractSuperClass(org.appcelerator.titanium.proxy.TiViewProxy;Class_48;[tiuiview];[aboutEquals];[])
MoveField(com.livrexpress.barcode.qrcode.detector.AlignmentPattern;Class_36;[tiviewproxy];[];[])
IncreaseFieldSecurity(org.appcelerator.kroll.KrollProxy;;[luminancesource];[];[])
ExtractSubClass(android.app.Activity;Class_49;[];[getTAG];[])
ExtractClass(com.livrexpress.barcode.PlanarYUVLuminanceSource;Class_50;[dataWidth|left];[available|isCropSupported|reverseHorizontal];[])
PullUpField(com.livrexpress.barcode.ViewfinderView;android.view.View;[lastPossibleResultPoints];[];[])
ExtractSubClass(Class_18;Class_51;[];[];[])
ExtractSubClass(com.amossys.hooker.common.InterceptEvent;Class_52;[];[addParameter|getClassName|getIntrusiveLevel|getPackageName|setRelativeTimestamp];[])
ExtractSubClass(Class_4;Class_53;[];[];[])
ExtractSubClass(org.json.JSONArray;Class_54;[incominghandler];[put0|put1|put2|put3|put5|put7|put9|write];[])
ExtractSubClass(facebook.ActivityWorkerProxy;Class_56;[TAG];[onActivityResult|onDestroy|onRestoreInstanceState];[])
ExtractSuperClass(Class_26;Class_57;[];[onDraw];[])
DecreaseFieldSecurity(Class_18;;[camera];[];[])
MoveField(com.livrexpress.barcode.qrcode.detector.FinderPattern;java.lang.RuntimeException;[handler];[];[])
IncreaseMethodSecurity(org.appcelerator.titanium.proxy.TiViewProxy;;[];[createView];[])
ExtractClass(Class_54;Class_58;[];[put5];[])
ExtractClass(org.json.XMLTokener;Class_59;[];[setEntity];[])
PushDownMethod(org.appcelerator.titanium.view.TiUIView;facebook.LoginButtonView;[];[createView];[])
DecreaseFieldSecurity(Class_12;;[context];[];[])
IncreaseMethodSecurity(Class_57;;[];[onDraw];[])
DecreaseFieldSecurity(com.amossys.hooker.common.INIParser;;[mSections];[];[])
MoveField(Class_21;org.apache.commons.fileupload.MultipartStream.ProgressNotifier.MalformedStreamException.IllegalBoundaryException.ItemInputStream;[matrixLength];[];[])
PullUpMethod(Class_14;determinant_calculator_service.RequestManager;[];[updateCurrentMatrix];[])
ExtractClass(com.livrexpress.barcode.PlanarYUVLuminanceSource;Class_60;[dataHeight|top];[available|getRow];[])
MoveMethod(Class_56;Class_10;[];[onRestoreInstanceState];[])
ExtractClass(com.google.zxing.ResultPoint;Class_61;[];[skip];[])
ExtractSuperClass(org.json.JSONTokener;Class_62;[character|index];[more|nextClean|nextContent|nextEntity|nextString|nextTo];[])
ExtractSubClass(Class_14;Class_64;[];[updateRowsDone];[])
PushDownField(Class_18;Class_51;[camera];[];[])
ExtractSubClass(Class_36;Class_65;[resultColor];[getTiviewproxy];[])
ExtractClass(android.view.View;Class_66;[lastPossibleResultPoints];[addPossibleResultPoint];[])
DecreaseFieldSecurity(Class_66;;[lastPossibleResultPoints];[];[])
PushDownField(org.json.XMLTokener;Class_24;[class_59];[];[])
PushDownField(java.lang.Thread;determinant_calculator_service.MatrixReaderThread;[order];[];[])
IncreaseMethodSecurity(Class_41;;[];[close];[])
PullUpMethod(Class_49;android.app.Activity;[];[getTAG];[])
MoveField(Class_35;java.lang.RuntimeException;[TAG];[];[])
ExtractClass(facebook.TiFacebookModule;Class_68;[PROPERTY_RESULT|SHARE_DIALOG_MODE_WEB|accessTokenRefreshCalled|permissionCallback];[getFILTER_APP_USERS|getFILTER_NONE|logout|requestWithGraphPath|setEVENT_NAME_VIEWED_CONTENT|setEVENT_TOKEN_UPDATED|setPermissions];[])
MoveField(Class_50;java.io.InputStream;[dataWidth];[];[])
IncreaseMethodSecurity(Class_40;;[];[newArray];[])
IncreaseFieldSecurity(Class_48;;[tiuiview];[];[])
DecreaseFieldSecurity(java.lang.Thread;;[class_15];[];[])
PushDownMethod(com.livrexpress.barcode.qrcode.detector.FinderPattern;Class_2;[];[setHandler];[])
MoveMethod(android.view.View;Class_53;[];[addPossibleResultPoint];[])
MoveField(org.json.JSONArray;Class_12;[interceptevent];[];[])
MoveMethod(Class_16;Class_45;[];[getPad];[])
ExtractSuperClass(Class_45;Class_69;[];[getPad];[])
PushDownMethod(facebook.TiFacebookModule;Class_22;[];[getSHARE_DIALOG_MODE_WEB];[])
PushDownMethod(Class_48;org.appcelerator.titanium.proxy.TiViewProxy;[];[aboutEquals];[])
DecreaseFieldSecurity(org.appcelerator.kroll.KrollProxy;;[luminancesource];[];[])
PullUpMethod(android.view.View;Class_17;[];[addPossibleResultPoint];[])
