ExtractSubClass(uk.codingbadgers.SurvivalPlus.message.ClickEvent;Class_1;[value];[hashCode|toString];[])
ExtractSubClass(org.dawnsci.commandserver.mx.beans.SweepBean;Class_8;[sessionId];[getDataCollectionId|getFirstImageName|getName|getStart|getWavelength|getyBeam|setEnd|setFirstImageName|setName];[])
PullUpField(com.mcdr.corruption.util.CorLogger.LogLevel;java.util.logging.Level;[DEBUG];[];[])
DecreaseMethodSecurity(org.eclipse.californium.proxy2.MappingProperties;;[];[getHttpMethod];[])
IncreaseMethodSecurity(uk.codingbadgers.SurvivalPlus.SurvivalPlus;;[];[timeToTicks];[])
MoveMethod(uk.codingbadgers.SurvivalPlus.update.UpdateLogger;java.lang.Character;[];[log];[])
MoveField(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;uk.codingbadgers.SurvivalPlus.module.loader.LoadableDescriptionFile;[denyPermission];[];[])
ExtractSuperClass(org.dawnsci.commandserver.mx.beans.SweepBean;Class_9;[firstImageName|wavelength|xBeam|yBeam];[equals|getImageDirectory|setResolution|setWavelength];[])
IncreaseMethodSecurity(zystudio.cases.multithread.CaseMutliThreadWriteFile.ThreadA;;[];[run];[])
MoveMethod(com.mcdr.corruption.util.CorConfigUpdater;com.micromux.cassandra.jdbc.CassandraResultSet.CResultSetMetaData;[];[getFile];[])
DecreaseMethodSecurity(com.mcdr.corruption.Corruption;;[];[updateConfigs];[])
ExtractSubClass(net.egork.chelper.util.InputReader;Class_10;[buf];[readToken];[])
DecreaseMethodSecurity(org.yaml.snakeyaml.resolver.Resolver;;[];[addImplicitResolvers];[])
IncreaseMethodSecurity(zystudio.cases.multithread.CaseReentrantLock.Service.Thread1;;[];[run];[])
DecreaseFieldSecurity(com.micromux.cassandra.jdbc.CassandraResultSet.CResultSetMetaData;;[columnDefinitions];[];[])
MoveMethod(uk.codingbadgers.SurvivalPlus.message.Message;org.yaml.snakeyaml.representer.BaseRepresenter;[];[addClickEvent];[])
DecreaseFieldSecurity(net.egork.chelper.tester.StringInputStream;;[s];[];[])
ExtractSubClass(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;Class_11;[];[getLocalName|getType|getValue|put];[])
ExtractClass(zystudio.cases.multithread.CaseThreadPriority.CountTask.MyThread;Class_12;[mLoopCount];[setOSPriority];[])
IncreaseMethodSecurity(uk.codingbadgers.SurvivalPlus.commands.ModuleChildCommand;;[];[getModule];[])
PullUpMethod(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;java.io.File;[];[getUsableSpace];[])
PullUpMethod(myctapp.Distribution;java.util.Random;[];[main];[])
PullUpField(com.micromux.cassandra.jdbc.CassandraConnection;java.io.AbstractConnection;[logEnable];[];[])
ExtractClass(uk.codingbadgers.skillz.commands.SkillCommand;Class_13;[m_skillz];[handleCommandHelp|handleCommandLevels|run];[])
MoveMethod(com.mcdr.corruption.util.PermissionsManager;com.betfair.tornjak.monitor.Status;[];[isEnabled];[])
MoveField(uk.codingbadgers.SurvivalPlus.commands.ModuleChildCommand;org.yaml.snakeyaml.nodes.ScalarNode;[m_parent];[];[])
MoveField(com.mcdr.corruption.util.CorLogger.LogLevel;org.eclipse.scanning.api.event.status.StatusBean;[known];[];[])
PullUpField(com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest;java.lang.Throwable;[mFinalStatus];[];[])
IncreaseMethodSecurity(uk.codingbadgers.SurvivalPlus.update.BadgerUpdater;;[];[applyUpdate];[])
ExtractSuperClass(uk.codingbadgers.SurvivalPlus.backup.PlayerBackup;Class_14;[armourContents|backup];[getPlayerArmour];[])
MoveField(net.egork.chelper.tester.PipedInputStream;com.android.volley.toolbox.ByteArrayPool;[out];[];[])
IncreaseMethodSecurity(org.yaml.snakeyaml.resolver.Resolver;;[];[resolve];[])
PushDownMethod(uk.codingbadgers.SurvivalPlus.SurvivalPlus;uk.thecodingbadgers.SurvivalPlus.support.TestPlugin;[];[formatTime];[])
ExtractClass(com.devexperts.aprof.util.Log.LogPrintWriter;Class_15;[];[println];[])
MoveField(org.yaml.snakeyaml.serializer.Serializer;org.yaml.snakeyaml.SilentEmitter;[explicitStart];[];[])
ExtractSubClass(org.yaml.snakeyaml.events.Event.ID;Class_16;[endMark];[getEndMark];[])
PullUpField(uk.codingbadgers.SurvivalPlus.module.ModuleLogger;java.util.logging.Logger;[m_prefix];[];[])
MoveMethod(com.micromux.cassandra.jdbc.meta.CassandraResultSetMetaData;com.datastax.driver.core.AbstractResultSet;[];[getSchemaName];[])
PushDownMethod(uk.codingbadgers.skillz.skill.SkillBlockBase;uk.codingbadgers.skill.SkillMining;[];[RegisterTool];[])
IncreaseMethodSecurity(org.yaml.snakeyaml.serializer.Serializer;;[];[close];[])
ExtractSubClass(uk.codingbadgers.skill.commands.FishingCommand;Class_17;[];[];[])
IncreaseMethodSecurity(io.ReadFile;;[];[eof];[])
DecreaseFieldSecurity(uk.codingbadgers.SurvivalPlus.message.ClickEvent;;[action];[];[])
IncreaseMethodSecurity(org.yaml.snakeyaml.nodes.Node;;[];[setTag];[])
MoveMethod(uk.codingbadgers.SurvivalPlus.message.HoverEvent;com.mozillaonline.providers.downloads.InnerState;[];[clone];[])
MoveMethod(com.mcdr.corruption.Corruption;org.yaml.snakeyaml.error.Mark;[];[setupMetrics];[])
ExtractSuperClass(com.micromux.cassandra.ConnectionDetails;Class_18;[INSTANCE];[getPort];[])
IncreaseMethodSecurity(com.mcdr.corruption.Corruption;;[];[getPermissionsManager];[])
ExtractClass(uk.codingbadgers.skillz.Skillz;Class_19;[];[];[])
ExtractSuperClass(com.android.volley.Cache.Entry;Class_20;[data|etag|lastModified|responseHeaders|softTtl|ttl|ttl];[];[])
PullUpMethod(org.dawnsci.commandserver.mx.beans.ProjectBean;org.eclipse.scanning.api.event.status.StatusBean;[];[createName];[])
ExtractSubClass(net.egork.chelper.tester.PipedOutputStream;Class_21;[];[flush];[])
ExtractSuperClass(com.micromux.cassandra.jdbc.CassandraDriver.Version;Class_22;[DVR_NAME|logger];[acceptsURL];[])
ExtractSubClass(org.yaml.snakeyaml.constructor.BaseConstructor;Class_23;[composer|maps2fill|recursiveObjects|rootTag|sets2fill|yamlMultiConstructors];[constructScalar|createArray|createDefaultSet|getConstructor|getPropertyUtils];[])
IncreaseMethodSecurity(uk.codingbadgers.skill.SkillAttack;;[];[getPlayerDataClass];[])
ExtractSubClass(com.micromux.cassandra.jdbc.MetadataResultSetsTest;Class_24;[];[];[])
IncreaseMethodSecurity(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;;[];[getValue];[])
PullUpMethod(uk.codingbadgers.SurvivalPlus.update.UpdateThread;java.lang.Thread;[];[getUpdater];[])
ExtractSuperClass(com.micromux.cassandra.jdbc.CassandraResultSet.CResultSetMetaData;Class_25;[];[getColumnDisplaySize|getPrecision|unwrap];[])
MoveMethod(org.yaml.snakeyaml.nodes.ScalarNode;org.yaml.snakeyaml.representer.Representer;[];[toString];[])
ExtractSubClass(com.micromux.cassandra.jdbc.CassandraDataSource;Class_26;[];[];[])
ExtractSubClass(org.openhab.habdroid.util.MjpegInputStream;Class_27;[CONTENT_LENGTH|HEADER_MAX_LENGTH];[readMjpegFrame];[])
PullUpMethod(uk.codingbadgers.skillz.commands.SkillCommand;uk.codingbadgers.SurvivalPlus.commands.ModuleCommand;[];[handleCommandHelp];[])
ExtractSuperClass(com.mcdr.corruption.CorMetrics.Graph;Class_1;[name];[equals|getName|onOptOut];[])
ExtractClass(uk.codingbadgers.skillz.events.PlayerXPIncrease;Class_2;[handlers];[getPlayer];[])
DecreaseFieldSecurity(uk.codingbadgers.SurvivalPlus.backup.PlayerBackup;;[invContents];[];[])
ExtractSuperClass(com.android.volley.toolbox.ByteArrayPool;Class_3;[mCurrentSize|mSizeLimit];[compare];[])
PullUpField(org.eclipse.californium.proxy2.MappingProperties;java.util.Properties;[coapCodes];[];[])
MoveMethod(net.egork.chelper.util.InputReader;myctapp.Distribution;[];[peek];[])
ExtractSuperClass(org.yaml.snakeyaml.constructor.BaseConstructor;Class_4;[];[checkData];[])
MoveField(com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest.RetryDownload;org.yaml.snakeyaml.DumperOptions.ScalarStyle;[serialVersionUID];[];[])
PushDownMethod(org.eclipse.scanning.api.event.status.StatusBean;org.dawnsci.commandserver.mx.beans.ProjectBean;[];[createName];[])
DecreaseMethodSecurity(org.eclipse.californium.proxy2.MappingProperties;;[];[init];[])
ExtractSubClass(org.yaml.snakeyaml.serializer.Serializer;Class_5;[];[];[])
IncreaseMethodSecurity(com.devexperts.aprof.util.Log.LogPrintWriter;;[];[println];[])
ExtractSubClass(com.mcdr.corruption.Corruption;Class_6;[];[];[])
ExtractClass(com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;Class_7;[];[testGetName|testGetStatusFAIL|testGetStatusWARN];[])
IncreaseMethodSecurity(org.yaml.snakeyaml.resolver.Resolver;;[];[resolve];[])
ExtractClass(com.android.volley.toolbox.ByteArrayPool;Class_8;[BUF_COMPARATOR];[returnBuf];[])
ExtractSuperClass(uk.codingbadgers.SurvivalPlus.backup.PlayerBackup;Class_9;[];[JSONArrayToItemStackArray|deleteFile|getName];[])
MoveMethod(net.egork.chelper.tester.PipedOutputStream;net.egork.chelper.util.InputReader;[];[close];[])
ExtractSuperClass(uk.codingbadgers.SurvivalPlus.message.HoverEvent;Class_10;[innerstate];[getAction|getValue|toString];[])
IncreaseMethodSecurity(uk.codingbadgers.skillz.events.PlayerSkillLevelIncrease;;[];[getPlayer];[])
ExtractClass(org.openhab.habdroid.util.MjpegInputStream;Class_11;[SOI_MARKER];[];[])
EncapsulateField(uk.codingbadgers.SurvivalPlus.SurvivalPlus;;[Players];[];[])
PullUpField(uk.codingbadgers.SurvivalPlus.update.UpdateLogger;java.util.logging.Logger;[moduleName];[];[])
IncreaseFieldSecurity(org.dawnsci.commandserver.mx.process.Xia2Writer;;[DEFAULT_FILENAME];[];[])
PushDownMethod(java.lang.Thread;zystudio.cases.multithread.CaseThreadJoin.ParentThread;[];[getUpdater];[])
IncreaseMethodSecurity(com.micromux.cassandra.jdbc.CassandraResultSet.CResultSetMetaData;;[];[getSchemaName];[])
PushDownMethod(org.yaml.snakeyaml.nodes.CollectionNode;org.yaml.snakeyaml.nodes.SequenceNode;[];[setEndMark];[])
PullUpField(net.egork.chelper.tester.PipedInputStream;java.io.InputStream;[buffer];[];[])
PullUpField(org.eclipse.californium.proxy2.MappingProperties;java.util.Properties;[LOG];[];[])
ExtractSubClass(org.yaml.snakeyaml.LoaderOptions;Class_12;[];[setRootTypeDescription];[])
DecreaseFieldSecurity(org.json.me.StringWriter;;[buf];[];[])
PullUpMethod(com.mcdr.corruption.Corruption;org.bukkit.plugin.java.JavaPlugin;[];[getValue];[])
PullUpField(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;java.lang.Object;[loglevel];[];[])
PullUpMethod(com.devexperts.aprof.util.Log.LogPrintWriter;java.io.PrintWriter;[];[println];[])
PushDownField(java.util.logging.Logger;uk.codingbadgers.SurvivalPlus.update.UpdateLogger;[moduleName];[];[])
DecreaseFieldSecurity(com.micromux.cassandra.jdbc.meta.CassandraResultSetMetaData;;[metaResults];[];[])
ExtractSubClass(com.mcdr.corruption.util.PermissionsManager;Class_13;[defaultPerms];[isEnabled];[])
MoveField(java.lang.Object;Class_12;[loglevel];[];[])
DecreaseFieldSecurity(uk.codingbadgers.skillz.events.PlayerSkillLevelIncrease;;[m_player];[];[])
ExtractSubClass(org.yaml.snakeyaml.composer.Composer;Class_14;[];[];[])
DecreaseFieldSecurity(org.yaml.snakeyaml.serializer.Serializer;;[explicitRoot];[];[])
MoveMethod(com.mcdr.corruption.util.CorLogger.LogLevel;zystudio.cases.multithread.CaseMutliThreadWriteFile.ThreadA.ThreadB;[];[parse];[])
PullUpField(zystudio.cases.multithread.CaseThreadPriority.CountTask.MyThread;java.lang.Thread;[mOSPriority];[];[])
ExtractSubClass(org.yaml.snakeyaml.composer.Composer;Class_15;[anchors];[];[])
PullUpMethod(uk.codingbadgers.skillz.Skillz;uk.codingbadgers.SurvivalPlus.module.Module;[];[getPlayerLevel];[])
ExtractSuperClass(uk.codingbadgers.SurvivalPlus.SurvivalPlus;Class_16;[m_permissions];[getGsonInstance|onEnable];[])
IncreaseMethodSecurity(com.mcdr.corruption.util.CorLogger.LogLevel;;[];[parse];[])
ExtractSubClass(uk.codingbadgers.SurvivalPlus.backup.PlayerBackup;Class_17;[name];[setPlayerArmour|writeToFile];[])
ExtractClass(org.openhab.habdroid.util.MjpegInputStream;Class_18;[TAG];[];[])
ExtractSubClass(org.dawnsci.commandserver.mx.beans.ProjectBean;Class_19;[];[];[])
PullUpField(org.yaml.snakeyaml.representer.SafeRepresenter;org.yaml.snakeyaml.representer.BaseRepresenter;[classTags];[];[])
PullUpField(uk.codingbadgers.SurvivalPlus.player.FundamentalPlayerArray;uk.codingbadgers.SurvivalPlus.player.ArrayList;[serialVersionUID];[];[])
ExtractClass(com.philemonworks.selfdiagnose.test.xtra.MockAttributes;Class_20;[];[getIndex|getLength|getQName];[])
PushDownMethod(uk.codingbadgers.SurvivalPlus.module.Module;uk.codingbadgers.skillz.Skillz;[];[log];[])
DecreaseMethodSecurity(uk.codingbadgers.skillz.commands.SkillCommand;;[];[handleCommandLevels];[])
PushDownField(com.micromux.cassandra.jdbc.MetadataResultSetsTest;Class_24;[KEYSPACE2];[];[])
ExtractSubClass(com.micromux.cassandra.jdbc.CassandraResultSet;Class_21;[];[];[])
IncreaseMethodSecurity(java.util.logging.Logger;;[];[log];[])
DecreaseFieldSecurity(com.micromux.cassandra.jdbc.CassandraDataSource;;[trustStore];[];[])
MoveMethod(Class_16;uk.codingbadgers.skill.FishingConfig.FishType;[];[getGsonInstance];[])
ExtractClass(org.yaml.snakeyaml.nodes.MappingNode;Class_22;[merged];[isMerged];[])
ExtractSubClass(com.mcdr.corruption.util.CorLogger.LogLevel;Class_23;[];[];[])
PushDownField(com.android.volley.VolleyError;com.android.volley.ServerError;[networkResponse];[];[])
PullUpMethod(zystudio.cases.multithread.CaseThreadJoin.ParentThread;java.lang.Thread;[];[getUpdater];[])
IncreaseFieldSecurity(org.yaml.snakeyaml.resolver.Resolver;;[TIMESTAMP];[];[])
DecreaseFieldSecurity(Class_18;;[TAG];[];[])
IncreaseMethodSecurity(java.util.logging.Logger;;[];[log];[])
