ExtractSubClass(eu.europeana.api2.v2.model.json.user.Search;Class_1;[dateSaved];[getId|getQuery];[])
IncreaseMethodSecurity(org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter;;[];[configure];[])
IncreaseMethodSecurity(eu.europeana.api2.web.controller.mydata.MyDataSearchController;;[];[list];[])
ExtractSuperClass(eu.europeana.api2.v2.utils.HttpCacheUtils;Class_24;[ANY|IFMATCH|IFNONEMATCH|LOG];[doesAnyETagMatch|doesAnyIfNoneMatch];[])
MoveField(Class_7;eu.europeana.api2.config.viewresolver.JspViewResolver;[details];[];[])
ExtractSuperClass(Class_16;Class_26;[];[deleteApiKey];[])
DecreaseFieldSecurity(org.dawnsci.commandserver.mx.process.Xia2Writer;;[DEFAULT_FILENAME];[];[])
IncreaseFieldSecurity(eu.europeana.api2.v2.model.xml.rss.atom.AtomLink;;[rel];[];[])
MoveMethod(eu.europeana.api2.config.OAuth2ServerConfig.ResourceServerConfiguration;eu.europeana.api2.v2.web.controller.ThumbnailController;[];[configure];[])
IncreaseFieldSecurity(com.mozillaonline.providers.downloads.DownloadThread.State.InnerState.StopRequest;;[mFinalStatus];[];[])
MoveField(eu.europeana.api2.v2.model.xml.rss.fieldtrip.FieldTripImage;org.eclipse.californium.elements.util.DatagramReader.RangeInputStream;[attribution];[];[])
PullUpField(eu.europeana.api2.v2.model.json.view.submodel.FacetRanger;eu.europeana.api2.v2.model.json.view.submodel.Facet;[fields];[];[])
ExtractClass(eu.europeana.api2.v2.utils.ControllerUtils;Class_27;[ACCEPT];[getRequestFormat];[])
PullUpField(Class_19;com.betfair.tornjak.monitor.FreeSpaceMonitorTest.FakeDirectory;[serialVersionUID];[];[])
ExtractSubClass(com.betfair.tornjak.monitor.StatusChangeEvent;Class_29;[source];[getOldStatus|getSource];[])
DecreaseFieldSecurity(eu.europeana.api2.config.SwaggerConfig;;[API_PATH];[];[])
DecreaseMethodSecurity(eu.europeana.api2.web.controller.abstracts.AbstractUserController;;[];[copyUserObjectData];[])
PullUpField(eu.europeana.api2.model.response.admin.UserResponse.User;eu.europeana.api2.model.request.admin.UserCreate;[redirect];[];[])
PullUpField(eu.europeana.api2.v2.model.json.view.RichView;eu.europeana.api2.v2.model.json.view.ApiView;[fulltextLangAware];[];[])
MoveField(eu.europeana.api2.v2.web.controller.ObjectController.RequestData;eu.europeana.api2.config.viewresolver.JspViewResolver;[wskey];[];[])
IncreaseMethodSecurity(eu.europeana.api2.web.controller.admin.ApiKeyAdminController;;[];[updateApiKey];[])
