ExtractSubClass(il.co.topq.integframework.junit.runner.ExecutionStatusCollector;Class_1;[executionTime|numberOfFailures];[testFailure|testStarted];[])
ExtractClass(java.io.PrintStream;Class_12;[];[setClass_7];[])
PushDownField(java.io.PrintStream;hy.java.io.newio.iodemo.PrintFile;[class_7];[];[])
ExtractSubClass(codebase.junit.EnhancedTestCase.RefObject;Class_13;[expectedRefCount];[assertEquals|incrementExpectedRef|performBaseNullChecks];[])
IncreaseFieldSecurity(il.co.topq.integframework.AbstractProcessExecutorSystemModule;;[ARTIFACTS_FOLDER];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.jms.JmsSystemModule;;[];[createConnection];[])
PushDownMethod(Class_4;il.co.topq.integframework.cli.terminal.SSH.InteractiveLogic;[];[getHostname];[])
PushDownMethod(java.io.PrintStream;hy.java.io.newio.iodemo.PrintFile;[];[setClass_7];[])
ExtractSubClass(il.co.topq.integframework.junit.report.ReportersManager;Class_14;[serialVersionUID];[report];[])
MoveField(il.co.topq.integframework.cli.terminal.BufferInputStream;org.openqa.selenium.By;[ioExp];[];[])
IncreaseMethodSecurity(Class_14;;[];[getSerialVersionUID];[])
ExtractSuperClass(org.openqa.selenium.By;Class_15;[];[setIoExp];[])
PullUpField(codebase.junit.EnhancedTestCase.RefObject;java.lang.Object;[baseElem];[];[])
PushDownMethod(il.co.topq.integframework.bdd.BddExecutor;Class_9;[];[setActualRefCount];[])
PullUpField(il.co.topq.integframework.webdriver.frames.FramesAjaxElementLocator;il.co.topq.integframework.webdriver.frames.org.openqa.selenium.support.pagefactory.AjaxElementLocator;[searchContext];[];[])
ExtractSuperClass(il.co.topq.integframework.reporting.Reporter.Style.Color;Class_16;[];[appendColorParagraph];[])
ExtractSubClass(il.co.topq.integframework.hdfs.HDFSSystemModule;Class_17;[];[];[])
ExtractSubClass(il.co.topq.integframework.webdriver.AbstractAjaxPageObjectImpl.WebDriverExpectedCondition;Class_18;[wait];[assertInModule];[])
IncreaseMethodSecurity(codebase.junit.EnhancedTestCase.RefObject;;[];[assertEquals];[])
MoveMethod(codebase.junit.EnhancedTestCase.RefObject;il.co.topq.integframework.webdriver.eventlistener.WebDriverReportEventHandler;[];[performIteratorEmptyChecks];[])
PullUpField(codebase.streams.DataOutputOutputStream;java.io.OutputStream;[dataOutput];[];[])
MoveField(il.co.topq.integframework.cli.terminal.Telnet;il.co.topq.integframework.reporting.Reporter.Style;[useTelnetInputStream];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.ivalidator.resultHandler.DefaultValidatorResultHandlerImpl;;[];[handle];[])
PullUpMethod(il.co.topq.integframework.junit.runner.IntegrationJUnit4ClassRunner;org.springframework.test.context.junit4.SpringJUnit4ClassRunner;[];[run];[])
MoveField(il.co.topq.integframework.reporting.Reporter.Style;il.co.topq.integframework.junit.configuration.FrameworkOptions;[useTelnetInputStream];[];[])
ExtractSuperClass(il.co.topq.integframework.reporting.Reporter.Style;Class_19;[value];[getUseTelnetInputStream];[])
ExtractClass(il.co.topq.integframework.cli.conn.CliConnectionImpl.EnumConnectionType;Class_20;[charSet|cli|cliLogFile|connectOnInit|leadingEnter|password|useTelnetInputStream|user];[getConnectRetries|getHost|navigateToPosition|reconnect|setProtocol|setVt100Filter];[])
MoveMethod(com.facebook.android.DialogError;org.springframework.test.context.junit4.SpringJUnit4ClassRunner;[];[getFailingUrl];[])
ExtractClass(il.co.topq.integframework.db.DatabaseSystemModule;Class_21;[];[initResultSetPrinters|tablePrinters];[])
DecreaseFieldSecurity(il.co.topq.integframework.cli.terminal.Terminal;;[scrollEndTimeout];[];[])
ExtractSuperClass(il.co.topq.integframework.cli.process.ProcessHandler;Class_22;[resultHandler];[];[])
IncreaseFieldSecurity(il.co.topq.integframework.utils.RandomUtils;;[ALPHABET_LETTERS_ALL];[];[])
PullUpField(il.co.topq.integframework.webdriver.windows.ByWindowTitle;org.openqa.selenium.By;[TIMEOUT_IN_MILLI];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.webdriver.WebDriverType;;[];[getBorwserType];[])
IncreaseFieldSecurity(il.co.topq.integframework.junit.runner.RunListenerManager;;[listeners];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.junit.report.StdoutReporter;;[];[testIgnored];[])
ExtractClass(codebase.junit.EnhancedTestCase.RefObject;Class_23;[];[assertEqualResults|compareRows|equals|hashCode|incrementActualRefCount|isOk|performArrayEmptyChecks|performExistsActualCheck|performIteratorEmptyChecks|safeChar];[])
MoveField(org.openqa.selenium.By;Class_18;[TIMEOUT_IN_MILLI];[];[])
ExtractSubClass(il.co.topq.integframework.cli.terminal.SSH.InteractiveLogic;Class_24;[];[getDestinationPort|getSourcePort|getUsername|replyToChallenge|setUsername];[])
ExtractSubClass(il.co.topq.integframework.support.FluentWait;Class_25;[];[toString];[])
PullUpMethod(il.co.topq.integframework.cli.terminal.BufferInputStream;il.co.topq.integframework.cli.terminal.InOutInputStream;[];[addToBuffer];[])
ExtractClass(il.co.topq.integframework.reporting.Reporter.Style.Color;Class_26;[];[];[])
ExtractClass(il.co.topq.integframework.webdriver.WebDriverSystemModule;Class_27;[CHROME_DRIVER_EXE_NAME|chromeProfile|ffBinary|ffProfile|firefoxProfile|lazyInit|webDriver];[closeBrowser|closeBrowserInstance|copyResource|getDriver|getFirefoxWebDriver|getHtmlUnitDriver|getScreenShotPath|setBrowserPath|setIgnoreCertificateErrors|setScreenShotFolderName|setScreenShotPath|setWebDriverEventListenerClasses|webDriverFactory];[])
DecreaseFieldSecurity(java.io.OutputStream;;[dataOutput];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.DatabaseSystemModuleTests;;[];[testNumberOfRows];[])
MoveField(il.co.topq.integframework.cli.conn.CliCommand;org.openqa.selenium.support.pagefactory.AjaxElementLocatorFactory;[addEnter];[];[])
PullUpField(il.co.topq.integframework.junit.runner.ExecutionStatusCollector;org.junit.runner.notification.RunListener;[numberOfIgnored];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.LogicAssertionTest;;[];[testUnSuccessfulAssertion];[])
ExtractSuperClass(il.co.topq.integframework.webdriver.eventlistener.WebDriverReportEventHandler;Class_28;[prefix];[afterChangeValueOf|afterClickOn|beforeNavigateTo|beforeScript];[])
DecreaseFieldSecurity(il.co.topq.integframework.cli.process.ProcessHandler.CollectingLogOutputStream;;[QUEUE_SIZE];[];[])
ExtractClass(il.co.topq.integframework.webdriver.eventlistener.WebDriverScreenshotEventHandler;Class_29;[];[afterNavigateForward|beforeNavigateBack|beforeNavigateTo];[])
ExtractSubClass(il.co.topq.integframework.rest.TomcatRESTApplicationContainer;Class_30;[];[getApplication];[])
PullUpField(codebase.streams.DelayedInputStream;java.io.FilterInputStream;[interval];[];[])
MoveMethod(il.co.topq.integframework.assertion.FailSafeAssertionListener;il.co.topq.integframework.webdriver.windows.ByWindowTitle;[];[assertionPassed];[])
ExtractSuperClass(Class_8;Class_31;[];[];[])
DecreaseFieldSecurity(il.co.topq.integframework.junit.configuration.Configurator;;[instance];[];[])
MoveField(il.co.topq.integframework.ivalidator.TestImageMagick;il.co.topq.integframework.AbstractModule;[imgFile2];[];[])
ExtractSuperClass(il.co.topq.integframework.cli.terminal.SSH.InteractiveLogic;Class_32;[];[getPassword];[])
ExtractSuperClass(il.co.topq.integframework.ivalidator.comparator.ImageMagick;Class_33;[COMPARE|imageMagickPath];[applyMask|compare|findImageMagickPath];[])
IncreaseMethodSecurity(il.co.topq.integframework.db.ResultSetDefaultPrinter;;[];[print];[])
ExtractSuperClass(il.co.topq.integframework.webdriver.AbstractAjaxPageObjectImpl.WebDriverExpectedCondition;Class_34;[];[apply|resetPollingMillis];[])
PullUpMethod(il.co.topq.integframework.cli.process.ProcessHandler.CollectingLogOutputStream;org.apache.commons.exec.LogOutputStream;[];[processLine];[])
IncreaseFieldSecurity(org.junit.runner.notification.RunListener;;[numberOfIgnored];[];[])
MoveMethod(il.co.topq.integframework.jms.JmsSystemModule;java.lang.Exception;[];[createConnection];[])
MoveMethod(Class_18;il.co.topq.integframework.support.FluentWait;[];[setTIMEOUT_IN_MILLI];[])
ExtractSubClass(com.facebook.android.DialogError;Class_35;[mErrorCode|mFailingUrl];[getErrorCode];[])
IncreaseMethodSecurity(il.co.topq.integframework.DatabaseSystemModuleTests;;[];[testNumberOfRows];[])
ExtractClass(il.co.topq.integframework.ivalidator.repository.FileRepositoryImpl;Class_36;[];[accept|createRepositoryFile|generateFolderPath|getFiles];[])
ExtractSuperClass(il.co.topq.integframework.ivalidator.ImageValidator;Class_37;[comparator|repository];[setEnabled|validate];[])
ExtractClass(il.co.topq.integframework.cli.terminal.BufferInputStream;Class_38;[buf|thread];[clean|getLogbuf|run|setIoExp|startThread];[])
MoveField(il.co.topq.integframework.ivalidator.TestImageMagick;il.co.topq.integframework.reporting.Reporter.Style.Color;[comparator];[];[])
ExtractSubClass(il.co.topq.integframework.assertion.CollectionAssertion.PairOfMatches;Class_39;[expected];[withActualTitled];[])
PushDownField(java.io.FilterInputStream;codebase.streams.TimeoutInputStream;[interval];[];[])
ExtractSuperClass(Class_10;Class_40;[];[];[])
ExtractClass(il.co.topq.integframework.BDDExampleTest;Class_41;[];[bddTest|when];[])
PullUpMethod(com.facebook.android.DialogError;java.lang.Throwable;[];[getFailingUrl];[])
DecreaseFieldSecurity(org.junit.runner.notification.RunListener;;[numberOfIgnored];[];[])
MoveField(il.co.topq.integframework.AbstractModule;java.lang.Thread;[actual];[];[])
ExtractClass(codebase.streams.FastBufferedInputStream;Class_42;[markpos];[read1|skip];[])
DecreaseFieldSecurity(org.openqa.selenium.By;;[class_18];[];[])
PushDownField(Class_19;il.co.topq.integframework.reporting.Reporter.Style;[value];[];[])
MoveField(il.co.topq.integframework.assertion.NumberCompareAssertion.CompareMethod;il.co.topq.integframework.webdriver.annotations.Annotations;[actualInt];[];[])
ExtractSubClass(il.co.topq.integframework.jms.JmsSystemModule;Class_43;[exception];[flushQueue|sendMessage];[])
IncreaseMethodSecurity(il.co.topq.integframework.reporting.org.testng.Reporter;;[];[getField];[])
MoveField(Class_6;il.co.topq.integframework.ivalidator.repository.FileRepositoryImpl;[comparators];[];[])
DecreaseFieldSecurity(java.lang.Exception;;[serialVersionUID];[];[])
ExtractSubClass(Class_43;Class_44;[];[createConnection];[])
MoveField(il.co.topq.integframework.junit.utils.BeanUtils;il.co.topq.integframework.hdfs.support.HdfsWait;[numberOfTests];[];[])
MoveMethod(Class_6;Class_22;[];[andKeepMatchesForFurtherAnalysis];[])
PushDownMethod(java.lang.Exception;il.co.topq.integframework.ivalidator.comparator.ImageComparatorException;[];[createConnection];[])
IncreaseFieldSecurity(il.co.topq.integframework.webdriver.frames.org.openqa.selenium.support.pagefactory.AjaxElementLocator;;[searchContext];[];[])
IncreaseMethodSecurity(Class_41;;[];[bddTest];[])
MoveField(Class_39;il.co.topq.integframework.webdriver.annotations.org.openqa.selenium.support.pagefactory.Annotations;[expected];[];[])
IncreaseMethodSecurity(il.co.topq.integframework.ivalidator.repository.FileRepositoryImpl;;[];[addFile];[])
PullUpField(il.co.topq.integframework.cli.conn.IdleMonitor;java.lang.Thread;[cli];[];[])
ExtractClass(il.co.topq.integframework.db.DatabaseSystemModule;Class_45;[resultSetPrinterList];[countRowsInTable|executeUpdateStatement|executeUpdateStatement|getResultList];[])
IncreaseMethodSecurity(il.co.topq.integframework.reporting.Reporter.Style;;[];[setUseTelnetInputStream];[])
IncreaseMethodSecurity(il.co.topq.integframework.junit.configuration.IntegrationProperites;;[];[getOptionValue];[])
DecreaseFieldSecurity(org.springframework.test.context.testng.AbstractTestNGSpringContextTests;;[ignoreBackSpace];[];[])
ExtractClass(org.openqa.selenium.support.pagefactory.AjaxElementLocatorFactory;Class_46;[];[setAddEnter];[])
PullUpMethod(il.co.topq.integframework.webdriver.frames.FramesAjaxElementLocator;il.co.topq.integframework.webdriver.frames.org.openqa.selenium.support.pagefactory.AjaxElementLocator;[];[findElements];[])
PushDownField(java.lang.Exception;il.co.topq.integframework.ivalidator.repository.FileRepositoryException;[serialVersionUID];[];[])
ExtractSuperClass(il.co.topq.integframework.ivalidator.TestImageMagick;Class_47;[color];[tearDown|testCompareSuccess|testCompareSuccessWithMask];[])
ExtractSubClass(il.co.topq.integframework.cli.process.CliCommandExecution;Class_48;[cliConnection|musts];[withTimeout];[])
IncreaseFieldSecurity(Class_28;;[prefix];[];[])
PullUpField(il.co.topq.integframework.webdriver.frames.FramesAjaxElementLocatorFactory;org.openqa.selenium.support.pagefactory.AjaxElementLocatorFactory;[timeoutexception];[];[])
IncreaseFieldSecurity(il.co.topq.integframework.cli.process.ProcessHandler.CollectingLogOutputStream;;[QUEUE_SIZE];[];[])
EncapsulateField(il.co.topq.integframework.rest.TomcatRESTApplicationContainer;;[password];[];[])
MoveMethod(il.co.topq.integframework.webdriver.windows.ByWindowIndex;Class_15;[];[findElements];[])
PullUpField(il.co.topq.integframework.reporting.Reporter;il.co.topq.integframework.reporting.org.testng.Reporter;[inToggle];[];[])
PushDownMethod(java.lang.Throwable;com.facebook.android.DialogError;[];[getFailingUrl];[])
DecreaseFieldSecurity(il.co.topq.integframework.support.FluentWait;;[lastFunctionTitle];[];[])
IncreaseMethodSecurity(Class_24;;[];[getUsername];[])
MoveField(il.co.topq.integframework.ivalidator.repository.FileRepositoryException;Class_11;[serialVersionUID];[];[])
IncreaseFieldSecurity(il.co.topq.integframework.junit.configuration.Configurator;;[instance];[];[])
