ExtractSuperClass(org.osmdroid.views.overlay.OverlayItem.HotspotPlace;Class_15;[mUid];[getPoint|getWidth|setState];[])
DecreaseFieldSecurity(Class_34;;[remainingBytes];[];[])
PullUpField(org.osmdroid.tileprovider.util.SimpleInvalidationHandler;android.os.Handler;[mView];[];[])
PullUpMethod(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner.LinearAnimationRunner.ExponentialDeceleratingAnimationRunner;org.osmdroid.views.AbstractAnimationRunner;[];[onRunAnimation];[])
MoveField(org.osmdroid.tileprovider.tilesource.bing.imagerymetadata.ImageryMetaDataResource;org.osmdroid.contributor.util.RecordedGeoPoint;[IMAGE_URL_SUBDOMAINS];[];[])
MoveField(net.wigle.wigleandroid.ZoomButtonsController;org.sample.DecoderBenchmark.ThreadState;[zoomintilelooper];[];[])
PullUpMethod(org.osmdroid.util.GEMFFile.GEMFRange.GEMFInputStream;java.io.InputStream;[];[markSupported];[])
ExtractSuperClass(org.osmdroid.SensorEventListenerProxy;Class_51;[mListener];[onAccuracyChanged|stopListening];[])
MoveField(fixio.fixprotocol.session.FixSession.Builder;org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner.LinearAnimationRunner.ExponentialDeceleratingAnimationRunner;[defaultApplVerID];[];[])
ExtractSuperClass(org.metalev.multitouch.controller.MultiTouchController.PointInfo;Class_53;[action|angleIsCalculated|diameterSqIsCalculated|eventTime|mybroadcastreceiver|numPoints|pointerIds];[getMultiTouchDiameterSq|getPointerIds|getYs|isMultiTouch|julery_isqrt|set];[])
PushDownMethod(fixio.examples.quickfix.QuickFixStreamingApp;Class_40;[];[onCreate];[])
MoveField(Class_53;org.osmdroid.LocationListenerProxy;[diameterSqIsCalculated];[];[])
PullUpMethod(org.osmdroid.events.ZoomEvent;Class_47;[];[getZoomLevel];[])
ExtractSuperClass(fixio.examples.common.QuoteGeneratorTask;Class_56;[data];[run];[])
DecreaseFieldSecurity(fixio.netty.pipeline.server.ServerSessionHandlerTest;;[mLatNorthE6];[];[])
MoveField(fixio.examples.priceserver.PriceServer;fixio.fixprotocol.session.SessionId;[generatorTask];[];[])
ExtractSubClass(org.osmdroid.util.GEMFFile.GEMFRange.GEMFInputStream;Class_58;[class_34];[available|getRemainingBytes|read];[])
MoveMethod(Class_20;android.os.Handler;[];[connect];[])
PullUpMethod(Class_17;org.osmdroid.tileprovider.tilesource.bing.BingMapTileSource;[];[retrieveBingKey];[])
PushDownField(fixio.examples.common.AbstractQuoteStreamingWorker;fixio.examples.priceserver.PriceStreamingApp.StreamingWorker;[BUFFER_LENGTH];[];[])
PushDownField(org.osmdroid.util.GeoPoint;org.osmdroid.contributor.util.RecordedGeoPoint;[mAltitude];[];[])
ExtractSubClass(fixio.netty.pipeline.server.ServerSessionHandler;Class_61;[LOGGER];[];[])
MoveMethod(org.osmdroid.events.ZoomEvent;org.metalev.multitouch.controller.MultiTouchController.PointInfo;[];[getSource];[])
ExtractClass(fixio.examples.quickfix.QuickFixStreamingApp;Class_63;[QUOTE_MSG_TYPE];[createQuoteMessage|toApp];[])
IncreaseMethodSecurity(fixio.validator.BusinessRejectException;;[];[setSession2];[])
PushDownField(fixio.examples.priceclient.PriceClient;Class_20;[port];[];[])
MoveMethod(fixio.netty.codec.FixMessageDecoderSmokeTest;android.graphics.Canvas;[];[data];[])
ExtractSubClass(fixio.examples.priceclient.PriceReadingApp;Class_65;[];[];[])
PushDownField(fixio.examples.common.AbstractQuoteStreamingWorker;fixio.examples.priceserver.PriceStreamingApp.StreamingWorker;[quoteQueue];[];[])
PullUpMethod(org.osmdroid.tileprovider.MapTileProviderBase.ScaleTileLooper.ZoomInTileLooper.ZoomOutTileLooper;org.osmdroid.tileprovider.ScaleTileLooper;[];[handleTile];[])
MoveMethod(fixio.netty.pipeline.client.FixSessionSettingsProviderImpl.Builder;Class_63;[];[build];[])
MoveMethod(org.osmdroid.contributor.util.RecordedGeoPoint;Class_58;[];[getIMAGE_URL_SUBDOMAINS];[])
MoveField(fixio.netty.pipeline.client.FixSessionSettingsProviderImpl.Builder;Class_53;[class_63];[];[])
MoveMethod(fixio.netty.pipeline.client.FixSessionSettingsProviderImpl.Builder;Class_56;[];[build];[])
ExtractSuperClass(Class_63;Class_68;[];[build|setQUOTE_MSG_TYPE];[])
DecreaseFieldSecurity(net.wigle.wigleandroid.ZoomButtonsController;;[ZOOM_CLASS];[];[])
ExtractSuperClass(org.osmdroid.tileprovider.tilesource.bing.imagerymetadata.ImageryMetaDataResource;Class_69;[IMAGE_HEIGHT|m_imageWidth|m_zoomMin];[getInstanceFromJSON];[])
ExtractSuperClass(java.lang.Exception;Class_71;[source];[setSource];[])
ExtractSuperClass(fixio.handlers.CompositeFixApplicationAdapterTest;Class_72;[adapter|messageHandler2];[testBeforeSendMessage];[])
IncreaseMethodSecurity(fixio.netty.codec.FixMessageDecoderSmokeTest;;[];[data];[])
ExtractSubClass(fixio.FixConversationIT.ServerLogicHandler.ClientApp;Class_73;[];[];[])
PushDownField(Class_51;org.osmdroid.SensorEventListenerProxy;[mListener];[];[])
ExtractClass(fixio.examples.priceserver.PriceStreamingApp;Class_74;[LOGGER];[];[])
MoveField(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner.LinearAnimationRunner.ExponentialDeceleratingAnimationRunner.CosinusalBasedAnimationRunner;java.lang.Exception;[builder];[];[])
ExtractClass(fixio.netty.pipeline.InMemorySessionRepositoryTest;Class_75;[header|senderSubID|targetSubID];[setUp];[])
DecreaseFieldSecurity(org.osmdroid.LocationListenerProxy;;[mListener];[];[])
PullUpMethod(org.osmdroid.tileprovider.tilesource.bing.imagerymetadata.ImageryMetaDataResource;Class_69;[];[getSubDomain];[])
ExtractSuperClass(org.osmdroid.views.MapView.Projection;Class_77;[mIntrinsicScreenRectProjection];[fromPixelsToProjected|getBoundingBox|toMapPixelsTranslated|toPixels];[])
PullUpField(org.osmdroid.views.MapView.Projection.MapViewGestureDetectorListener.MapViewDoubleClickListener.MapViewZoomListener.LayoutParams;org.osmdroid.views.ViewGroup.LayoutParams;[CENTER_LEFT];[];[])
PullUpField(org.osmdroid.views.overlay.compass.CompassOverlay;org.osmdroid.views.overlay.SafeDrawOverlay;[mPaint];[];[])
MoveField(Class_45;fixio.examples.priceserver.PriceServer;[onTouch];[];[])
PullUpField(org.osmdroid.contributor.util.RecordedGeoPoint;org.osmdroid.util.GeoPoint;[IMAGE_URL_SUBDOMAINS];[];[])
MoveField(Class_69;org.osmdroid.tileprovider.MapTileProviderBase.ScaleTileLooper;[IMAGE_HEIGHT];[];[])
IncreaseMethodSecurity(org.osmdroid.tileprovider.modules.MapTileFileStorageProviderBase;;[];[detach];[])
MoveMethod(java.io.InputStream;org.osmdroid.tileprovider.MapTileProviderBase.ScaleTileLooper;[];[markSupported];[])
DecreaseFieldSecurity(org.osmdroid.contributor.util.RecordedGeoPoint;;[mAltitude];[];[])
MoveMethod(org.osmdroid.tileprovider.util.SimpleInvalidationHandler;fixio.handlers.MessageToMessageDecoder;[];[run];[])
PullUpField(org.osmdroid.tileprovider.tilesource.bing.imagerymetadata.ImageryMetaDataResource;Class_69;[IMAGE_WIDTH];[];[])
ExtractClass(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner.LinearAnimationRunner.ExponentialDeceleratingAnimationRunner;Class_78;[];[setDefaultApplVerID];[])
MoveMethod(fixio.netty.AttributeMock;org.osmdroid.views.ViewGroup.LayoutParams;[];[compareAndSet];[])
PullUpMethod(Class_65;fixio.examples.priceclient.PriceReadingApp;[];[onQuote];[])
ExtractClass(org.osmdroid.tileprovider.MapTileProviderBase.ScaleTileLooper.ZoomInTileLooper;Class_79;[];[getSerialVersionUID];[])
PullUpField(Class_20;fixio.examples.priceclient.PriceClient;[port];[];[])
ExtractClass(Class_15;Class_80;[];[getPoint];[])
MoveField(org.osmdroid.tileprovider.MapTileProviderBase.ScaleTileLooper.ZoomInTileLooper.ZoomOutTileLooper;fixio.examples.quickfix.QuickFixStreamingApp.StreamingWorker;[MAX_ZOOM_OUT_DIFF];[];[])
IncreaseMethodSecurity(org.osmdroid.views.safecanvas.SafePaint;;[];[setPathEffect];[])
ExtractSubClass(org.osmdroid.tileprovider.MapTileProviderBase.ScaleTileLooper.ZoomInTileLooper;Class_81;[];[authenticate];[])
MoveField(org.osmdroid.views.ViewGroup.LayoutParams;fixio.netty.pipeline.InMemorySessionRepositoryTest;[CENTER_LEFT];[];[])
ExtractSuperClass(fixio.fixprotocol.fields.CharFieldTest;Class_82;[tag];[setUp];[])
MoveField(org.osmdroid.util.TileLooper;fixio.examples.quickfix.QuickFixStreamingApp.StreamingWorker;[mUpperLeft];[];[])
ExtractSuperClass(org.osmdroid.views.ViewGroup.LayoutParams;Class_83;[];[setCENTER_LEFT];[])
PullUpMethod(org.osmdroid.views.MapView.Projection;Class_77;[];[getCenterMapTileCoords];[])
IncreaseMethodSecurity(fixio.netty.pipeline.client.PropertyFixSessionSettingsProviderImpl;;[];[getProperties];[])
IncreaseMethodSecurity(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner;;[];[isDone];[])
DecreaseFieldSecurity(fixio.fixprotocol.session.FixSession.Builder;;[defaultApplExtID];[];[])
IncreaseMethodSecurity(org.osmdroid.contributor.util.RecordedGeoPoint;;[];[getLatitudeAsDouble];[])
ExtractSuperClass(Class_77;Class_84;[];[getCenterMapTileCoords|getZoomLevel|toMapPixels];[])
PullUpMethod(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner.LinearAnimationRunner.ExponentialDeceleratingAnimationRunner;org.osmdroid.views.AbstractAnimationRunner;[];[setDefaultApplVerID];[])
PullUpField(fixio.validator.BusinessRejectException;java.lang.Exception;[businessRejectReason];[];[])
MoveField(Class_34;fixio.examples.quickfix.QuickFixStreamingApp.StreamingWorker;[remainingBytes];[];[])
PullUpField(fixio.examples.quickfix.QuickFixStreamingApp.StreamingWorker;fixio.examples.common.AbstractQuoteStreamingWorker;[remainingBytes];[];[])
ExtractClass(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner;Class_85;[mPanTotalLatitudeE6|mPanTotalLongitudeE6|mTargetLongitudeE6];[isDone];[])
PullUpField(Class_65;fixio.examples.priceclient.PriceReadingApp;[quoteRequestId];[];[])
PushDownField(org.osmdroid.views.ViewGroup.LayoutParams;org.osmdroid.views.MapView.Projection.MapViewGestureDetectorListener.MapViewDoubleClickListener.MapViewZoomListener.LayoutParams;[inmemorysessionrepositorytest];[];[])
IncreaseMethodSecurity(Class_15;;[];[setState];[])
MoveField(org.osmdroid.tileprovider.util.SimpleInvalidationHandler;org.osmdroid.util.NetworkLocationIgnorer;[messagetomessagedecoder];[];[])
IncreaseFieldSecurity(org.osmdroid.tileprovider.tilesource.bing.BingMapTileSource;;[IMAGERYSET_AERIAL];[];[])
MoveMethod(org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner;org.osmdroid.views.MapController.AnimationType.AbstractAnimationRunner.LinearAnimationRunner.ExponentialDeceleratingAnimationRunner.CosinusalBasedAnimationRunner;[];[isDone];[])
PullUpField(org.osmdroid.util.GeoPoint;Class_38;[serialVersionUID];[];[])
ExtractSuperClass(org.sample.DecoderBenchmark.ThreadState;Class_86;[decoder];[setZoomintilelooper];[])
ExtractSuperClass(Class_34;Class_87;[];[getRemainingBytes];[])
DecreaseMethodSecurity(Class_61;;[];[initSession];[])
ExtractSuperClass(Class_68;Class_88;[];[setQUOTE_MSG_TYPE];[])
ExtractSubClass(fixio.examples.quickfix.QuickFixServer;Class_89;[generatorTask|quoteQueue];[];[])
ExtractSuperClass(fixio.fixprotocol.FieldListBuilderHelper;Class_90;[];[add|add2];[])
PullUpMethod(fixio.validator.BusinessRejectException;java.lang.Exception;[];[getText];[])
MoveMethod(Class_78;fixio.fixprotocol.fields.StringField;[];[setDefaultApplVerID];[])
ExtractClass(org.osmdroid.contributor.util.RecordedGeoPoint;Class_91;[mAltitude|mTimeStamp|zoombuttonscontroller];[getTimeStamp];[])
IncreaseFieldSecurity(Class_53;;[diameterSq];[];[])
MoveMethod(org.osmdroid.views.overlay.MyLocationOverlay;Class_34;[];[onStatusChanged];[])
