ExtractClass(org.carion.s3ftp.FtpDirectory;Class_1;[_name];[renameChild|setDirectory|upload];[])
PullUpMethod(com.github.pnowy.various.patterns.behavioral.strategy.mypatter.King;java.lang.Character;[];[abort];[])
DecreaseFieldSecurity(org.carion.s3ftp.FtpDirectory.Child;;[_size];[];[])
ExtractSuperClass(org.carion.s3.http.HttpRequest;Class_21;[_log|_method|_startLine];[addParameters|getContentType|getDestination|getKeepAlive|getOverwrite|getResourceName|getStartLine|getUrl|hasBody|setInputStream];[])
ExtractSubClass(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;Class_22;[];[deserialize];[])
ExtractClass(org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;Class_23;[q];[];[])
ExtractSubClass(edu.msu.cme.rdp.readseq.SequenceParserTest;Class_24;[];[testWhitespace];[])
PullUpField(fi.helsinki.cs.okkopa.shared.Settings;java.util.Properties;[LOGGER];[];[])
IncreaseMethodSecurity(Class_2;;[];[findTopKMatch];[])
ExtractClass(Class_23;Class_25;[];[getQ];[])
PullUpMethod(com.owncloud.android.lib.common.http.TLSSocketFactory;javax.net.ssl.SSLSocketFactory;[];[createSocket];[])
PullUpMethod(org.badiff.imp.FileDiff.FileOpQueue;org.badiff.q.OpQueue;[];[deserialize];[])
ExtractSuperClass(org.carion.s3.admin.htmlPages.HtmlWriter;Class_26;[];[article_end|error|footer|p|td|toString];[])
ExtractClass(Class_16;Class_27;[];[floatValue];[])
IncreaseMethodSecurity(org.carion.s3.operations.S3Request.S3RequestMethods;;[];[getMethod];[])
ExtractClass(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;Class_28;[prev];[hasNext];[])
MoveField(edu.msu.cme.rdp.readseq.utils.kmermatch.KmerMatchCore.ResultComparator.BestMatch;com.twitter.intellij.pants.bsp.InvalidTargetException;[sab];[];[])
ExtractSuperClass(edu.msu.cme.rdp.readseq.utils.ReferenceSeqHelper.ReferenceSeqHelperHolder;Class_29;[];[getRefSeq];[])
MoveField(org.badiff.alg.InertialGraph.GraphOpQueue;com.github.kevinsawicki.http.HttpRequest.ConnectionFactory.Base64.HttpRequestException.Operation.CloseOperation.FlushOperation.RequestOutputStream;[prev];[];[])
PullUpMethod(util.BitSet2;java.util.BitSet;[];[set];[])
DecreaseFieldSecurity(util.BitSet2;;[serialVersionUID];[];[])
PushDownField(org.carion.s3.util.BaseXmlParser;org.carion.s3.operations.S3ResponseParser.ErrorHandler;[_data];[];[])
ExtractSubClass(org.carion.s3.operations.BucketGET.Handler;Class_30;[];[isTruncated];[])
ExtractClass(com.github.kevinsawicki.http.HttpRequest;Class_31;[CONTENT_TYPE_FORM|CONTENT_TYPE_MULTIPART|CRLF|HEADER_ACCEPT|HEADER_CACHE_CONTROL|HEADER_CONTENT_TYPE|HEADER_DATE|HEADER_ETAG|HEADER_LAST_MODIFIED|HEADER_PROXY_AUTHORIZATION|HEADER_SERVER|HEADER_USER_AGENT|METHOD_DELETE|METHOD_GET|METHOD_OPTIONS|METHOD_PUT];[addParamPrefix|checkServerTrusted|getTrustedFactory|verify];[])
MoveMethod(com.secondhand.model.physics.Vector2;org.jcp.xmlns.xml.ns.javaee.RemoteType;[];[dst];[])
DecreaseFieldSecurity(org.carion.s3.http.HttpServer.HttpHandler;;[_stream];[];[])
DecreaseFieldSecurity(com.twitter.intellij.pants.bsp.InvalidTargetException;;[sab];[];[])
IncreaseMethodSecurity(org.carion.s3.util.ContentLengthInputStream;;[];[read];[])
IncreaseMethodSecurity(org.carion.s3.operations.S3Request.S3RequestMethods;;[];[setQueryString];[])
MoveField(com.secondhand.model.physics.Vector2;edu.msu.cme.rdp.readseq.utils.ProteinUtils.AminoAcid.ProteinUtilsHolder.TranslateResult;[remotetype];[];[])
IncreaseMethodSecurity(edu.msu.cme.rdp.readseq.readers.core.SFFCore.CommonHeader;;[];[getMagicNumber];[])
DecreaseMethodSecurity(java.util.concurrent.locks.ReentrantLock;;[];[clear];[])
ExtractClass(org.carion.s3.operations.ServiceGET.Handler;Class_32;[_creationDate];[getMInternalSSLSocketFactory|setMInternalSSLSocketFactory];[])
DecreaseFieldSecurity(edu.msu.cme.rdp.readseq.writers.FastqWriter;;[defaultQuality];[];[])
ExtractSubClass(com.secondhand.model.powerup.MirroredMovement;Class_33;[HEIGHT];[];[])
DecreaseMethodSecurity(org.badiff.fmt.GdiffFormat.GdiffOpQueue;;[];[pull];[])
IncreaseFieldSecurity(edu.msu.cme.rdp.readseq.utils.gbregion.RegionParser.IdentifierOrRange.GBRange;;[rangeEnd];[];[])
MoveField(edu.msu.cme.rdp.readseq.sequences.RDPSequence;Class_31;[internalId];[];[])
MoveField(org.carion.s3ftp.FtpConnection;edu.msu.cme.rdp.readseq.utils.SequenceTrimmer.CoordType.TrimStats;[renameFrom];[];[])
PullUpField(drexel.edu.blackjack.util.LengthLimitedBufferedReader;java.io.BufferedReader;[byteLimit];[];[])
IncreaseMethodSecurity(edu.msu.cme.rdp.readseq.utils.orientation.GoodWordIterator;;[];[getMask];[])
ExtractSubClass(edu.msu.cme.rdp.readseq.utils.SequenceTrimmer.CoordType.TrimStats;Class_34;[seqTrimStart|trimmedLength];[didSeqPass|getStats|translateCoord];[])
IncreaseMethodSecurity(Class_2;;[];[findAllMatches];[])
ExtractSuperClass(com.secondhand.model.resource.PlanetType;Class_35;[height];[getHeight];[])
MoveField(org.carion.s3ftp.FtpDirectory;edu.msu.cme.rdp.readseq.writers.StkWriter;[_formatterOld];[];[])
MoveField(edu.msu.cme.rdp.readseq.utils.kmermatch.KmerMatchCore.ResultComparator;java.nio.charset.CharsetEncoder;[stdevcal];[];[])
EncapsulateField(org.carion.s3.http.HttpServer.HttpHandler;;[_stream];[];[])
PushDownField(com.secondhand.model.powerup.PowerUp;com.secondhand.model.powerup.RandomPowerUp;[SCORE_WORTH];[];[])
PushDownField(edu.msu.cme.rdp.readseq.utils.SequenceTrimmer.CoordType.TrimStats;Class_34;[filledRatio];[];[])
ExtractSuperClass(org.carion.s3.operations.Md5;Class_36;[S13|S14|S21|S41|state];[getDigest|stringify];[])
IncreaseFieldSecurity(java.nio.charset.CharsetEncoder;;[stdevcal];[];[])
DecreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[pos];[];[])
DecreaseFieldSecurity(org.carion.s3ftp.FtpDirectory;;[stkwriter];[];[])
MoveMethod(com.secondhand.model.resource.PlanetType;Class_36;[];[setMCurrentSize];[])
MoveMethod(mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;Class_2;[];[println];[])
ExtractSubClass(org.badiff.imp.FileDiff.FileOpQueue;Class_37;[];[];[])
PullUpMethod(com.secondhand.model.powerup.RandomPowerUpTest.MockRandom;java.util.Random;[];[nextInt];[])
MoveField(org.badiff.io.GraphContext;drexel.edu.blackjack.util.LengthLimitedBufferedReader;[context];[];[])
ExtractSuperClass(edu.msu.cme.rdp.readseq.readers.core.SFFCore.CommonHeader.ReadBlock;Class_38;[clipAdapterRight|nameLength];[getClipAdapterRight|getClipQualLeft|getClipQualRight|getFlowIndex|getFlowgrams|scanInternal];[])
ExtractSuperClass(org.carion.s3.util.XMLWriter;Class_39;[buffer];[writeData];[])
DecreaseFieldSecurity(edu.msu.cme.rdp.readseq.readers.SequenceReader;;[format];[];[])
IncreaseFieldSecurity(util.BitSet2;;[serialVersionUID];[];[])
ExtractSuperClass(org.carion.s3.admin.htmlPages.Page;Class_40;[_adminPage|_logWriter|_pageTitle|_repository];[getParam];[])
PushDownField(org.carion.s3.admin.htmlPages.Page;org.carion.s3.admin.htmlPages.UploadsPage;[_errorMessage];[];[])
DecreaseMethodSecurity(edu.msu.cme.rdp.readseq.readers.core.SeqReaderCore.EmptyCore;;[];[readUntilNext];[])
PullUpMethod(com.twitter.intellij.pants.bsp.InvalidTargetException;java.lang.Throwable;[];[getMessage];[])
PullUpField(com.github.kevinsawicki.http.HttpRequest.ConnectionFactory.Base64.HttpRequestException.Operation.CloseOperation.FlushOperation.RequestOutputStream;java.io.BufferedOutputStream;[url];[];[])
PushDownMethod(java.io.BufferedReader;drexel.edu.blackjack.util.LengthLimitedBufferedReader;[];[readLine];[])
IncreaseFieldSecurity(Class_38;;[clipAdapterRight];[];[])
ExtractClass(com.secondhand.model.powerup.RandomPowerUpTest.MockRandom;Class_41;[i];[testTimedPowerUp];[])
ExtractSubClass(edu.msu.cme.rdp.readseq.writers.StkWriter;Class_42;[_formatterOld];[];[])
MoveMethod(ch.powerunit.rules.impl.NullOutputStream;edu.msu.cme.rdp.readseq.utils.BarcodeUtils.BarcodeInvalidException;[];[write];[])
