ExtractSubClass(uk.codingbadgers.bnpcstore.bNpcStore;Class_1;[npcStores|stores];[findStoreNPC];[])
MoveField(com.android.volley.mock.MockHttpURLConnection;java.lang.RuntimeException;[mOutputStream];[];[])
PushDownField(org.camunda.spin.impl.logging.SpinLogger;org.camunda.spin.impl.logging.SpinCoreLogger;[PROJECT_CODE];[];[])
ExtractSuperClass(javax.jmdns.impl.constants.DNSRecordClass;Class_8;[CLASS_MASK|_externalName];[indexValue|isUnique];[])
DecreaseFieldSecurity(net.sourceforge.eclipsejetty.starter.jetty9.command.OpenCommand;;[adapter];[];[])
ExtractClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext;Class_9;[];[accept|getRuleIndex|variable];[])
PushDownMethod(uk.codingbadgers.bFundamentals.bFundamentals;uk.thecodingbadgers.bFundamentals.support.TestPlugin;[];[onDisable];[])
DecreaseFieldSecurity(javax.jmdns.impl.constants.DNSRecordType;;[logger];[];[])
PushDownMethod(org.antlr.v4.runtime.tree.ParserRuleContext;compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext;[];[statementAssign];[])
ExtractSubClass(org.game.knight.editor.xml.ViewEditor;Class_10;[folder];[handleCursorPositionChanged|isEditorInputIncludedInContextMenu|selectTag];[])
MoveField(com.google.gson.JsonNull;Class_1;[INSTANCE];[];[])
PullUpField(pt.ist.ave.jzx.v128.Spectrum;pt.ist.ave.jzx.BaseSpectrum;[m_ay8912];[];[])
ExtractSubClass(org.game.knight.editor.xml.action.RenameFileAction;Class_11;[];[getText];[])
DecreaseMethodSecurity(uk.codingbadgers.bHelpful.commands.AnnouncementCommand.AnnouncementRunnable;;[];[broadcast];[])
ExtractSubClass(com.android.volley.mock.MockHttpURLConnection;Class_12;[mDoOutput];[connect|disconnect|setRequestMethod];[])
MoveField(org.game.knight.editor.img.ImgEditor.ScaleAction;org.springframework.web.socket.config.annotation.AbstractWebSocketMessageBrokerConfigurer;[type];[];[])
ExtractClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext.ExpressionConstantIntegerContext.ExpressionConstantStringContext.ExpressionMethodCallContext.IdentifierContext.IdentifierIdentifierContext.IdentifierIdContext.IdThisContext;Class_13;[];[enterRule|idThis];[])
IncreaseMethodSecurity(uk.codingbadgers.bFundamentals.update.Updater;;[];[getUpdater];[])
MoveField(uk.codingbadgers.bFundamentals.message.ClickEventType;org.game.views.editors.XMLEditor;[BY_ID];[];[])
ExtractClass(org.game.knight.editor.xml.ViewEditorOutline;Class_14;[editor|treeDoubleClickListener];[getText|handleCursorPositionChanged|removeSelectionChangedListener];[])
PullUpField(com.dp.nebula.wormhole.engine.utils.JarLoader;java.net.URLClassLoader;[logger];[];[])
IncreaseFieldSecurity(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext.ExpressionConstantIntegerContext.ExpressionConstantStringContext;;[value];[];[])
PullUpField(net.sourceforge.eclipsejetty.starter.jetty6.Jetty6Adapter;net.sourceforge.eclipsejetty.starter.common.AbstractServerAdapter;[server];[];[])
EncapsulateField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext;;[className];[];[])
MoveField(org.camunda.spin.spi.SpinDataFormatException;org.bukkit.command.Command;[serialVersionUID];[];[])
IncreaseMethodSecurity(javax.jmdns.impl.DNSOutgoing.MessageOutputStream;;[];[addQuestion];[])
IncreaseFieldSecurity(com.android.volley.mock.MockHttpURLConnection;;[runtimeexception];[];[])
DecreaseFieldSecurity(org.game.knight.editor.xml.action.RenameIdAction;;[idDef];[];[])
PullUpField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context;org.antlr.v4.runtime.tree.ParserRuleContext;[level2];[];[])
ExtractClass(com.dp.nebula.wormhole.engine.utils.JarLoader;Class_15;[];[getInstance|getUrls];[])
ExtractSuperClass(net.sourceforge.eclipsejetty.launch.configuration.JettyLaunchDependencyConfigurationTab.ModifyDialogListener;Class_16;[];[widgetSelected];[])
MoveField(pt.ist.ave.jzx.BaseLoader;uk.codingbadgers.bFundamentals.module.loader.Loadable;[m_iff1b];[];[])
IncreaseMethodSecurity(net.sourceforge.eclipsejetty.jetty7.Jetty7ServerConfiguration;;[];[buildHttpsConnector];[])
ExtractClass(demo.WebSocketConfig;Class_17;[];[configureMessageBroker];[])
PullUpField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext;org.antlr.v4.runtime.tree.ParserRuleContext;[var];[];[])
PullUpField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext.ExpressionConstantIntegerContext.ExpressionConstantStringContext.ExpressionMethodCallContext;org.antlr.v4.runtime.tree.ParserRuleContext;[object];[];[])
PullUpField(uk.codingbadgers.bstore.database.PurchaseData;uk.thecodingbadgers.bDatabaseManager.DatabaseTable.DatabaseTableData;[date];[];[])
ExtractSubClass(javax.jmdns.impl.DNSCache._EmptyCache;Class_18;[];[equals|get|hashCode|put|size];[])
MoveField(uk.codingbadgers.bnpcstore.commands.NpcStoreCommand;com.example.rollingball.app.NotImplementedException;[WANDNAME];[];[])
ExtractClass(cofh.lib.gui.GuiColor;Class_19;[serialVersionUID];[add|doubleValue|floatValue|getFloatG|getIntA|intValue|multiply|multiply];[])
ExtractSubClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext.ExpressionConstantIntegerContext.ExpressionConstantStringContext.ExpressionMethodCallContext;Class_20;[expression];[expression];[])
DecreaseFieldSecurity(org.camunda.spin.json.SpinJsonException;;[serialVersionUID];[];[])
ExtractClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext;Class_21;[ident];[];[])
ExtractSuperClass(net.sourceforge.eclipsejetty.starter.util.service.ServiceUtils;Class_22;[];[instantiateContributions];[])
DecreaseFieldSecurity(net.sourceforge.eclipsejetty.launch.configuration.JettyLaunchDependencyEntry.Type.Kind;;[genericId];[];[])
PullUpMethod(com.dp.nebula.wormhole.engine.utils.JarLoader;java.net.URLClassLoader;[];[getInstance];[])
PushDownField(uk.codingbadgers.bFundamentals.module.Module;uk.codingbadgers.bfaq.bFAQ;[m_log];[];[])
DecreaseFieldSecurity(uk.codingbadgers.bportals.portal.Portal;;[region];[];[])
IncreaseFieldSecurity(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext;;[tail];[];[])
ExtractSubClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext;Class_23;[className];[typeClass];[])
DecreaseFieldSecurity(org.camunda.spin.SpinFileNotFoundException;;[serialVersionUID];[];[])
PullUpMethod(uk.codingbadgers.bHelpful.commands.AnnouncementCommand.AnnouncementRunnable;org.bukkit.scheduler.BukkitRunnable;[];[removeAnnouncement];[])
IncreaseMethodSecurity(com.google.gson.internal.Streams.AppendableWriter;;[];[write];[])
PushDownField(org.antlr.v4.runtime.tree.ParserRuleContext;compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext;[level2];[];[])
MoveMethod(uk.codingbadgers.bfaq.bFAQ;uk.codingbadgers.bstore.CommandStore;[];[init];[])
PushDownField(pt.ist.ave.jzx.instructions.Instruction;pt.ist.ave.jzx.instructions.alu.CP_D;[memoryCache16];[];[])
ExtractClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext;Class_1;[];[accept|expressionConstantFalse];[])
IncreaseFieldSecurity(org.game.knight.editor.img.ImgEditor.ScaleAction;;[abstractwebsocketmessagebrokerconfigurer];[];[])
ExtractSubClass(org.camunda.spin.impl.logging.SpinCoreLogger;Class_2;[];[logDataFormat|logDataFormatProvider|unableToRewindReader|unrecognizableDataFormatException];[])
DecreaseFieldSecurity(uk.codingbadgers.bFundamentals.backup.PlayerBackup;;[backup];[];[])
PullUpField(uk.codingbadgers.bnpcstore.database.NPCData;uk.thecodingbadgers.bDatabaseManager.DatabaseTable.DatabaseTableData;[storeName];[];[])
ExtractSuperClass(uk.codingbadgers.bFundamentals.bFundamentals;Class_3;[m_gson];[getBukkitDatabase|getConfigurationManager|getEconomy|handleModulesCommand|log|onLoad|onPlayerJoin|reloadModule];[])
DecreaseFieldSecurity(org.chw.xml.XmlParser;;[_decisionToDFA];[];[])
IncreaseFieldSecurity(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context;;[level5];[];[])
IncreaseMethodSecurity(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext;;[];[getArgument];[])
ExtractSuperClass(com.google.gson.stream.JsonWriter;Class_4;[htmlSafe];[name|value];[])
ExtractSubClass(uk.codingbadgers.bFundamentals.update.UpdateThread;Class_5;[];[];[])
PushDownField(org.game.knight.editor.xml.action.RenameFileAction;Class_11;[ref];[];[])
DecreaseFieldSecurity(demo.Greeting;;[content];[];[])
ExtractSubClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext;Class_6;[];[];[])
MoveMethod(org.camunda.spin.impl.util.RewindableReader;compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext;[];[markSupported];[])
ExtractClass(uk.codingbadgers.bFundamentals.update.BadgerUpdater;Class_7;[];[];[])
MoveField(uk.codingbadgers.bshutdown.ShutdownRunnable;org.game.views.editors.XMLEditor;[time];[];[])
ExtractClass(edu.vt.middleware.crypt.io.TeePrintStream;Class_8;[];[flush];[])
PullUpField(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext;org.antlr.v4.runtime.tree.ParserRuleContext;[value];[];[])
ExtractClass(Class_1;Class_9;[];[accept];[])
IncreaseMethodSecurity(org.camunda.spin.impl.json.jackson.JacksonJsonLogger;;[];[unableToModifyNode];[])
IncreaseMethodSecurity(javax.jmdns.impl.DNSRecord;;[];[handleResponse];[])
IncreaseMethodSecurity(br.com.dbsoft.log.ModifiedTimeSortableFile;;[];[compareTo];[])
IncreaseFieldSecurity(org.antlr.v4.runtime.tree.ParserRuleContext;;[var];[];[])
MoveMethod(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext;javax.tools.SimpleJavaFileObject;[];[typeInt];[])
PullUpField(uk.codingbadgers.binfobooks.commands.CommandBook;uk.codingbadgers.bFundamentals.commands.ModuleCommand;[m_module];[];[])
IncreaseMethodSecurity(net.sourceforge.eclipsejetty.jetty9.Jetty93LibStrategy;;[];[addAnnotationsDependencies];[])
EncapsulateField(uk.codingbadgers.bnpcstore.database.NPCData;;[npcID];[];[])
PushDownMethod(net.sourceforge.eclipsejetty.starter.common.AbstractJettyLauncherMain;net.sourceforge.eclipsejetty.starter.jetty7.Jetty7LauncherMain;[];[launch];[])
ExtractSuperClass(org.camunda.spin.impl.xml.dom.format.DomXmlDataFormat;Class_10;[name];[createElementWrapper|init|setDocumentBuilderFactory];[])
IncreaseMethodSecurity(com.bobo.iweeker.App.WeiboCotentManager.MyClickableSpan.CallbackManager.ParseThread;;[];[shotDown];[])
PullUpField(uk.codingbadgers.brewarded.VoteTableData;uk.thecodingbadgers.bDatabaseManager.DatabaseTable.DatabaseTableData;[username];[];[])
DecreaseFieldSecurity(net.sourceforge.eclipsejetty.jetty.JettyVersion.CacheKey;;[majorVersion];[];[])
IncreaseMethodSecurity(com.google.gson.internal.bind.ReflectiveTypeAdapter;;[];[write];[])
DecreaseFieldSecurity(org.game.knight.search.SearchFileRefAction;;[selection];[];[])
MoveMethod(uk.codingbadgers.bnpcstore.commands.NpcStoreCommand;uk.codingbadgers.bshutdown.ShutdownRunnable;[];[setWANDNAME];[])
PullUpField(uk.codingbadgers.bFundamentals.module.ModuleHelpTopic;org.bukkit.help.HelpTopic;[m_module];[];[])
MoveField(uk.codingbadgers.bshutdown.ShutdownRunnable;uk.thecodingbadgers.benchant.ItemEditCommand.EditColourCommand.EditNameCommand;[xmleditor];[];[])
ExtractClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext;Class_11;[];[accept|statement|statement];[])
PushDownMethod(uk.codingbadgers.bFundamentals.bFundamentals;uk.thecodingbadgers.bFundamentals.support.TestPlugin;[];[getPlayersOfRank];[])
ExtractSuperClass(test.quickstart.components.Layout;Class_12;[appVersion|pageName|sidebarTitle];[getClassForPageName];[])
IncreaseFieldSecurity(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext;;[rhs];[];[])
ExtractSubClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context;Class_13;[];[];[])
PushDownField(Class_12;test.quickstart.components.Layout;[sidebarTitle];[];[])
ExtractClass(net.sourceforge.eclipsejetty.starter.console.command.PipeCommand;Class_14;[];[getDescription|getFormat];[])
PullUpMethod(org.camunda.spin.impl.json.jackson.JacksonJsonLogger;org.camunda.spin.impl.logging.SpinLogger;[];[unableToDeserialize];[])
PushDownMethod(java.net.URLConnection;org.danann.cernunnos.runtime.ClasspathURLStreamHandler.URLConnectionImpl;[];[getInputStream];[])
MoveMethod(org.danann.cernunnos.runtime.WindowsDriveURLStreamHandler.URLConnectionImpl;compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext;[];[connect];[])
ExtractClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext;Class_19;[];[accept|varDeclaration];[])
MoveField(com.google.gson.internal.Streams.AppendableWriter;iTests.framework.utils.ThreadBarrier;[appendable];[];[])
ExtractSubClass(compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext.StatementPrintlnContext.StatementMethodContext.StatementReturnContext.ExpressionContext.Level1Context.Level2Context.Level3Context.Level4Context.Level5Context.ExpressionUnaryMinusContext.ExpressionNegationContext.ExpressionNewObjectContext.ExpressionNewArrayContext.ExpressionIdentifierContext.ExpressionArrayAccessContext.ExpressionParenthesesContext.ExpressionConstantTrueContext.ExpressionConstantFalseContext.ExpressionConstantIntegerContext;Class_22;[];[];[])
PushDownField(org.antlr.v4.runtime.tree.ParserRuleContext;compiler.Frontend.MiniJavaParser.ProgramContext.ClassDeclarationContext.MainClassContext.BlockContext.VarDeclarationContext.VariableContext.TypeContext.TypeBasicContext.TypeArrayContext.TypeBooleanContext.TypeIntContext.TypeClassContext.MethodDeclarationContext.ProcTypeContext.TypeVoidContext.StatementContext.StatementIfContext.StatementWhileContext.StatementAssignContext.StatementAssignArrayContext.StatementPrintContext;[object];[];[])
