ExtractSuperClass(hu.qgears.review.eclipse.ui.views.AbstractReviewToolView.ModelChangeListener.ReviewInstanceListener;Class_1;[manager|propertySheetPage];[createContextMenus|eventHappened|reviewModelChanged];[])
EncapsulateField(io.pyd.synchro.gui.SysTray.AnimationThread;;[requireInterrupt];[];[])
ExtractClass(com.google.gson.internal.bind.JsonTreeReader;Class_7;[SENTINEL_CLOSED|UNREADABLE_READER];[];[])
ExtractClass(hu.qgears.review.action.ConfigParsingResult.Problem.Type;Class_8;[message];[getException|getType];[])
PullUpField(com.twitter.intellij.pants.bsp.InvalidTargetException;java.lang.Throwable;[myTargetString];[];[])
MoveField(com.twitter.intellij.pants.bsp.InvalidTargetException;hu.qgears.sonar.client.commands.AbstractSonarQueryHandler;[myMessage];[];[])
ExtractClass(ch.powerunit.rules.impl.NullOutputStream;Class_9;[];[write];[])
MoveField(hu.qgears.review.action.ReviewToolConfig;hu.qgears.review.tool.UtilDom4j.Visitor.NameSpaceCleaner;[reviewOutputFolder];[];[])
MoveField(hu.qgears.review.eclipse.ui.views.properties.ReviewToolPropertyPageContentProvider.Group;java.util.logging.Logger;[name];[];[])
ExtractSubClass(hu.qgears.review.eclipse.ui.views.model.ReviewModelView;Class_10;[];[getChildren];[])
PullUpField(com.twitter.intellij.pants.bsp.InvalidTargetException;java.lang.Throwable;[abstractsonarqueryhandler];[];[])
ExtractSubClass(hu.qgears.eclipse.ui.svn.Activator;Class_11;[];[getDefault];[])
ExtractClass(net.rbgrn.android.glwallpaperservice.LogWriter;Class_12;[];[close|write];[])
PullUpMethod(fi.helsinki.cs.okkopa.shared.Settings;java.util.Properties;[];[readSettingXML];[])
IncreaseMethodSecurity(org.badiff.imp.StreamQueueable.StreamOpQueue;;[];[offer];[])
MoveMethod(org.pentaho.di.plugins.examples.texteditor.AbstractXulPerspective.CloseConfirmXulDialogCallback.NameBindingConvertor.XulTabAndPanel.PDIMessages;hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption.ReviewStatusFilterOption;[];[handleGetObject];[])
IncreaseFieldSecurity(ch.powerunit.rules.impl.NullOutputStream;;[class_9];[];[])
IncreaseMethodSecurity(hu.qgears.review.report.ReportEntryCSSHelper;;[];[getCSSClassByPercentage];[])
PullUpField(hu.qgears.sonar.client.commands.pre43.SonarResourceMetricsHandler;hu.qgears.sonar.client.commands.pre43.SonarResourceHandler;[KEY];[];[])
ExtractClass(org.pentaho.di.baserver.utils.web.ServletInputStreamWrapper;Class_13;[];[read];[])
IncreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[pos];[];[])
MoveMethod(hu.qgears.review.report.SonarMetricsColumnDefinition.NumbericValueComparator;hu.qgears.review.eclipse.ui.views.properties.ReviewToolPropertyPageContentProvider.Group.PropertyPageContent;[];[compare];[])
MoveMethod(hu.qgears.review.web.AbstractRender;org.eclipse.jdt.internal.ui.actions.AbstractToggleLinkingAction;[];[formatSourceSet];[])
DecreaseMethodSecurity(com.google.gson.stream.JsonReader;;[];[skipUnquotedValue];[])
PullUpField(hu.qgears.review.eclipse.ui.views.todolist.ReviewToolTodoListView;hu.qgears.review.eclipse.ui.views.AbstractReviewToolView;[viewer];[];[])
PullUpField(hu.qgears.review.eclipse.ui.ReviewToolUI;org.eclipse.ui.plugin.AbstractUIPlugin;[defaultActivator];[];[])
ExtractSuperClass(hu.qgears.review.report.SonarMetricsColumnDefinition.NumbericValueComparator;Class_14;[title];[getComparator|getMetricsKey|getValue];[])
MoveMethod(hu.qgears.review.eclipse.ui.views.todolist.ReviewToolTodoListView;fi.helsinki.cs.okkopa.shared.Settings;[];[getStatusText];[])
PullUpMethod(org.badiff.imp.FileDiff.FileOpQueue;org.badiff.q.OpQueue;[];[deserialize];[])
PullUpMethod(com.google.gson.JsonPrimitive;com.google.gson.JsonElement;[];[isNumber];[])
ExtractClass(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;Class_15;[];[readClassDescriptor];[])
MoveMethod(hu.qgears.review.eclipse.ui.views.stats.ReviewToolStatisticsView.ReloadStatisticsAction;hu.qgears.sonar.client.SonarCommandLineInterface.ExitHandler.HelpHandler;[];[fillMenuManager];[])
PullUpField(hu.qgears.review.eclipse.ui.views.todolist.ReviewToolTodoListView;hu.qgears.review.eclipse.ui.views.AbstractReviewToolView;[openReviewDetailsAction];[];[])
MoveField(hu.qgears.review.util.IndexByProperty;java.io.OutputStream;[prop];[];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.util.TwoPaneListSelector.SelectionSynchronizer.MoveAction;;[src];[];[])
PullUpMethod(MidiLibs.MidiDataInputStream;java.io.DataInputStream;[];[readVariableLengthInt];[])
ExtractSubClass(de.qabel.chat.repository.sqlite.migration.Migration1460997041ChatShares;Class_16;[];[];[])
ExtractSuperClass(hu.qgears.review.util.vct.svnimpl.SvnStatus;Class_17;[LOG];[getSvnTool];[])
ExtractSuperClass(hu.qgears.review.test.TestUtilSimpleString;Class_18;[];[main];[])
MoveMethod(org.eclipse.jdt.internal.ui.actions.AbstractToggleLinkingAction;hu.qgears.review.eclipse.ui.views.stats.UpdateStatisticsTableInputJob;[];[formatSourceSet];[])
MoveMethod(hu.qgears.review.eclipse.ui.views.AbstractReviewToolView.ModelChangeListener;hu.qgears.review.eclipse.ui.views.stats.ReviewToolStatisticsTableContentProvider;[];[eventHappened];[])
MoveField(net.rbgrn.android.glwallpaperservice.LogWriter;org.badiff.alg.InertialGraph.GraphOpQueue;[mBuilder];[];[])
DecreaseFieldSecurity(org.pentaho.di.plugins.examples.texteditor.AbstractXulPerspective.CloseConfirmXulDialogCallback.NameBindingConvertor.XulTabAndPanel.PDIMessages;;[clz];[];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.util.TwoPaneListSelector.SelectionSynchronizer.MoveAction.MoveAllAction;;[leftPanel];[];[])
ExtractSuperClass(com.google.gson.stream.JsonWriter;Class_19;[htmlSafe|out|separator];[isHtmlSafe|isLenient|newline|setHtmlSafe|setIndent|setLenient|setSerializeNulls|string|writeDeferredName];[])
DecreaseMethodSecurity(hu.qgears.sonar.client.commands.post67.AbstractSonarJSONQueryHandler;;[];[readIssue];[])
DecreaseFieldSecurity(com.google.gson.stream.JsonReader;;[PEEKED_END_ARRAY];[];[])
ExtractSubClass(hu.qgears.review.eclipse.ui.views.AbstractReviewToolView.ModelChangeListener.ReviewInstanceListener;Class_20;[modelChangeListener];[getSelection];[])
PushDownField(org.badiff.q.OpQueue;org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;[closed];[];[])
DecreaseMethodSecurity(hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption;;[];[actionRun];[])
DecreaseFieldSecurity(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;;[class_15];[];[])
ExtractSuperClass(hu.qgears.review.eclipse.ui.views.ReviewInstanceManager;Class_21;[reviewInstace];[setReviewInstace];[])
PullUpField(com.squareup.picasso.MarkableInputStream;java.io.InputStream;[defaultMark];[];[])
PushDownField(org.badiff.q.OpQueue;org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;[iterNext];[];[])
DecreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[pos];[];[])
MoveField(com.android.volley.toolbox.PoolingByteArrayOutputStream;org.eclipse.ui.plugin.AbstractUIPlugin;[mPool];[];[])
PullUpField(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;org.badiff.q.OpQueue;[self];[];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.views.properties.ReviewToolPropertyPageContentProvider.Group.PropertyPageContent;;[parent];[];[])
IncreaseMethodSecurity(com.google.gson.JsonNull;;[];[hashCode];[])
ExtractSuperClass(org.badiff.p.Pipeline;Class_22;[q];[into];[])
MoveField(Class_21;hu.qgears.review.action.LoadConfiguration;[reviewInstace];[];[])
PullUpField(hu.qgears.review.eclipse.ui.util.TwoPaneListSelector.SelectionSynchronizer.MoveAction.MoveAllAction;org.eclipse.swt.events.SelectionAdapter;[moveLeft];[];[])
ExtractSuperClass(hu.qgears.review.eclipse.ui.views.properties.ReviewToolPropertyPageContentProvider.Group;Class_23;[logger];[toString];[])
DecreaseFieldSecurity(hu.qgears.review.report.SonarMetricsColumnDefinition.NumbericValueComparator;;[metricsKey];[];[])
PushDownMethod(Class_1;hu.qgears.review.eclipse.ui.views.AbstractReviewToolView.ModelChangeListener.ReviewInstanceListener;[];[createContextMenus];[])
PushDownMethod(Class_21;hu.qgears.review.eclipse.ui.views.ReviewInstanceManager;[];[setReviewInstace];[])
PullUpField(hu.qgears.sonar.client.commands.pre43.SonarResourceMetricsHandler;hu.qgears.sonar.client.commands.pre43.SonarResourceHandler;[fileName];[];[])
IncreaseFieldSecurity(org.badiff.imp.BadiffFileDiff;;[FLAG_RANDOM_ACCESS];[];[])
ExtractSubClass(hu.qgears.review.eclipse.ui.wizard.ExportReportWizard.WrappedReportGenerator;Class_24;[generateTodoList|isHtml];[addPages|mustGenerateReviewStats];[])
PullUpMethod(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;org.badiff.q.OpQueue;[];[close];[])
DecreaseMethodSecurity(hu.qgears.sonar.client.commands.pre43.SonarResourceHandler;;[];[processSonarResponse];[])
ExtractSubClass(mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;Class_25;[];[print|write];[])
PushDownMethod(hu.qgears.review.eclipse.ui.views.stats.ReviewToolStatisticsView.ReloadStatisticsAction;Class_3;[];[fillMenuManager];[])
IncreaseMethodSecurity(hu.qgears.review.eclipse.ui.actions.CompareWithHeadAction;;[];[run];[])
PullUpMethod(org.pentaho.di.baserver.utils.web.ServletInputStreamWrapper;javax.servlet.ServletInputStream;[];[read];[])
MoveField(hu.qgears.review.eclipse.ui.views.AbstractReviewToolView.ModelChangeListener;hu.qgears.review.tool.UtilDom4j.Visitor.NameSpaceCleaner;[reviewtoolstatisticstablecontentprovider];[];[])
ExtractClass(com.android.volley.toolbox.PoolingByteArrayOutputStream;Class_26;[DEFAULT_SIZE];[close];[])
ExtractSubClass(hu.qgears.sonar.client.commands.post67.SonarResourceMetricsHandler67;Class_27;[recursive];[];[])
PullUpField(io.pyd.synchro.gui.SysTray.AnimationThread;java.lang.Thread;[currentIndex];[];[])
DecreaseMethodSecurity(hu.qgears.review.eclipse.ui.views.properties.ReviewToolPropertyPageContentProvider.Group.PropertyPageContent;;[];[createReviewSourceProperties];[])
ExtractSubClass(hu.qgears.review.eclipse.ui.views.stats.ReviewToolStatisticsTableContentProvider;Class_28;[viewer];[updateSelection];[])
EncapsulateField(hu.qgears.sonar.client.commands.post67.SonarResourceMetricsHandler67;;[KEY];[];[])
PullUpField(com.google.gson.stream.JsonWriter;Class_19;[htmlSafe];[];[])
ExtractSubClass(hu.qgears.review.tool.PomFileSet.Params;Class_29;[exclusionCounter|params];[parsePatternCollection];[])
ExtractClass(Class_29;Class_30;[params];[parsePatternCollection];[])
ExtractSuperClass(hu.qgears.sonar.client.model.SonarResourceScope;Class_31;[];[scope];[])
DecreaseFieldSecurity(java.util.logging.Logger;;[name];[];[])
PushDownField(org.badiff.q.OpQueue;org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;[self];[];[])
IncreaseMethodSecurity(hu.qgears.review.eclipse.ui.ReviewToolUI;;[];[stop];[])
IncreaseMethodSecurity(hu.qgears.sonar.client.SonarCommandLineInterface.ExitHandler.HelpHandler;;[];[main];[])
PullUpField(hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption.ReviewStatusFilterOption.SourceSetFilterOption;hu.qgears.review.eclipse.ui.actions.filters.FilterActionOption;[openReviewDetailsAction];[];[])
MoveField(fi.helsinki.cs.okkopa.shared.Settings;org.eclipse.core.runtime.jobs.Job;[LOGGER];[];[])
MoveMethod(org.pentaho.di.baserver.utils.web.ServletInputStreamWrapper;Class_20;[];[getInputStream];[])
MoveMethod(hu.qgears.review.eclipse.ui.git.GitVersionControlToolUiImpl;hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption;[];[getVersion];[])
ExtractSubClass(Class_24;Class_32;[isHtml];[addPages];[])
IncreaseMethodSecurity(hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption;;[];[actionRun];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.views.main.LoadConfigurationJob;;[problemTypeMap];[];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.util.TwoPaneListSelector.SelectionSynchronizer.MoveAction;;[trg];[];[])
MoveField(com.squareup.picasso.MarkableInputStream;de.qabel.core.repository.sqlite.MigrationException;[in];[];[])
ExtractSubClass(com.squareup.picasso.MarkableInputStream;Class_33;[limit];[available|read|skip];[])
ExtractSuperClass(hu.qgears.sonar.client.SonarCommandLineInterface.ExitHandler.HelpHandler;Class_34;[];[registerCommandHandler|start];[])
MoveField(org.eclipse.ui.plugin.AbstractUIPlugin;hu.qgears.review.tool.WhiteListFileSet;[defaultActivator];[];[])
PullUpField(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;org.badiff.q.OpQueue;[header];[];[])
PushDownMethod(Class_34;hu.qgears.sonar.client.SonarCommandLineInterface.ExitHandler.HelpHandler;[];[start];[])
MoveField(hu.qgears.review.action.ConfigParsingResult.Problem.Type;io.pyd.synchro.gui.SysTray.AnimationThread;[timestampMs];[];[])
ExtractSuperClass(hu.qgears.eclipse.ui.svn.VersionControlToolUiSVN;Class_35;[];[getToolId];[])
ExtractSuperClass(com.google.gson.JsonParser;Class_36;[];[parse];[])
DecreaseFieldSecurity(hu.qgears.review.report.SonarMetricsColumnDefinition.NumbericValueComparator;;[metricsKey];[];[])
DecreaseFieldSecurity(com.google.gson.stream.JsonReader;;[PEEKED_UNQUOTED_NAME];[];[])
ExtractSubClass(org.badiff.imp.FileDiff.FileOpQueue;Class_37;[];[apply];[])
ExtractSubClass(hu.qgears.review.eclipse.ui.views.ReviewInstanceManager;Class_38;[];[setReviewInstace];[])
ExtractSuperClass(hu.qgears.review.eclipse.ui.views.properties.ReviewToolPropertyPageContentProvider.Group.PropertyPageContent;Class_39;[parent];[getElements];[])
PullUpField(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;java.io.ObjectInputStream;[class_15];[];[])
ExtractSuperClass(Class_8;Class_40;[];[getException|getMessage];[])
ExtractSubClass(hu.qgears.review.eclipse.ui.vct.VersionContolExtensionManager;Class_41;[VCT_EXT_ID];[handleException];[])
ExtractSuperClass(hu.qgears.review.eclipse.ui.vct.DefaultVersionControlToolImplementation;Class_42;[];[compareWithHead|openErrorDialog];[])
ExtractClass(com.google.authenticator.blackberry.BufferedReader;Class_43;[markpos];[close];[])
PushDownField(de.qabel.core.exceptions.QblException;de.qabel.core.exceptions.QblVersionMismatchException;[serialVersionUID];[];[])
DecreaseFieldSecurity(hu.qgears.review.util.vct.gitimpl.GitImpl;;[gitTool];[];[])
ExtractClass(mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;Class_44;[];[println|println|println|println|println0];[])
MoveMethod(com.twitter.intellij.pants.bsp.InvalidTargetException;org.eclipse.ui.plugin.AbstractUIPlugin;[];[getMessage];[])
IncreaseFieldSecurity(org.pentaho.di.plugins.examples.texteditor.EditorUI.PDIMessages;;[clz];[];[])
PullUpMethod(hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption;hu.qgears.review.eclipse.ui.actions.filters.FilterActionOption;[];[getVersion];[])
MoveMethod(hu.qgears.review.eclipse.ui.views.AbstractReviewToolView.ModelChangeListener;org.eclipse.jdt.internal.ui.actions.AbstractToggleLinkingAction;[];[eventHappened];[])
IncreaseMethodSecurity(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;;[];[readStreamHeader];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.views.stats.ReviewToolStatisticsTableLabelProvider;;[columns];[];[])
PullUpMethod(hu.qgears.review.eclipse.ui.views.main.ReviewToolMainView.UserFilterOption.ReviewAnnotationFilterOption.ReviewStatusFilterOption;hu.qgears.review.eclipse.ui.actions.filters.FilterActionOption;[];[handleGetObject];[])
ExtractClass(org.pentaho.di.plugins.examples.texteditor.EditorUI.PDIMessages;Class_45;[];[getKeys];[])
DecreaseFieldSecurity(hu.qgears.review.eclipse.ui.preferences.Preferences;;[FILTER_PREFIX];[];[])
PullUpMethod(de.qabel.core.repository.sqlite.MigrationException;java.lang.Exception;[];[getIn];[])
