ExtractSuperClass(io.scif.bf.BioFormatsFormat.DesiredChannels;Class_1;[DO_NOT_CONVERT];[addReader|createImageReader];[])
ExtractClass(project_385.FileGetter;Class_18;[serialVersionUID];[failed|getFilename];[])
ExtractSubClass(Class_18;Class_19;[];[setSerialVersionUID];[])
ExtractClass(org.badiff.imp.FileDiff;Class_20;[serialVersionUID];[apply];[])
DecreaseMethodSecurity(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata.Checker.Parser;;[];[typedParse];[])
ExtractClass(drexel.edu.blackjack.util.LengthLimitedBufferedReader;Class_21;[byteLimit];[isDelimiter];[])
IncreaseMethodSecurity(com.sk.cache.dist.unpack.RACInputStream;;[];[read];[])
ExtractSuperClass(Class_21;Class_22;[];[setByteLimit];[])
DecreaseFieldSecurity(io.scif.AbstractMetadata;;[colorTableXML];[];[])
ExtractSubClass(com.esri.apl.mymaps.BluetoothFragment.OnBluetoothChangeListener.PeerListAdapter.ServerThread.ConnectThread;Class_23;[socket];[cancel];[])
PullUpField(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;org.badiff.q.OpQueue;[x];[];[])
IncreaseMethodSecurity(org.badiff.imp.MemoryDiff.MemoryOpQueue;;[];[getDELETE];[])
DecreaseMethodSecurity(org.badiff.alg.InertialGraph.GraphOpQueue;;[];[pull];[])
PullUpMethod(MidiLibs.MidiDataInputStream;java.io.DataInputStream;[];[readVariableLengthInt];[])
ExtractSuperClass(Class_3;Class_24;[];[outlet];[])
PullUpMethod(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata.Checker.Parser.Reader;io.scif.bf.ByteArrayReader;[];[createDomainArray];[])
DecreaseMethodSecurity(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata;;[];[getKey];[])
ExtractSuperClass(Class_20;Class_25;[];[setSerialVersionUID];[])
DecreaseFieldSecurity(org.badiff.alg.InertialGraph.GraphOpQueue;;[prev];[];[])
IncreaseFieldSecurity(Class_17;;[op];[];[])
ExtractSubClass(org.badiff.imp.StreamQueueable.StreamOpQueue;Class_26;[];[];[])
ExtractSuperClass(Class_18;Class_27;[];[failed];[])
DecreaseFieldSecurity(Class_23;;[socket];[];[])
DecreaseFieldSecurity(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;;[sync];[];[])
MoveMethod(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;org.badiff.q.UndoOpQueue;[];[write];[])
DecreaseMethodSecurity(com.sk.cache.dist.unpack.RACInputStream;;[];[read];[])
ExtractSuperClass(Class_13;Class_28;[];[readChunk];[])
PushDownMethod(java.io.DataInputStream;MidiLibs.MidiDataInputStream;[];[readVariableLengthInt];[])
ExtractSubClass(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;Class_29;[];[];[])
ExtractSuperClass(Class_5;Class_30;[fname];[getMetadataStore|getOutput|setMetadataStore];[])
DecreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[prev];[];[])
ExtractSubClass(Class_5;Class_31;[];[setFname];[])
MoveField(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;io.scif.bf.wrapper.DataHandleAdapter;[undoopqueue];[];[])
MoveField(com.esri.apl.mymaps.BluetoothFragment.OnBluetoothChangeListener.PeerListAdapter.ServerThread.ConnectThread.ConnectedThread;io.scif.bf.ome.BioFormatsTranslator;[os];[];[])
ExtractSuperClass(Class_1;Class_32;[cachedReader];[createImageReader];[])
DecreaseFieldSecurity(org.badiff.imp.MemoryDiff.MemoryOpQueue;;[DELETE];[];[])
IncreaseFieldSecurity(com.esri.apl.mymaps.BluetoothFragment.OnBluetoothChangeListener.PeerListAdapter.ServerThread.ConnectThread.ConnectedThread;;[bioformatstranslator];[];[])
ExtractClass(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata;Class_33;[colorTables16|reader];[makeColorTable];[])
ExtractSubClass(org.badiff.imp.MemoryDiff.MemoryOpQueue;Class_34;[];[getDELETE];[])
ExtractClass(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;Class_35;[sync];[];[])
DecreaseMethodSecurity(io.scif.bf.ByteArrayReader;;[];[createDomainArray];[])
PushDownMethod(org.badiff.q.OpQueue;org.badiff.imp.FileDiff.FileOpQueue;[];[apply];[])
IncreaseFieldSecurity(io.scif.bf.wrapper.DataHandleAdapter;;[undoopqueue];[];[])
ExtractSubClass(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata.Checker.Parser.Reader;Class_36;[];[calibrate|convert];[])
ExtractSuperClass(Class_5;Class_37;[];[];[])
ExtractSuperClass(Class_13;Class_38;[];[];[])
ExtractClass(com.sk.cache.dist.unpack.RACInputStream;Class_39;[location|rac];[read];[])
ExtractSubClass(Class_13;Class_40;[];[];[])
ExtractSuperClass(io.scif.bf.ReadFile;Class_41;[];[main];[])
ExtractClass(org.badiff.imp.StreamQueueable.StreamOpQueue;Class_42;[];[];[])
IncreaseMethodSecurity(org.badiff.alg.InertialGraph.GraphOpQueue;;[];[pull];[])
PushDownMethod(org.badiff.q.OpQueue;org.badiff.alg.InertialGraph.GraphOpQueue;[];[prepare];[])
MoveMethod(project_385.FileGetter;Class_29;[];[getOutput];[])
ExtractSuperClass(Class_20;Class_43;[];[];[])
ExtractSubClass(org.badiff.imp.FileDiff.FileOpQueue;Class_44;[self];[deserialize|serialize];[])
MoveField(org.badiff.imp.BadiffFileDiff;Class_14;[PIPE];[];[])
MoveField(org.badiff.fmt.GdiffFormat.GdiffOpQueue;org.badiff.io.GraphContext;[ext];[];[])
MoveMethod(de.qabel.box.storage.DeleteOnCloseFileInputStream;io.scif.bf.ome.ToOMETranslator;[];[close];[])
PullUpField(com.google.authenticator.blackberry.BufferedReader;java.io.Reader;[markpos];[];[])
DecreaseFieldSecurity(io.scif.bf.BioFormatsFormat.DesiredChannels;;[cachedReaderHash];[];[])
PullUpMethod(de.qabel.box.storage.DeleteOnCloseFileInputStream;java.io.FileInputStream;[];[close];[])
MoveMethod(MidiLibs.MidiDataInputStream;javax.swing.JFileChooser;[];[readVariableLengthInt];[])
ExtractClass(drexel.edu.blackjack.util.LengthLimitedBufferedReader;Class_45;[];[readLine];[])
PullUpMethod(MidiLibs.MidiDataInputStream;java.io.DataInputStream;[];[readVariableLengthInt];[])
PushDownField(java.io.DataInputStream;MidiLibs.MidiDataInputStream;[jfilechooser];[];[])
ExtractClass(org.badiff.alg.InertialGraph.GraphOpQueue;Class_46;[prev|y];[prepare];[])
ExtractClass(io.scif.bf.wrapper.DataHandleAdapter;Class_47;[handle];[available|close|length|mark|order|read|read|readBoolean|readByte|readDouble|readInt|readLong|readOnly|readString|readString|readUTF|setEncoding|setLength|setOrder|skipBytes|write|write|write|writeBoolean|writeFloat|writeInt];[])
ExtractClass(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata;Class_48;[];[getFormatName|setReader];[])
PullUpMethod(com.sk.cache.dist.unpack.RACInputStream;java.io.InputStream;[];[read];[])
PullUpMethod(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata.Checker.Parser;io.scif.bf.AbstractParser;[];[typedParse];[])
ExtractClass(org.badiff.Op;Class_49;[INSERT|NEXT];[getOp];[])
ExtractClass(project_385.FileGetter;Class_50;[];[getOutput];[])
IncreaseMethodSecurity(org.badiff.imp.FileDiff;;[];[store];[])
ExtractSuperClass(Class_36;Class_51;[];[];[])
ExtractClass(com.esri.apl.mymaps.BluetoothFragment.OnBluetoothChangeListener.PeerListAdapter.ServerThread.ConnectThread.ConnectedThread;Class_52;[];[run];[])
DecreaseMethodSecurity(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;;[];[pull];[])
ExtractSubClass(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;Class_53;[header];[deserialize];[])
PushDownMethod(org.badiff.q.OpQueue;org.badiff.q.PumpingOpQueue;[];[drain];[])
PushDownMethod(java.io.FileInputStream;de.qabel.box.storage.DeleteOnCloseFileInputStream;[];[close];[])
ExtractSubClass(Class_20;Class_54;[];[];[])
ExtractClass(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata.Checker;Class_55;[];[getLog];[])
ExtractSuperClass(Class_13;Class_56;[];[];[])
ExtractClass(Class_10;Class_57;[];[];[])
ExtractSuperClass(Class_44;Class_58;[];[];[])
MoveMethod(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;com.esri.apl.mymaps.BluetoothFragment.OnBluetoothChangeListener.PeerListAdapter.ServerThread;[];[fillBuffer];[])
IncreaseMethodSecurity(Class_33;;[];[getColorTables16];[])
MoveMethod(Class_10;Class_33;[];[fillbuf];[])
PullUpField(io.scif.bf.wrapper.DataHandleAdapter;loci.common.RandomAccessInputStream;[class_47];[];[])
MoveField(Class_35;io.scif.bf.Metadata;[sync];[];[])
ExtractSubClass(org.badiff.io.GraphContext;Class_59;[serialVersionUID];[getExt];[])
MoveField(Class_47;io.scif.bf.ome.BioFormatsTranslator.BioFormatsOMETranslator;[handle];[];[])
ExtractSubClass(Class_48;Class_60;[];[setReader];[])
ExtractSubClass(io.scif.bf.ome.BioFormatsTranslator.BioFormatsOMETranslator;Class_61;[];[source];[])
PullUpField(com.google.authenticator.blackberry.BufferedReader;java.io.Reader;[in];[];[])
MoveField(Class_4;Class_27;[bd];[];[])
ExtractSuperClass(Class_33;Class_62;[reader];[fillbuf|setReader];[])
ExtractSuperClass(io.scif.bf.ome.BioFormatsTranslator;Class_63;[];[getOs];[])
PullUpField(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;org.badiff.q.OpQueue;[prev];[];[])
ExtractClass(io.scif.bf.BioFormatsFormat.DesiredChannels.Metadata.Checker.Parser.Reader;Class_64;[];[getCachedImageReader|openPlane];[])
PullUpMethod(Class_53;org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;[];[deserialize];[])
DecreaseFieldSecurity(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;;[class_35];[];[])
IncreaseMethodSecurity(org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;;[];[pull];[])
ExtractSuperClass(Class_39;Class_65;[rac];[getRac];[])
DecreaseFieldSecurity(loci.common.RandomAccessInputStream;;[class_47];[];[])
ExtractSubClass(io.scif.bf.wrapper.DataHandleAdapter;Class_66;[];[available|close|findString|getFilePointer|getOrder|getUndoopqueue|mark|order|read|readCString|readString|readUTF|readUnsignedByte|readUnsignedShort|reset|setEncoding|setLength|write|writeBytes|writeChar|writeChars|writeDouble|writeLong];[])
PullUpField(MidiLibs.MidiDataInputStream;java.io.DataInputStream;[jfilechooser];[];[])
ExtractSubClass(org.badiff.alg.InertialGraph.GraphOpQueue;Class_67;[];[getPrev];[])
ExtractSuperClass(Class_62;Class_68;[];[fillbuf];[])
PushDownField(org.badiff.q.OpQueue;org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;[closed];[];[])
ExtractSubClass(com.esri.apl.mymaps.BluetoothFragment.OnBluetoothChangeListener.PeerListAdapter.ServerThread.ConnectThread.ConnectedThread;Class_69;[is|mmSocket];[write];[])
MoveMethod(Class_45;java.lang.String;[];[readLine];[])
MoveField(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;de.axone.webtemplate.Renderer.NoType;[datahandleadapter];[];[])
MoveField(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;org.jcp.xmlns.xml.ns.javaee.EjbRefNameType;[self];[];[])
MoveField(Class_69;Class_35;[mmSocket];[];[])
ExtractSubClass(project_385.FileGetter;Class_70;[class_18|class_5];[];[])
DecreaseMethodSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[];[pull];[])
MoveMethod(Class_52;Class_64;[];[run];[])
ExtractSubClass(Class_66;Class_71;[];[readUTF|readUnsignedByte|setEncoding|writeChar];[])
ExtractSuperClass(Class_49;Class_72;[INSERT];[getINSERT|getOp];[])
