ExtractSuperClass(com.microsoft.windowsazure.messaging.Registration.RegistrationType;Class_1;[mETag|mExpirationTime|mNotificationHubPath|mRegistrationId|mURI];[UTCDateStringToDate|addTags|appendNodeWithValue|getRegistrationInformation|getUpdated];[])
ExtractClass(com.apptitive.ramadan.views.ParallaxListView;Class_10;[];[init];[])
PullUpField(artofillusion.math.FastRandom;java.util.Random;[class_3];[];[])
ExtractClass(com.microsoft.windowsazure.messaging.ConnectionStringParser.ParserState;Class_11;[_value];[parse|skipWhitespaces];[])
DecreaseFieldSecurity(Class_3;;[ADDEND];[];[])
ExtractSubClass(com.tackle.app.view.CustomEditText;Class_12;[];[onKeyPreIme];[])
PullUpField(com.microsoft.windowsazure.messaging.e2etestapp.framework.ExpectedValueException;java.lang.Exception;[serialVersionUID];[];[])
ExtractSuperClass(com.microsoft.windowsazure.messaging.e2etestapp.framework.Util;Class_13;[];[compareArrays|listToString];[])
PushDownField(com.tackle.app.view.CustomEditText;Class_12;[listener];[];[])
IncreaseMethodSecurity(com.hako.utils.HomeLayout;;[];[onLayout];[])
PullUpMethod(com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;com.microsoft.windowsazure.messaging.e2etestapp.framework.TestGroup;[];[unregister];[])
PushDownMethod(java.io.OutputStream;org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;[];[write];[])
ExtractSuperClass(Class_3;Class_14;[];[getADDEND];[])
IncreaseMethodSecurity(com.hako.word.DashboardLayout;;[];[onLayout];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.ConnectionStringParser.ParserState;Class_15;[_state];[extractKey|isStartWithKnownKey|parse|skipWhitespaces];[])
MoveField(Class_1;com.artemzin.android.wail.ui.TypefaceTextView;[mExpirationTime];[];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;Class_16;[PARAM_TEST_TABLE_NAME];[createRegisterTemplateEmptyFCMRegistrationIdTestCase|createRegisterTemplateTestCase|createRegisterTemplateTwiceTestCase|executeTest|executeTest0];[])
DecreaseFieldSecurity(com.clearspring.analytics.stream.membership.DataOutputBuffer.Buffer;;[buffer];[];[])
EncapsulateField(com.microsoft.windowsazure.messaging.e2etestapp.framework.TestGroup.TestRunStatus;;[results];[];[])
MoveField(com.artemzin.android.wail.ui.TypefaceTextView;android.graphics.drawable.Drawable;[mTypefaces];[];[])
PullUpMethod(Class_5;com.google.zxing.client.android.ViewfinderView;[];[addPossibleResultPoint];[])
PushDownField(android.graphics.drawable.Drawable;uk.co.chrisjenx.paralloid.graphics.ParallaxDrawable;[mTypefaces];[];[])
ExtractSuperClass(com.microsoft.windowsazure.messaging.e2etestapp.framework.TestGroup.TestRunStatus;Class_17;[customactiontype];[getMWrappedDrawable];[])
ExtractClass(com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;Class_18;[];[onKeyDown];[])
DecreaseFieldSecurity(com.hako.utils.HomeLayout;;[mMaxChildHeight];[];[])
IncreaseFieldSecurity(com.clearspring.analytics.stream.membership.DataOutputBuffer.Buffer;;[buffer];[];[])
DecreaseFieldSecurity(com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;;[REGISTRATION_NAME_STORAGE_KEY];[];[])
IncreaseMethodSecurity(com.microsoft.notification_hubs_test_app.ExampleInstrumentedTest;;[];[useAppContext];[])
ExtractSubClass(Class_12;Class_19;[];[];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.e2etestapp.MainActivity;Class_20;[];[fillTestList|onCreateOptionsMenu];[])
ExtractSubClass(com.asdamp.x_day.Data;Class_21;[tipo];[compare|createFromParcel|describeContents|getBoolMinuti|getColor|getMonth|isAfterToday|isNotificationEnabled|setHour];[])
PullUpField(uk.co.chrisjenx.paralloid.graphics.ParallaxDrawable;android.graphics.drawable.Drawable;[mFactor];[];[])
ExtractSubClass(com.clearspring.analytics.stream.membership.DataOutputBuffer.Buffer;Class_22;[];[];[])
PushDownField(android.graphics.drawable.Drawable;uk.co.chrisjenx.paralloid.graphics.ParallaxDrawable;[mFactor];[];[])
ExtractClass(com.microsoft.windowsazure.messaging.GcmNativeRegistration;Class_23;[GCM_HANDLE_NODE];[loadCustomXmlData];[])
ExtractSuperClass(Class_23;Class_24;[];[];[])
ExtractSuperClass(Class_21;Class_25;[];[];[])
ExtractSubClass(com.clearspring.analytics.stream.membership.DataOutputBuffer.Buffer;Class_26;[];[getLength];[])
ExtractSubClass(Class_1;Class_27;[];[];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;Class_28;[];[createRegisterTemplateEmptyTemplateNameTestCase];[])
ExtractClass(Class_12;Class_29;[];[];[])
DecreaseFieldSecurity(com.livrexpress.barcode.qrcode.detector.AlignmentPattern;;[estimatedModuleSize];[];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.tests.NotificationHubTests;Class_30;[];[testCreateNotificationHub|testRegisterWithInvalidValues];[])
ExtractSubClass(com.livrexpress.barcode.qrcode.detector.AlignmentPattern;Class_31;[];[combineEstimate];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.AdmNativeRegistration;Class_32;[ADM_HANDLE_NODE];[getSpecificPayloadNodeName];[])
IncreaseMethodSecurity(com.google.zxing.client.android.ViewfinderView;;[];[drawViewfinder];[])
ExtractSuperClass(com.microsoft.windowsazure.messaging.ConnectionString;Class_33;[];[createUsingSharedAccessKey];[])
PullUpMethod(com.livrexpress.barcode.qrcode.detector.AlignmentPattern;com.google.zxing.ResultPoint;[];[aboutEquals];[])
ExtractSubClass(Class_20;Class_34;[];[];[])
DecreaseMethodSecurity(com.microsoft.windowsazure.messaging.FcmTemplateRegistration;;[];[getSpecificPayloadNodeName];[])
PushDownField(android.view.ViewGroup;com.hako.word.DashboardLayout;[mMaxChildWidth];[];[])
ExtractClass(com.microsoft.windowsazure.messaging.e2etestapp.framework.TestGroup.TestRunStatus;Class_35;[];[setResults];[])
PullUpField(com.hako.word.DashboardLayout;android.view.ViewGroup;[mMaxChildHeight];[];[])
ExtractSubClass(artofillusion.math.FastRandom;Class_36;[];[next];[])
ExtractSubClass(com.microsoft.notification_hubs_test_app.MainActivity;Class_37;[PLAY_SERVICES_RESOLUTION_REQUEST];[onResume|onStop|registerWithNotificationHubs|run];[])
ExtractSuperClass(com.microsoft.windowsazure.messaging.e2etestapp.framework.TestResult;Class_38;[mStatus];[getException|setTestCase];[])
ExtractSubClass(com.artemzin.android.wail.ui.TypefaceTextView;Class_39;[];[setTypefaceFromAssets];[])
ExtractSuperClass(Class_38;Class_40;[];[];[])
ExtractClass(com.microsoft.windowsazure.messaging.Registration.RegistrationType;Class_41;[];[appendContentNode|getNodeValue|getRegistrationType|loadCustomXmlData|resolveEntity|setPNSHandle|setRegistrationType];[])
ExtractClass(com.microsoft.windowsazure.messaging.tests.ConnectionStringTests;Class_42;[];[testCreateConnectionWithCustomAccessString];[])
PullUpMethod(com.microsoft.windowsazure.messaging.e2etestapp.NotificationHubsPreferenceActivity;android.preference.PreferenceActivity;[];[onIsMultiPane];[])
MoveMethod(com.microsoft.windowsazure.messaging.AdmNativeRegistration;Class_6;[];[loadCustomXmlData];[])
DecreaseFieldSecurity(com.asdamp.x_day.Data;;[descrizione];[];[])
ExtractClass(com.microsoft.windowsazure.messaging.tests.ConnectionStringTests;Class_43;[];[testCreateConnectionWithInvalidValues];[])
ExtractSubClass(Class_41;Class_44;[];[];[])
ExtractSuperClass(com.microsoft.windowsazure.messaging.ConnectionStringParser.ParserState;Class_45;[class_11];[extractString];[])
PushDownField(com.microsoft.windowsazure.messaging.e2etestapp.MainActivity;Class_20;[mTestGroupSpinner];[];[])
IncreaseMethodSecurity(Class_4;;[];[getView];[])
DecreaseMethodSecurity(com.hako.word.DashboardLayout;;[];[onLayout];[])
EncapsulateField(com.microsoft.windowsazure.messaging.e2etestapp.Constants;;[PREFERENCE_GCM_SENDER_ID];[];[])
PushDownMethod(android.preference.PreferenceActivity;com.microsoft.windowsazure.messaging.e2etestapp.NotificationHubsPreferenceActivity;[];[onIsMultiPane];[])
PushDownField(Class_1;Class_27;[mETag];[];[])
MoveField(android.support.v7.app.AppCompatActivity;com.microsoft.notification_hubs_test_app.NotificationData.CustomActionType.CustomAudioType.MessageSize;[arrayadapter];[];[])
ExtractSubClass(com.hako.utils.HomeLayout;Class_46;[];[getCount];[])
PullUpMethod(com.microsoft.windowsazure.messaging.BaiduNativeRegistration;com.microsoft.windowsazure.messaging.Registration;[];[getChannelId];[])
MoveField(Class_2;com.microsoft.windowsazure.messaging.tests.ConnectionStringTests;[pushMessages];[];[])
IncreaseMethodSecurity(com.google.zxing.ResultPoint;;[];[aboutEquals];[])
MoveField(com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;Class_24;[class_18];[];[])
PullUpField(uk.co.chrisjenx.paralloid.graphics.ParallaxDrawable;android.graphics.drawable.Drawable;[mWidth];[];[])
PushDownField(com.microsoft.notification_hubs_test_app.NotificationData.CustomActionType.CustomAudioType.MessageSize;Class_9;[timeoutMs];[];[])
PullUpField(Class_9;com.microsoft.notification_hubs_test_app.NotificationData.CustomActionType.CustomAudioType.MessageSize;[messageSize];[];[])
PullUpField(com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;android.webkit.WebView;[class_24];[];[])
DecreaseFieldSecurity(Class_21;;[tipo];[];[])
ExtractSubClass(com.hako.word.DashboardLayout;Class_47;[UNEVEN_GRID_PENALTY_MULTIPLIER];[onLayout];[])
ExtractSuperClass(Class_11;Class_48;[];[set_value];[])
PushDownField(com.hako.word.DashboardLayout;Class_47;[mMaxChildWidth];[];[])
IncreaseMethodSecurity(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;;[];[write];[])
DecreaseFieldSecurity(android.support.v7.app.AppCompatActivity;;[messagesize];[];[])
PullUpField(Class_16;com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;[PARAM_TEST_TABLE_NAME];[];[])
DecreaseFieldSecurity(com.apptitive.ramadan.views.ParallaxListView;;[class_10];[];[])
DecreaseFieldSecurity(android.graphics.drawable.Drawable;;[mWidth];[];[])
DecreaseFieldSecurity(java.lang.Exception;;[serialVersionUID];[];[])
ExtractSuperClass(Class_41;Class_49;[];[getNodeValue];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.tests.ConnectionStringTests;Class_50;[class_43];[getPushMessages|testCreateConnectionWithCustomAccessString|testCreateConnectionWithListenAccessString];[])
ExtractSuperClass(Class_6;Class_51;[mTestCases];[loadCustomXmlData];[])
PushDownField(android.view.ViewGroup;com.hako.word.DashboardLayout;[mMaxChildHeight];[];[])
PushDownMethod(com.hako.utils.HomeLayout;Class_46;[];[onLayout];[])
PullUpMethod(Class_47;com.hako.word.DashboardLayout;[];[onLayout];[])
ExtractSuperClass(com.microsoft.windowsazure.messaging.e2etestapp.push.GCMMessageCallback;Class_52;[];[timeoutElapsed];[])
DecreaseFieldSecurity(artofillusion.math.FastRandom;;[MASK];[];[])
ExtractClass(Class_50;Class_53;[];[testCreateConnectionWithCustomAccessString];[])
ExtractSubClass(Class_16;Class_54;[];[createRegisterTemplateEmptyFCMRegistrationIdTestCase];[])
ExtractSuperClass(Class_45;Class_55;[];[extractString];[])
ExtractClass(Class_12;Class_56;[listener];[onKeyPreIme];[])
DecreaseFieldSecurity(Class_47;;[mMaxChildWidth];[];[])
IncreaseMethodSecurity(org.apache.servicemix.samples.cxf_ws_rm.MessageLossSimulator.WrappedOutputStream.DummyOutputStream;;[];[write];[])
ExtractSubClass(Class_39;Class_57;[];[setTypefaceFromAssets];[])
PullUpMethod(com.google.zxing.client.android.ViewfinderView;android.view.View;[];[onDraw];[])
ExtractSubClass(com.microsoft.windowsazure.messaging.e2etestapp.push.GCMMessageManager;Class_58;[registrationMessages];[newRegistrationMessage];[])
IncreaseFieldSecurity(com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;;[REGISTRATION_NAME_STORAGE_KEY];[];[])
ExtractSuperClass(com.microsoft.notification_hubs_test_app.NotificationData.CustomActionType.CustomAudioType.MessageSize;Class_59;[includePicture];[parseMessageSize|setArrayadapter];[])
PushDownField(com.microsoft.windowsazure.messaging.e2etestapp.framework.TestGroup;com.microsoft.windowsazure.messaging.e2etestapp.tests.MiscTests;[mTestRunQueue];[];[])
PushDownMethod(Class_17;com.microsoft.windowsazure.messaging.e2etestapp.framework.TestGroup.TestRunStatus;[];[getMWrappedDrawable];[])
IncreaseMethodSecurity(com.asdamp.x_day.Data;;[];[setNotification];[])
PullUpField(uk.co.chrisjenx.paralloid.graphics.ParallaxDrawable;android.graphics.drawable.Drawable;[mHeight];[];[])
ExtractSuperClass(Class_59;Class_60;[includePicture];[parseMessageSize];[])
PushDownField(Class_14;Class_3;[ADDEND];[];[])
