ExtractSuperClass(io.avaje.metrics.agent.asm.Attribute.Set;Class_1;[SIZE_INCREMENT];[add|addAttributes];[])
ExtractSubClass(io.avaje.metrics.agent.asm.MethodTooLargeException;Class_9;[];[];[])
ExtractSubClass(org.apache.bsf.util.BSFClassLoader;Class_10;[];[];[])
PullUpMethod(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.DefiniteLengthInputStream;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.LimitedInputStream;[];[toByteArray];[])
ExtractSubClass(io.avaje.metrics.agent.ClassAdapterMetric.ClassTimedAnnotationVisitor;Class_12;[];[];[])
IncreaseFieldSecurity(org.test.app.model.Contact;;[name];[];[])
ExtractSuperClass(io.avaje.metrics.agent.asm.ClassReader;Class_13;[b|cpInfoOffsets];[getItem|getSuperName|readAttribute|readModule|readShort];[])
DecreaseMethodSecurity(com.myapp.something.nice.NiceService;;[];[doNice];[])
MoveMethod(io.avaje.metrics.agent.AgentManifestTest;org.test.web.api.OrderServiceTest;[];[trim];[])
ExtractSuperClass(org.test.app.model.Contact;Class_14;[name];[getName|setId];[])
ExtractSubClass(io.avaje.metrics.MetricManager;Class_15;[lastMetricName];[testLastActiveThreadContext];[])
ExtractClass(Interpret.InterpretConsole;Class_16;[_buf];[write];[])
MoveMethod(io.avaje.metrics.agent.offline.StringReplace;io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;[];[replaceString];[])
MoveMethod(java.io.InputStream;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1OutputStream.ImplicitOutputStream;[];[set_area];[])
ExtractSubClass(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.cms.SignedData;Class_17;[];[];[])
DecreaseMethodSecurity(io.avaje.metrics.agent.AddTimerMetricMethodAdapter.TimedAnnotationVisitor;;[];[isNotEmpty];[])
PushDownField(io.avaje.metrics.agent.asm.AnnotationVisitor;io.avaje.metrics.agent.ClassAdapterMetric.ClassTimedAnnotationVisitor;[api];[];[])
DecreaseMethodSecurity(io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;;[];[replaceString];[])
IncreaseFieldSecurity(io.avaje.metrics.agent.asm.ModuleVisitor;;[mv];[];[])
ExtractSubClass(Interpret.InterpretConsole;Class_19;[timedannotationvisitor];[flush];[])
DecreaseFieldSecurity(org.test.main.ExampleService;;[RUNTIME_VISIBLE_PARAMETER_ANNOTATIONS];[];[])
PullUpField(io.avaje.metrics.agent.ClassAdapterMetric.ClassTimedAnnotationVisitor;io.avaje.metrics.agent.asm.AnnotationVisitor;[api];[];[])
ExtractSubClass(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.cms.SignerInfo;Class_20;[digAlgorithm];[getDigestAlgorithm|getDigestEncryptionAlgorithm|getSID];[])
DecreaseMethodSecurity(io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;;[];[getSuperclass];[])
DecreaseFieldSecurity(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.DERVisibleString;;[string];[];[])
ExtractSubClass(com.android.volley.toolbox.ByteArrayPool;Class_21;[mBuffersBySize];[];[])
EncapsulateField(com.alakinfotech.ydpandroid.Arraydatasample;;[arrayobj];[];[])
ExtractClass(org.apache.bsf.BSF_Log;Class_23;[debug2|error2|info2|name];[];[])
MoveMethod(io.avaje.metrics.agent.offline.InputStreamTransform;com.myapp.something.nice.ExcludeMeService;[];[log];[])
ExtractSubClass(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x509.Extension;Class_24;[authorityKeyIdentifier|basicConstraints|biometricInfo|cRLNumber|certificateIssuer|deltaCRLIndicator|extendedKeyUsage|inhibitAnyPolicy|instructionCode|invalidityDate|issuerAlternativeName|issuingDistributionPoint|logoType|nameConstraints|policyMappings|reasonCode|subjectKeyIdentifier];[convertValueToObject];[])
ExtractSubClass(io.avaje.metrics.agent.Transformer;Class_25;[];[setLogger];[])
DecreaseFieldSecurity(com.alakinfotech.ydpandroid.Arraydatasample;;[arrayobj];[];[])
PullUpMethod(Interpret.InterpretConsole;java.io.OutputStream;[];[run];[])
PullUpField(io.avaje.metrics.agent.asm.SymbolTable.Entry;io.avaje.metrics.agent.asm.Symbol;[next];[];[])
DecreaseFieldSecurity(io.avaje.metrics.agent.IgnoreClassHelper;;[ignoreOneLevel];[];[])
PushDownMethod(io.avaje.metrics.agent.asm.Symbol;io.avaje.metrics.agent.asm.SymbolTable.Entry;[];[getArgumentsAndReturnSizes];[])
ExtractClass(io.avaje.metrics.agent.asm.AnnotationVisitor;Class_29;[av];[];[])
ExtractClass(io.avaje.metrics.MockBucketTimedMetric;Class_31;[name];[];[])
MoveMethod(org.test.app.service.ContactRepository;com.alakinfotech.ydpandroid.Arraydatasample;[];[fetchData];[])
ExtractSuperClass(com.myapp.something.nice.ExcludeMeService;Class_33;[];[log];[])
PullUpField(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.DERExternal;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1Primitive;[indirectReference];[];[])
MoveMethod(org.apache.bsf.util.MethodUtils.MoreSpecific;org.apache.commons.pool2.impl.ThrowableCallStack.Snapshot;[];[getConstructor];[])
MoveField(io.avaje.metrics.agent.asm.commons.ModuleHashesAttribute;org.test.web.api.CustomTimedResourceTest;[hashes];[];[])
IncreaseMethodSecurity(io.avaje.metrics.agent.EnhanceContext;;[];[isLog];[])
IncreaseMethodSecurity(java.io.OutputStream;;[];[run];[])
DecreaseFieldSecurity(org.test.web.api.ResourceException;;[serialVersionUID];[];[])
MoveMethod(org.apache.bsf.util.event.generator.AdapterClassLoader.LocalThreadClassLoader;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x500.AttributeTypeAndValue;[];[defineClass];[])
ExtractSubClass(io.avaje.metrics.agent.asm.commons.InstructionAdapter;Class_37;[];[invokestatic];[])
ExtractSubClass(io.avaje.metrics.MockBucketTimedMetric;Class_42;[];[testReset];[])
PullUpMethod(com.alakinfotech.ydpandroid.Arraydatasample;java.lang.Object;[];[getArrayobj];[])
PushDownMethod(io.avaje.metrics.agent.asm.ClassWriter;io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;[];[newPackage];[])
MoveField(io.avaje.metrics.agent.offline.StringReplace;io.avaje.metrics.agent.asm.Attribute.Set;[classwriterwithoutclassloading];[];[])
PushDownMethod(Class_33;com.myapp.something.nice.ExcludeMeService;[];[log];[])
PushDownField(Class_19;org.apache.bsf.BSF_Log;[timedannotationvisitor];[];[])
MoveField(io.avaje.metrics.agent.asm.SymbolTable.Entry;java.lang.Object;[hashCode];[];[])
ExtractSuperClass(Class_23;Class_45;[error2];[getDebug2|setInfo2];[])
PushDownMethod(Class_4;com.android.volley.toolbox.ByteArrayPool;[];[getBuf];[])
PushDownField(org.apache.bsf.util.event.generator.AdapterClassLoader.LocalThreadClassLoader;Class_14;[attributetypeandvalue];[];[])
PushDownField(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1Sequence;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.DLSequence;[max];[];[])
ExtractSuperClass(io.avaje.metrics.agent.asm.Attribute;Class_47;[nextAttribute];[getLabels];[])
EncapsulateField(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x509.TBSCertificateStructure;;[serialNumber];[];[])
PullUpField(org.apache.bsf.util.MethodUtils.MoreSpecific;java.util.Vector;[snapshot];[];[])
ExtractSuperClass(io.avaje.metrics.agent.asm.RecordComponentVisitor;Class_51;[delegate];[];[])
MoveField(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.cms.SignedData;org.apache.bsf.util.ScriptSymbolTable;[version];[];[])
PullUpMethod(org.apache.commons.pool2.impl.ThrowableCallStack.Snapshot;java.lang.Throwable;[];[getConstructor];[])
ExtractClass(java.lang.Object;Class_53;[arrayobj];[getHashCode];[])
MoveField(org.apache.commons.pool2.impl.ThrowableCallStack.Snapshot;io.avaje.metrics.agent.asm.commons.StaticInitMerger;[serialVersionUID];[];[])
MoveMethod(Class_14;java.lang.ClassLoader;[];[findSystemClass];[])
ExtractSubClass(com.alakinfotech.ydpandroid.Arraydatasample;Class_54;[];[setArrayobj];[])
PushDownField(java.lang.Object;com.alakinfotech.ydpandroid.Arraydatasample;[hashCode];[];[])
MoveMethod(org.apache.bsf.util.MethodUtils.MoreSpecific;Class_15;[];[addItem];[])
PullUpField(org.apache.commons.pool2.impl.ThrowableCallStack.Snapshot;java.lang.Throwable;[staticinitmerger];[];[])
ExtractSubClass(io.avaje.metrics.agent.asm.commons.Method;Class_55;[PRIMITIVE_TYPE_DESCRIPTORS];[getArgumentTypes|getMethod|getName];[])
MoveField(io.avaje.metrics.agent.offline.StringReplace;Class_1;[set];[];[])
PullUpField(io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;io.avaje.metrics.agent.asm.ClassWriter;[classLoader];[];[])
MoveField(Class_4;Class_14;[mBuffersByLastUse];[];[])
MoveField(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x500.X500Name;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1InputStream;[rdns];[];[])
ExtractSubClass(io.avaje.metrics.agent.asm.SymbolTable.Entry;Class_58;[object];[getArgumentsAndReturnSizes];[])
IncreaseMethodSecurity(org.test.app.model.Contact;;[];[setId];[])
ExtractSubClass(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x509.X509Extension;Class_59;[auditIdentity|basicConstraints|cRLNumber|inhibitAnyPolicy|invalidityDate|issuerAlternativeName|logoType|qCStatements|subjectInfoAccess|targetInformation];[isCritical];[])
PullUpField(Class_9;org.apache.bsf.util.event.generator.AdapterClassLoader;[classCache];[];[])
IncreaseFieldSecurity(Class_14;;[classloader];[];[])
ExtractClass(Class_37;Class_60;[];[];[])
ExtractSubClass(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1OutputStream.ImplicitOutputStream;Class_64;[];[set_area];[])
ExtractClass(io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;Class_66;[class_16];[getInstanceOfs];[])
DecreaseFieldSecurity(Class_16;;[_buf];[];[])
MoveMethod(Class_14;org.apache.bsf.util.event.generator.AdapterClassLoader;[];[getName];[])
MoveField(io.avaje.metrics.agent.asm.Context;org.test.main.Main;[currentLocalVariableAnnotationRangeIndices];[];[])
DecreaseFieldSecurity(io.avaje.metrics.agent.asm.commons.StaticInitMerger;;[owner];[];[])
MoveField(org.apache.bsf.BSF_Log;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x500.RDN;[fatal1];[];[])
DecreaseFieldSecurity(io.avaje.metrics.agent.asm.commons.LocalVariablesSorter;;[remappedVariableIndices];[];[])
PullUpMethod(Interpret.InterpretConsole;java.io.OutputStream;[];[write];[])
ExtractSuperClass(Class_6;Class_70;[];[addFieldDefinition];[])
PullUpMethod(io.avaje.metrics.agent.common.ClassWriterWithoutClassLoading;io.avaje.metrics.agent.asm.ClassWriter;[];[getSuperclass];[])
PullUpField(io.avaje.metrics.agent.asm.SymbolTable.Entry;io.avaje.metrics.agent.asm.Symbol;[TYPE_TAG];[];[])
MoveField(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1OutputStream.ImplicitOutputStream;Class_2;[os];[];[])
ExtractSubClass(Class_23;Class_72;[];[setError2|setName];[])
MoveField(io.avaje.metrics.agent.AddTimerMetricMethodAdapter.TimedAnnotationVisitor;com.alakinfotech.ydpandroid.Arraydatasample;[class_6];[];[])
PushDownMethod(com.alakinfotech.ydpandroid.Arraydatasample;Class_54;[];[setHashCode];[])
IncreaseMethodSecurity(org.apache.commons.pool2.impl.ThrowableCallStack.Snapshot;;[];[getConstructor];[])
DecreaseFieldSecurity(Class_66;;[class_16];[];[])
PushDownMethod(org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.ASN1Object;org.jenkinsci.plugins.iosbuilder.signing.bouncycastle.asn1.x500.RDN;[];[hasEncodedTagValue];[])
IncreaseMethodSecurity(org.apache.bsf.util.event.generator.AdapterClassLoader.LocalThreadClassLoader;;[];[findLoadedClass];[])
