ExtractSubClass(org.smpp.charset.Gsm7BitCharset;Class_12;[debug|defaultDecodeMap|defaultEncodeMap|extDecodeMap];[contains];[])
ExtractSubClass(java.lang.Boolean;Class_30;[TRUE|serialVersionUID];[compare|valueOf];[])
PullUpMethod(com.peergreen.deployment.facet.archive.ArchiveException;java.lang.Exception;[];[setSelectedHourOfDay];[])
ExtractClass(org.smpp.charset.Gsm7BitCharset;Class_31;[gsmCharacters];[];[])
ExtractSuperClass(rp1.rossum.RsRectangle;Class_32;[height|serialVersionUID|width];[contains|insert|translate];[])
IncreaseMethodSecurity(org.pentaho.di.trans.steps.mongodb.MongoDbMeta;;[];[setJournal];[])
MoveField(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputMeta.MongoField.MongoIndex;org.leo.bytecode.asm.aop.AopClassLoader;[m_upsert];[];[])
PullUpField(org.smpp.charset.Gsm7BitCharset;java.nio.charset.Charset;[extEncodeMap];[];[])
IncreaseFieldSecurity(com.vtb.test.automation.framework.selenium2.ui.Downloads;;[artifactstatusreportexception];[];[])
ExtractClass(test.aspects.HandleExceptionTest.TestService.BooomException;Class_33;[];[setM_arrayIndexInfo];[])
DecreaseMethodSecurity(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputData.MongoTopLevel;;[];[kettleRowToMongo];[])
PullUpMethod(org.smpp.charset.Gsm7BitCharset.Gsm7BitEncoder;java.nio.charset.CharsetEncoder;[];[widgetSelected];[])
ExtractSubClass(intelligence.eliza.PrePostList;Class_34;[];[add|xlate];[])
MoveMethod(com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder.NonLoadingClassWriter;org.pentaho.di.trans.steps.mongodbinput.MongoDbInput;[];[getCommonSuperClass];[])
PushDownMethod(java.lang.Exception;com.peergreen.deployment.facet.archive.ArchiveException;[];[setSelectedHourOfDay];[])
ExtractClass(com.github.junrar.io.ReadOnlyAccessInputStream;Class_35;[startPos];[read];[])
PullUpMethod(intelligence.eliza.WordList;java.util.Vector;[];[print];[])
IncreaseMethodSecurity(org.pentaho.di.ui.trans.steps.mongodbinput.models.MongoDocumentField;;[];[convertTo];[])
ExtractSuperClass(org.pentaho.mongo.wrapper.KettleMongoUtilLogger;Class_36;[logChannelInterface];[isDebugEnabled];[])
IncreaseFieldSecurity(com.google.java.contract.core.agent.LineNumberingClassAdapter;;[lineNumbers];[];[])
MoveField(org.tuleap.mylyn.task.internal.agile.ui.editors.cardwall.figure.DateWidget;com.noveogroup.clap.web.util.locale.Control;[initialText];[];[])
MoveMethod(com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder;org.pentaho.di.ui.trans.steps.mongodbinput.MongoDbInputDialog;[];[findSuperInfoFromClassFile];[])
IncreaseFieldSecurity(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputMeta.MongoField.MongoIndex;;[m_update];[];[])
ExtractSuperClass(org.pentaho.di.trans.steps.mongodbinput.MongoDbInputDataTest;Class_37;[];[answer|testArrayUnwindArrayFieldsOnly|testArrayUnwindOneArrayExpandFieldAndOneNormalField|testDiscoverFieldsExceptionCallback|testGetNonExistentField];[])
MoveMethod(com.vtb.test.automation.framework.selenium2.ui.Downloads;org.pentaho.di.ui.trans.step.BaseStepGenericXulDialog;[];[getM_outputRowMeta];[])
PullUpMethod(test.aspects.HandleExceptionTest.TestService.BooomException;org.junit.Assert.Exception;[];[error];[])
ExtractSubClass(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputMeta.MongoField.MongoIndex;Class_38;[RETRIES];[getMongoFields|getMongoIndexes|getStepData|getTruncate|getUpdate|getUpsert|getWriteRetryDelay|setBatchInsertSize|setModifierUpdate|setMongoIndexes|setMulti|supportsErrorHandling|toString];[])
IncreaseMethodSecurity(com.github.junrar.io.ReadOnlyAccessInputStream;;[];[read];[])
IncreaseFieldSecurity(org.pentaho.mongo.wrapper.field.MongoArrayExpansion;;[m_expansionPath];[];[])
MoveField(org.pentaho.di.ui.trans.steps.mongodbinput.models.MongoTag;com.peergreen.deployment.facet.archive.ArchiveException;[m_tagName];[];[])
MoveField(java.lang.Integer;com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder.NonLoadingClassWriter;[serialVersionUID];[];[])
MoveField(rp1.rossum.RsTransform;java.io.InputStream;[m13];[];[])
IncreaseMethodSecurity(org.pentaho.mongo.wrapper.field.MongoField;;[];[compareTo];[])
ExtractSubClass(org.pentaho.di.ui.trans.steps.mongodbinput.models.MongoTag;Class_39;[];[setTagName];[])
ExtractSubClass(rp1.rossum.RsTransform;Class_40;[m21];[getM13|setM13|setTheta];[])
IncreaseMethodSecurity(org.pentaho.di.trans.steps.mongodb.MongoDbMeta;;[];[setDbName];[])
PullUpField(com.google.java.contract.core.model.ClassName;com.google.java.contract.core.model.TypeName;[IS_BINARY_NAME];[];[])
IncreaseFieldSecurity(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputData;;[REPL_SET_COLLECTION];[];[])
PullUpMethod(org.pentaho.di.ui.trans.steps.mongodbinput.MongoDbInputXulDialog.IsEmptyStringToBooleanConvertor.SelectedToBooleanConvertor.RowCountToBooleanConvertor;org.pentaho.di.ui.trans.steps.mongodbinput.BindingConvertor;[];[joinTags];[])
ExtractSuperClass(org.pentaho.mongo.wrapper.field.MongoArrayExpansion;Class_41;[m_expansionPath|m_pathParts];[convertToKettleValue|reset];[])
PullUpMethod(com.peergreen.deployment.facet.archive.ArchiveException;java.lang.Exception;[];[getM_tagName];[])
PullUpField(math.jwave.exceptions.JWaveFailure;math.jwave.exceptions.JWaveException;[serialVersionUID];[];[])
PullUpField(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputMeta;org.pentaho.di.trans.steps.mongodb.MongoDbMeta;[PKG];[];[])
PullUpMethod(com.peergreen.deployment.facet.archive.ArchiveException;java.lang.Exception;[];[setM_tagName];[])
ExtractSuperClass(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputData.MongoTopLevel;Class_1;[m_collection];[getConnection|getMongoFields|getQueryObject|kettleRowToMongo|setMongoFields];[])
PullUpMethod(com.google.java.contract.core.agent.ContractAnalyzer;org.objectweb.asm.ClassVisitor;[];[visitMethod];[])
ExtractSubClass(com.vtb.test.automation.framework.selenium2.ui.Browser.Downloads;Class_2;[];[getDownloadedFile];[])
PullUpMethod(org.pentaho.di.ui.trans.steps.mongodbinput.models.MongoDbModel;org.pentaho.ui.xul.XulEventSourceAdapter;[];[setFieldsName];[])
ExtractSuperClass(org.objectweb.asm.ClassVisitor;Class_3;[];[captureLastMethodNode];[])
PullUpMethod(com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder;org.objectweb.asm.ClassVisitor;[];[addDefaultAssignable];[])
MoveField(me.MnC.MnC_SERVER_MOD.util.MTRandom;com.peergreen.deployment.internal.model.persistence.PersistenceException;[UPPER_MASK];[];[])
DecreaseFieldSecurity(org.pentaho.di.trans.steps.mongodb.MongoDbMeta;;[m_useSSLSocketFactory];[];[])
ExtractSubClass(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputMeta.MongoField;Class_5;[insertNull|m_modifierOperationApplyPolicy];[reset];[])
ExtractClass(me.MnC.MnC_SERVER_MOD.util.MTRandom;Class_6;[MAGIC_FACTOR1|MAGIC_FACTOR3|MAGIC_SEED|mti|serialVersionUID];[];[])
ExtractSuperClass(com.google.java.contract.core.runtime.BlacklistManager;Class_7;[];[ignore|unignore];[])
ExtractClass(Class_6;Class_8;[];[];[])
DecreaseFieldSecurity(org.pentaho.di.ui.trans.steps.mongodbinput.models.MongoTag;;[archiveexception];[];[])
ExtractSubClass(Class_37;Class_9;[];[];[])
ExtractClass(com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder.NonLoadingClassWriter;Class_11;[];[analyze|instrumentWithContracts|instrumentWithDebug|transform];[])
ExtractSubClass(me.MnC.MnC_SERVER_MOD.util.MTRandom;Class_15;[LOWER_MASK|MAGIC_FACTOR2];[];[])
IncreaseMethodSecurity(com.google.java.contract.core.agent.SpecificationClassAdapter;;[];[visit];[])
MoveField(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputDialog;Class_36;[m_wConfigTab];[];[])
ExtractSuperClass(org.pentaho.mongo.wrapper.field.MongodbInputDiscoverFieldsImpl;Class_16;[];[jsonPipelineToDBObjectList|updateMinMaxArrayIndexes];[])
ExtractSuperClass(intelligence.eliza.Decomp;Class_17;[pattern|reasemb];[];[])
IncreaseFieldSecurity(org.pentaho.di.trans.steps.mongodb.MongoDbMeta;;[PKG];[];[])
ExtractSuperClass(java.lang.Boolean;Class_18;[FALSE];[];[])
PullUpField(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputDialog;org.pentaho.di.ui.trans.step.BaseStepDialog;[m_modifierUpdateBut];[];[])
ExtractSuperClass(com.google.java.contract.core.agent.ContractHandle;Class_19;[className|contractMethod|key];[getClassName|getContractMethod|isInjected];[])
ExtractSubClass(com.google.java.contract.core.model.ContractKind;Class_22;[];[];[])
ExtractClass(org.pentaho.di.ui.trans.steps.mongodbinput.models.MongoDocumentField;Class_24;[m_indexedVals|m_occurenceFraction];[convertFrom|convertFromList|getIsDisparateTypes|getKettleType|setIndexedValues|setIsDisparateTypes];[])
ExtractSuperClass(com.google.java.contract.core.model.TypeName;Class_26;[];[toString];[])
EncapsulateField(java.lang.Double;;[MAX_VALUE];[];[])
PullUpField(com.peergreen.deployment.monitor.URITrackerException;java.lang.Exception;[serialVersionUID];[];[])
PullUpMethod(com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder;org.objectweb.asm.ClassVisitor;[];[findSuperInfoFromClassFile];[])
MoveField(com.peergreen.deployment.internal.model.persistence.PersistenceException;org.smpp.charset.Gsm7BitCharset;[UPPER_MASK];[];[])
ExtractSubClass(com.peergreen.deployment.internal.model.persistence.PersistenceException;Class_28;[];[setUPPER_MASK];[])
PullUpField(org.pentaho.di.trans.steps.mongodbinput.MongoDbInputMeta;org.pentaho.di.trans.steps.mongodb.MongoDbMeta;[m_executeForEachIncomingRow];[];[])
MoveMethod(org.tuleap.mylyn.task.internal.agile.ui.editors.cardwall.figure.DateWidget;org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputData.MongoTopLevel;[];[getDate];[])
MoveField(org.pentaho.mongo.wrapper.field.MongoField;org.pentaho.di.ui.trans.steps.mongodbinput.MongoDbInputXulDialog.IsEmptyStringToBooleanConvertor.SelectedToBooleanConvertor.RowCountToBooleanConvertor;[m_fieldName];[];[])
ExtractClass(rp1.rossum.RsTransform;Class_31;[m11|m12];[concat|iMapArrayIndex|map];[])
MoveMethod(org.pentaho.di.ui.trans.steps.mongodbinput.MongoDbInputXulDialog.IsEmptyStringToBooleanConvertor;com.peergreen.deployment.facet.content.ContentException;[];[sourceToTarget];[])
ExtractSuperClass(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputDataTest;Class_34;[space];[answer];[])
EncapsulateField(rp1.rossum.RsSegment;;[v];[];[])
IncreaseMethodSecurity(Class_38;;[];[supportsErrorHandling];[])
MoveField(intelligence.eliza.PrePost;com.peergreen.deployment.internal.model.persistence.PersistenceException;[dest];[];[])
PullUpMethod(com.google.java.contract.core.agent.ContractClassFileTransformer.SuperInfoFinder;org.objectweb.asm.ClassVisitor;[];[findSuperInfo];[])
ExtractClass(Class_22;Class_37;[m_tempParts];[convertToKettleValue];[])
PullUpField(org.pentaho.di.ui.trans.steps.mongodbinput.MongoDbInputXulDialog.IsEmptyStringToBooleanConvertor.SelectedToBooleanConvertor.RowCountToBooleanConvertor;org.pentaho.di.ui.trans.steps.mongodbinput.BindingConvertor;[dateText];[];[])
PullUpField(org.pentaho.mongo.wrapper.KettleMongoUtilLogger;Class_36;[booomexception];[];[])
IncreaseMethodSecurity(test.aspects.HandleExceptionTest.TestService.BooomException;;[];[getM_arrayIndexInfo];[])
DecreaseFieldSecurity(test.aspects.HandleExceptionTest.TestService.BooomException;;[m_arrayIndexInfo];[];[])
IncreaseMethodSecurity(org.smpp.charset.Gsm7BitCharset.Gsm7BitEncoder.Gsm7BitDecoder;;[];[decodeLoop];[])
ExtractClass(Class_3;Class_40;[];[internMethod];[])
IncreaseMethodSecurity(com.vtb.test.automation.framework.selenium2.ui.Downloads;;[];[getM_outputRowMeta];[])
MoveField(com.google.java.contract.core.agent.ContractAnalyzer;com.vtb.test.automation.framework.selenium2.ui.Browser.Downloads;[methodHandles];[];[])
DecreaseFieldSecurity(org.pentaho.di.trans.steps.mongodb.MongoDbMeta;;[m_readPreference];[];[])
ExtractSubClass(org.pentaho.mongo.wrapper.field.MongoField;Class_42;[m_percentageOfSample];[compareTo|convertToKettleValue|copy|getName|init|setIndexedVals];[])
ExtractClass(org.pentaho.di.ui.swing.preview.PreviewRowsSwingDialog;Class_43;[];[getClassForMessages|init|initializeXul];[])
MoveMethod(org.pentaho.di.trans.steps.mongodbinput.MongoDbInputTest;org.pentaho.mongo.wrapper.field.MongoField;[];[setupReturns];[])
PullUpField(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputData.MongoTopLevel;Class_1;[m_hasTopLevelJSONDocInsert];[];[])
MoveField(org.pentaho.di.trans.steps.mongodboutput.MongoDbOutputMetaInjectionTest;org.mockito.Mockito.BaseMongoDbStepTest;[m_readPrefTagSets];[];[])
