ExtractSubClass(org.spoutcraft.launcher.skin.components.LiteButton;Class_1;[clicked];[mouseExited];[])
ExtractClass(com.silverpeas.tags.organization.MenuItem;Class_16;[description];[getFatherId|getHrefPath|getIconPath|getName|getSpaceId|setHrefTitle|setIconPath|setSpaceId];[])
DecreaseFieldSecurity(com.spectralogic.ds3client.integration.RandomDataInputStream;;[length];[];[])
IncreaseMethodSecurity(com.sirma.itt.javacourse.objects.quadrilaterals.Rhombus;;[];[draw];[])
IncreaseFieldSecurity(com.sirma.itt.javacourse.ds.lists.SinglyLinkedListTest.Person;;[name];[];[])
EncapsulateField(com.sirma.itt.javacourse.ds.lists.SinglyLinkedList.Node;;[next];[];[])
ExtractSubClass(com.sirma.itt.javacourse.objects.trees.HomogeneousTreeNode;Class_17;[rightChild];[getLeftChild];[])
ExtractSuperClass(com.sirma.itt.javacourse.threads.stopcounter.StopCounterThreadTest;Class_18;[thread];[setUp|testCountToEnd];[])
DecreaseFieldSecurity(com.twitter.intellij.pants.bsp.InvalidTargetException;;[myTargetString];[];[])
DecreaseFieldSecurity(mbank.database.managersImpl.AccountDBManager;;[tableName];[];[])
PullUpField(Class_14;com.sirma.itt.javacourse.patterns.pool.ObjectPool;[maxPoolSize];[];[])
PullUpField(com.sirma.itt.javacourse.objects.quadrilaterals.Square;com.sirma.itt.javacourse.objects.figures.Figure;[size];[];[])
IncreaseMethodSecurity(org.sitoolkit.core.infra.util.TextFile;;[];[setText];[])
MoveField(com.sirma.itt.javacourse.gui.transmitter.MulticastClient;com.sirma.itt.javacourse.gui.helloserver.Server;[socket];[];[])
MoveMethod(com.sirma.itt.javacourse.gui.infoserver.ServerView;com.sirma.itt.javacourse.patterns.observer.Stock;[];[disposeView];[])
PushDownMethod(javax.swing.JFileChooser;project_385.FileGetter;[];[failed];[])
ExtractClass(com.sirma.itt.javacourse.gui.reverseserver.Client;Class_19;[LOGGER|socket|view];[connectToServer|readMessageFromServer|sendMessageToServer|setMessage];[])
ExtractSuperClass(com.sirma.itt.javacourse.ds.lists.CircularlyLinkedListTest;Class_20;[];[addFirst_Should_WorkProperly_WithMultipleElements|addLast_Should_WorkProperly_WithOneElement|removeFirst_Should_ReturnNull_When_ListIsEmpty|should_WorkProperly_WithRoundRobinScheduling|should_WorkWithAlotOfElements];[])
EncapsulateField(heroesgrave.spade.gui.colorchooser.Channel;;[values];[];[])
ExtractClass(view.mainFrame.LoginPage;Class_21;[adminAction|viewPortPanel];[];[])
MoveField(Class_16;com.sirma.itt.javacourse.objects.sumator.SumatorTest;[description];[];[])
DecreaseFieldSecurity(default.DownloadOutputStream;;[errorAt];[];[])
PullUpMethod(com.spectralogic.ds3client.utils.SeekableByteChannelInputStream;java.io.InputStream;[];[reset];[])
MoveField(view.mainFrame.LoginPage;com.tp.edsi.vue.RadioBouton;[class_21];[];[])
EncapsulateField(project_385.FileGetter;;[fname];[];[])
MoveMethod(com.sirma.itt.javacourse.inputoutput.streams.TransferObject;com.sirma.itt.javacourse.objects.figures.Curve;[];[transfer];[])
PushDownField(com.companyname.blockgame.Block;com.companyname.blockgame.BlockTypes.Dirt;[maxHitPoints];[];[])
PullUpField(heroesgrave.spade.gui.colorchooser.ColourSlider;javax.swing.JComponent;[mode];[];[])
MoveField(project_385.FileGetter;com.sirma.itt.javacourse.gui.utils.SocketUtils;[serialVersionUID];[];[])
ExtractSuperClass(Class_21;Class_22;[adminAction];[setAdminAction];[])
PullUpField(progprak.gruppe53.game.SpeechPane;javax.swing.JTextArea;[show];[];[])
IncreaseMethodSecurity(com.sirma.itt.javacourse.ds.lists.SinglyLinkedList;;[];[last];[])
PullUpField(com.spectralogic.ds3client.integration.RandomDataInputStream;java.io.InputStream;[count];[];[])
ExtractSubClass(com.sirma.itt.javacourse.threads.hashtable.TimeoutHashtable.Timer;Class_23;[isUsed];[];[])
DecreaseFieldSecurity(heroesgrave.utils.misc.Metadata;;[metadata];[];[])
ExtractClass(com.sirma.itt.javacourse.ds.trees.GenericTree.Node;Class_24;[children];[getChildrenCount];[])
ExtractSuperClass(com.sirma.itt.javacourse.gui.calculatormvc.Run;Class_25;[];[main];[])
DecreaseFieldSecurity(javax.swing.tree.DefaultMutableTreeNode;;[info];[];[])
IncreaseMethodSecurity(heroesgrave.spade.io.exporters.ExporterGenericImageIO;;[];[getFileExtension];[])
MoveField(com.sirma.itt.javacourse.regex.reflection.RandomString;newNetwork.AppendableObjectOutputStream;[SYMBOL_TYPE_UP_LETTERS];[];[])
PullUpField(com.twitter.intellij.pants.bsp.InvalidTargetException;java.lang.Throwable;[myMessage];[];[])
PullUpMethod(com.sirma.itt.javacourse.gui.downloadagent.DownloadTask;com.sirma.itt.javacourse.gui.downloadagent.SwingWorker;[];[done];[])
MoveMethod(com.sirma.itt.javacourse.ds.Main;Class_5;[];[main];[])
DecreaseFieldSecurity(com.spectralogic.ds3client.integration.RandomDataInputStream;;[length];[];[])
IncreaseFieldSecurity(com.companyname.blockgame.Cell;;[item];[];[])
DecreaseMethodSecurity(com.spectralogic.ds3client.integration.RandomDataInputStream;;[];[read];[])
ExtractClass(Class_24;Class_26;[];[setChildren];[])
DecreaseFieldSecurity(com.sirma.itt.javacourse.gui.infoserver.NoSocketException;;[serialVersionUID];[];[])
IncreaseMethodSecurity(com.sirma.itt.javacourse.patterns.singleton.EventLog;;[];[getDate];[])
PushDownMethod(java.lang.Thread;com.sirma.itt.javacourse.threads.twocounters.RangeCounterThread;[];[setServerStopped];[])
ExtractClass(org.sitoolkit.core.infra.util.TextFile;Class_27;[];[setText];[])
MoveField(com.companyname.blockgame.Cell;javax.swing.filechooser.FileFilter;[serialVersionUID];[];[])
MoveMethod(Class_5;com.sirma.itt.javacourse.ds.lists.CircularlyLinkedList.Node;[];[readFloat];[])
ExtractClass(com.sirma.itt.javacourse.collections.lru.LeastRecentlyUsedTest;Class_28;[];[test|testAddingOneElement|testAddingTwentyElements|testNormalCase|testUseElementWithNoSuchKey|testUsingTwoElements];[])
ExtractSuperClass(com.sirma.itt.javacourse.ds.lists.DoublyLinkedList;Class_29;[header];[addFirst];[])
ExtractSuperClass(com.sirma.itt.javacourse.patterns.observer.StockObserver;Class_30;[unavailableStocks];[add];[])
IncreaseMethodSecurity(com.spectralogic.ds3client.integration.RandomDataInputStream;;[];[read];[])
PushDownMethod(java.io.InputStream;com.spectralogic.ds3client.integration.RandomDataInputStream;[];[close];[])
PullUpField(com.sirma.itt.javacourse.threads.twocounters.RangeCounterThread;java.lang.Thread;[isStopped];[];[])
DecreaseFieldSecurity(Class_30;;[unavailableStocks];[];[])
EncapsulateField(com.sirma.itt.javacourse.gui.utils.SocketUtils;;[PORTS_END_RANGE];[];[])
IncreaseMethodSecurity(Class_28;;[];[testUsingTwoElements];[])
IncreaseMethodSecurity(com.sirma.itt.javacourse.collections.page.Run;;[];[main];[])
PullUpMethod(Class_21;Class_22;[];[getViewPortPanel];[])
ExtractSubClass(heroesgrave.spade.image.Layer;Class_31;[buffer|visible];[addChange|addLayer|floating|getBufferedImage|getDocument|getHeight|getMetadata|getWidth|isFloating|repeatChange];[])
ExtractClass(com.sirma.itt.javacourse.patterns.pool.ObjectPool;Class_32;[instances];[getNumberOfAvailableObjects];[])
DecreaseFieldSecurity(Class_13;;[parent];[];[])
ExtractClass(mbank.database.managersImpl.ActivityDBManager;Class_33;[];[queryByClientId];[])
PushDownField(heroesgrave.spade.io.ImageExporter;heroesgrave.spade.io.exporters.ExporterGenericImageIO;[description];[];[])
PushDownField(javax.swing.JScrollPane;view.mainFrame.LoginPage;[passwordField];[];[])
ExtractSuperClass(com.sirma.itt.javacourse.inputoutput.serialization.DataClassTest;Class_34;[];[testWithValidObject];[])
MoveMethod(Class_26;com.sirma.itt.javacourse.objects.quadrilaterals.Rhombus;[];[setChildren];[])
ExtractSubClass(com.sirma.itt.javacourse.gui.downloadagent.Run;Class_35;[];[run];[])
MoveField(com.sirma.itt.javacourse.ds.lists.SinglyLinkedListTest.Person;com.sirma.itt.javacourse.exceptions.list.List;[name];[];[])
MoveField(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;com.sirma.itt.javacourse.ds.lists.CircularlyLinkedList.Node;[buf];[];[])
PushDownField(java.lang.Throwable;com.twitter.intellij.pants.bsp.InvalidTargetException;[myMessage];[];[])
ExtractSuperClass(Class_22;Class_36;[adminAction];[getViewPortPanel];[])
MoveField(com.tp.edsi.vue.RadioBouton;com.sirma.itt.javacourse.ds.lists.SinglyLinkedList.Node;[serialVersionUID];[];[])
PushDownMethod(com.sirma.itt.javacourse.objects.figures.Figure;com.sirma.itt.javacourse.objects.quadrilaterals.Parallelogram;[];[setPoint];[])
MoveMethod(com.sirma.itt.javacourse.ds.trees.BinaryTree;com.intellij.util.ui.JBFont.JBFontUIResource;[];[addRoot];[])
ExtractClass(javax.swing.filechooser.FileFilter;Class_37;[];[setSerialVersionUID];[])
PushDownMethod(Class_29;com.sirma.itt.javacourse.ds.lists.DoublyLinkedList;[];[addFirst];[])
EncapsulateField(progprak.gruppe53.game.SpeechPane;;[text];[];[])
DecreaseFieldSecurity(newNetwork.AppendableObjectOutputStream;;[SYMBOL_TYPE_UP_LETTERS];[];[])
IncreaseMethodSecurity(com.sirma.itt.javacourse.objects.supermarket.AbstractSupermarket;;[];[addProduct];[])
ExtractSubClass(mbank.database.beans.Property;Class_38;[prop_key];[setProp_value];[])
ExtractClass(com.intellij.util.ui.JBFont;Class_39;[];[asBold|asItalic|biggerOn|deriveFont];[])
ExtractSuperClass(com.sirma.itt.javacourse.collections.lru.LeastRecentlyUsed;Class_40;[size];[add|containsKey|getSize];[])
PullUpMethod(edu.msu.cme.rdp.readseq.utils.BufferedRandomAccessFile;java.io.RandomAccessFile;[];[sync];[])
PullUpMethod(heroesgrave.spade.gui.colorchooser.HexColourField;com.alee.managers.popup.WebPopup;[];[keyTyped];[])
PullUpMethod(com.sirma.itt.javacourse.inputoutput.console.ConsoleReader;Class_5;[];[readInt];[])
ExtractSuperClass(com.sirma.itt.javacourse.gui.helloserver.RunClient;Class_41;[];[main];[])
MoveField(heroesgrave.spade.gui.PaintCanvas;com.sirma.itt.javacourse.gui.infoserver.ServerView;[frozen];[];[])
MoveMethod(com.sirma.itt.javacourse.libraries.hangman.Run;com.sirma.itt.javacourse.threads.producerconsumer.StoreHouseTest;[];[main];[])
PullUpField(com.sirma.itt.javacourse.threads.twocounters.RangeCounterThread;java.lang.Thread;[end];[];[])
IncreaseMethodSecurity(progprak.gruppe53.game.SpeechPane;;[];[getText];[])
ExtractClass(com.sirma.itt.javacourse.objects.trees.HeterogeneousTreeNodeTest;Class_42;[];[testHeterogeneousTreeNodeSetRightChild|testHeterogeneousTreeNodeSimple];[])
PushDownField(java.lang.Thread;com.sirma.itt.javacourse.gui.reverseserver.Client;[end];[];[])
ExtractSubClass(mbank.database.managersImpl.AccountDBManager;Class_43;[];[query];[])
PullUpMethod(com.sirma.itt.javacourse.gui.reverseserver.ClientHandler;java.lang.Thread;[];[readClientMessage];[])
ExtractClass(com.sirma.itt.javacourse.gui.infoserver.ServerView;Class_44;[WINDOW_HEIGHT|serialVersionUID];[disposeView];[])
PushDownField(com.companyname.blockgame.Block;com.companyname.blockgame.BlockTypes.Sand;[baseId];[];[])
PullUpField(com.spectralogic.ds3client.utils.SeekableByteChannelInputStream;java.io.InputStream;[seekableByteChannel];[];[])
ExtractSuperClass(heroesgrave.utils.misc.Metadata;Class_45;[];[getEntries|has|size];[])
PushDownField(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;Class_15;[classResolver];[];[])
PushDownMethod(javax.swing.JComponent;heroesgrave.spade.gui.colorchooser.ColorWheel;[];[drawGrid];[])
ExtractSubClass(com.sirma.itt.javacourse.gui.utils.SocketUtils;Class_46;[HOST|PORTS_START_RANGE];[setPORTS_END_RANGE];[])
PullUpMethod(heroesgrave.spade.gui.colorchooser.HexColourField;com.alee.managers.popup.WebPopup;[];[padZeros];[])
