ExtractClass(net.java.sen.filter.stream.CommentFilter.Rule;Class_1;[end];[readRules];[])
ExtractSuperClass(net.java.sen.util.CSVParser;Class_11;[inputStreamReader|reader];[close|nextRow];[])
ExtractSuperClass(net.java.sen.compiler.VirtualTupleList.VirtualListComparator;Class_12;[];[close];[])
MoveField(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream.CompactObjectOutputStream;net.java.sen.dictionary.Sentence.ConstrainedIterator.UnconstrainedIterator;[TYPE_THIN_DESCRIPTOR];[];[])
ExtractSuperClass(com.zju.ccnt.or.common.util.XDeserializer;Class_13;[];[close|doRead|readBit|readNullTerminatedString|setReadLimit|skip];[])
ExtractSubClass(Class_9;Class_14;[];[equals|replace];[])
ExtractSubClass(transactionalIO.TransactionalFileOutputStream;Class_15;[serialVersionUID];[write];[])
MoveMethod(com.zju.ccnt.or.net.impl.packet.ErrorPacket;com.zju.ccnt.or.common.glossary.column.StringColumn;[];[setSqlState];[])
DecreaseFieldSecurity(net.java.sen.dictionary.Dictionary;;[tokenBuffer];[];[])
ExtractSuperClass(net.java.sen.dictionary.Morpheme.LoadState;Class_16;[basicForm|streaminfo];[getAdditionalInformation|getBasicForm|getConjugationalForm];[])
ExtractSuperClass(net.java.sen.trie.TrieBuilder.TrieNode;Class_17;[code];[resize];[])
ExtractSubClass(net.java.sen.filter.reading.NumberFilter;Class_18;[];[filterReadings];[])
ExtractClass(com.jv.utils.MFile;Class_19;[];[getSubFileCount];[])
ExtractSubClass(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream.CompactObjectOutputStream;Class_20;[TYPE_FAT_DESCRIPTOR];[setTYPE_THIN_DESCRIPTOR];[])
ExtractClass(com.zju.ccnt.or.net.impl.XInputStreamImpl;Class_21;[is|readCount];[hasMore|read|readLengthCodedString|readNullTerminatedString|setReadLimit];[])
DecreaseFieldSecurity(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4;;[serialVersionUID];[];[])
IncreaseMethodSecurity(net.java.sen.dictionary.Sentence.ConstrainedIterator.UnconstrainedIterator;;[];[getCharacters];[])
PullUpField(main.ReadingGrammarException;java.io.IOException;[serialVersionUID];[];[])
ExtractSubClass(com.zju.ccnt.or.common.glossary.column.StringColumn;Class_22;[serialVersionUID];[toString];[])
MoveField(com.redhat.lightblue.rest.audit.LightblueAuditServletFilterTest.TeeInMemoryStringPrintStream;net.java.sen.ReadingProcessor.ReadingResult;[originalPrintStream];[];[])
MoveField(com.alag.ci.textanalysis.lucene.impl.SynonymPhraseStopWordAnalyzer;Class_9;[synonymsCache];[];[])
PullUpField(Class_20;se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream.CompactObjectOutputStream;[TYPE_FAT_DESCRIPTOR];[];[])
IncreaseMethodSecurity(us.kbase.common.service.JsonTokenStream.LargeStringSearchingReader;;[];[read];[])
ExtractClass(Class_10;Class_23;[];[getSampleSize];[])
ExtractClass(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8.UnsignedLongUnlimited;Class_24;[value];[doubleValue|floatValue|hashCode|toString];[])
MoveMethod(com.zju.ccnt.or.net.impl.TransportInputStreamImpl;java.io.PrintStream;[];[readPacket];[])
MoveField(net.java.sen.filter.stream.CommentFilter.Rule;com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8;[partOfSpeech];[];[])
PullUpField(com.zju.ccnt.or.common.util.XDeserializer;Class_13;[is];[];[])
ExtractSubClass(net.java.sen.filter.stream.CommentFilter.Rule;Class_25;[unsignedlong8];[getEnd|postProcess|setEnd];[])
ExtractClass(net.java.sen.SenFactory;Class_26;[costs];[getReadingProcessor|getTokenizer|getViterbi];[])
PushDownMethod(org.jboss.jdeparser.util.SingleByteEncoder;org.jboss.jdeparser.util.MS1252Encoder;[];[encodeArrayLoop];[])
PullUpField(net.java.sen.tokenizers.ja.JapaneseTokenizer;net.java.sen.dictionary.Tokenizer;[OTHER];[];[])
PullUpField(util.BitSet2;java.util.BitSet;[serialVersionUID];[];[])
IncreaseFieldSecurity(com.github.kevinsawicki.http.HttpRequest;;[HEADER_CONTENT_TYPE];[];[])
PullUpMethod(com.jv.utils.MFile;java.io.File;[];[createSubFiles];[])
ExtractClass(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8.UnsignedLongUnlimited;Class_27;[serialVersionUID];[doubleValue|floatValue|hashCode|hashCode|longValue|toString|toString];[])
MoveMethod(com.zju.ccnt.or.net.impl.TransportInputStreamImpl;org.apache.lucene.analysis.gosen.tokenAttributes.PronunciationsAttributeImpl;[];[readPacket];[])
ExtractSubClass(Class_10;Class_28;[];[];[])
ExtractSuperClass(net.java.sen.filter.stream.CompositeTokenFilter.Rule;Class_29;[partOfSpeech];[getReadings];[])
MoveMethod(com.jv.io.VerboseWriter;java.util.BitSet;[];[close];[])
MoveMethod(com.github.kevinsawicki.http.HttpRequest.ConnectionFactory.UploadProgress.Base64.HttpRequestException.Operation.CloseOperation.FlushOperation.RequestOutputStream;com.jv.io.VerboseWriter;[];[contentLength];[])
MoveMethod(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8;us.kbase.common.service.LargeStringSearchingReader;[];[toString];[])
IncreaseMethodSecurity(com.zju.ccnt.or.net.impl.TransportInputStreamImpl;;[];[readPacket];[])
PullUpField(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8;com.zju.ccnt.or.common.glossary.UnsignedLong;[largestringsearchingreader];[];[])
IncreaseFieldSecurity(net.java.sen.compiler.DictionaryBuilder.TrieData;;[keys];[];[])
IncreaseMethodSecurity(com.android.volley.toolbox.ByteArrayPool;;[];[compare];[])
ExtractSubClass(net.java.sen.ReadingProcessor.ReadingResult;Class_30;[];[getBaseReadings|setText];[])
DecreaseFieldSecurity(net.java.sen.filter.stream.CompoundWordFilter;;[compoundTable];[];[])
PullUpField(org.toilelibre.libe.soundtransform.model.inputstream.StreamInfo;org.toilelibre.libe.soundtransform.model.converted.FormatInfo;[frameLength];[];[])
DecreaseFieldSecurity(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4;;[value];[];[])
IncreaseMethodSecurity(com.zju.ccnt.or.net.impl.XInputStreamImpl;;[];[available];[])
PullUpMethod(net.java.sen.BasicDecompositionTest;org.apache.lucene.util.LuceneTestCase;[];[testDecomposition4];[])
ExtractSubClass(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8.UnsignedLongUnlimited;Class_31;[];[];[])
PullUpField(org.jboss.jdeparser.util.MS1252Encoder;org.jboss.jdeparser.util.SingleByteEncoder;[index1];[];[])
IncreaseMethodSecurity(org.apache.solr.analysis.TestGosenPunctuationFilterFactory;;[];[testBogusArgments];[])
MoveField(org.apache.solr.analysis.GosenNormalizerCharFilterFactory;com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4;[strNormForm];[];[])
MoveMethod(org.apache.lucene.analysis.gosen.GosenWidthFilter;main.ReadingGrammarException;[];[incrementToken];[])
ExtractClass(net.java.sen.compiler.IpadicPreprocessor;Class_32;[CONNECTION_CSV_FILENAME|charset];[loadCForms];[])
PullUpField(com.zx.ci.textanalysis.lucene.impl.SynonymPhraseStopWordAnalyzer;org.apache.lucene.analysis.Analyzer;[synonymsCache];[];[])
ExtractSubClass(net.java.sen.SentenceTest.TestSpan;Class_33;[origin];[testIterationWithIgnoredRange|testIterationWithIgnoredRange3|testReadingConstraint4|testReadingConstraintBestTokens|testSpaceSkipping4];[])
PullUpField(com.utils.Hashtable;java.util.Vector;[key];[];[])
ExtractSuperClass(com.android.volley.toolbox.ByteArrayPool;Class_34;[BUF_COMPARATOR];[getBuf|trim];[])
IncreaseMethodSecurity(org.jboss.jdeparser.util.Surrogate.Parser;;[];[error];[])
ExtractClass(net.java.sen.compiler.CostMatrixBuilder;Class_35;[dicIndex|lexicalized|ruleSet];[build];[])
PullUpMethod(org.apache.solr.analysis.GosenNormalizerCharFilterFactory;org.apache.lucene.analysis.util.CharFilterFactory;[];[create];[])
DecreaseFieldSecurity(java.util.Vector;;[key];[];[])
ExtractSubClass(com.utils.Hashtable;Class_36;[];[clear];[])
PullUpField(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4;com.zju.ccnt.or.common.glossary.UnsignedLong;[serialVersionUID];[];[])
PushDownField(java.util.BitSet;util.BitSet2;[serialVersionUID];[];[])
MoveMethod(net.java.sen.compiler.VirtualTupleList.VirtualListComparator;java.nio.charset.CharsetEncoder;[];[get];[])
IncreaseMethodSecurity(com.utils.Hashtable;;[];[keys];[])
ExtractClass(us.kbase.common.service.JsonTokenStream.LargeStringSearchingReader;Class_37;[r];[place];[])
ExtractSuperClass(Class_1;Class_38;[];[];[])
MoveField(org.toilelibre.libe.soundtransform.model.inputstream.StreamInfo;java.nio.charset.CharsetEncoder;[taggedInfo];[];[])
ExtractSubClass(net.java.sen.filter.ReadingNode;Class_39;[firstToken|prev|visible];[setBaseReadings];[])
ExtractSuperClass(net.java.sen.compiler.DictionaryBuilder.TrieData;Class_40;[keys];[createConnectionCostFile|createTrieFile|splitCompoundField];[])
ExtractSuperClass(net.java.sen.filter.reading.OverrideFilter;Class_41;[];[setVisible];[])
IncreaseFieldSecurity(org.apache.lucene.analysis.gosen.GosenNormalizerCharFilter;;[DEFAULT_NORM_FORM];[];[])
MoveMethod(com.alag.ci.textanalysis.lucene.impl.SynonymPhraseStopWordAnalyzer;com.jv.utils.MFile;[];[main];[])
ExtractSuperClass(Class_32;Class_42;[];[];[])
ExtractSubClass(net.java.sen.compiler.VirtualTupleList.VirtualListComparator;Class_43;[];[add];[])
ExtractSubClass(com.zju.ccnt.or.common.util.XSerializer;Class_44;[readingnode];[flush|writeUnsignedLong];[])
IncreaseMethodSecurity(com.jv.io.VerboseWriter;;[];[write];[])
MoveField(Class_37;Class_34;[r];[];[])
MoveField(net.java.sen.util.CSVData;org.apache.lucene.analysis.gosen.GosenReadingsFormFilter;[elements];[];[])
ExtractClass(com.zju.ccnt.or.net.impl.packet.ResultSetFieldPacket;Class_45;[charset|db|decimalPrecision|orginalTable];[getFixed12|getOriginalColumn|getReserved|setDefaultValue|setFieldOptions|setFixed12|setOriginalColumn|valueOf];[])
DecreaseFieldSecurity(java.nio.charset.CharsetEncoder;;[taggedInfo];[];[])
ExtractSubClass(Class_5;Class_46;[unsignedlong4];[getSkipped|next];[])
DecreaseFieldSecurity(Class_25;;[unsignedlong8];[];[])
MoveField(com.redhat.lightblue.rest.audit.LightblueAuditServletFilterTest.TeeInMemoryStringPrintStream;com.alag.ci.textanalysis.lucene.impl.PorterStemStopWordAnalyzer;[readingresult];[];[])
PullUpField(Class_15;transactionalIO.TransactionalFileOutputStream;[serialVersionUID];[];[])
PullUpMethod(net.java.sen.dictionary.Morpheme.LoadState;Class_16;[];[getReadings];[])
ExtractSubClass(com.zju.ccnt.or.common.glossary.column.BitColumn;Class_47;[value];[get|getLength|toString];[])
IncreaseMethodSecurity(Class_30;;[];[getBaseReadings];[])
PullUpMethod(com.zju.ccnt.or.net.impl.XInputStreamImpl;java.io.InputStream;[];[read];[])
PullUpMethod(com.jv.io.VerboseWriter;java.io.Writer;[];[flush];[])
DecreaseFieldSecurity(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4.UnsignedLong8;;[partOfSpeech];[];[])
PushDownMethod(org.toilelibre.libe.soundtransform.model.converted.FormatInfo;org.toilelibre.libe.soundtransform.model.inputstream.StreamInfo;[];[sameFormatAs];[])
MoveField(Class_40;se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;[keys];[];[])
MoveField(com.zju.ccnt.or.common.glossary.UnsignedLong.UnsignedLong4;com.github.kevinsawicki.http.RequestOutputStream;[value];[];[])
PushDownField(java.io.IOException;main.ReadingGrammarException;[serialVersionUID];[];[])
DecreaseFieldSecurity(org.toilelibre.libe.soundtransform.model.converted.sound.Sound;;[serialVersionUID];[];[])
IncreaseMethodSecurity(net.java.sen.dictionary.Morpheme.LoadState;;[];[getConjugationalType];[])
DecreaseMethodSecurity(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;;[];[readStreamHeader];[])
PullUpField(net.java.sen.compiler.VirtualTupleList.VirtualListComparator;Class_12;[charsetencoder];[];[])
DecreaseMethodSecurity(net.java.sen.trie.TrieBuilder.TrieNode;;[];[findInsertionPoint];[])
MoveField(se.sics.kompics.network.netty.serialization.JavaSerializer.CompactObjectInputStream;net.java.sen.filter.stream.CompositeTokenFilter;[keys];[];[])
ExtractSuperClass(java.nio.charset.CharsetEncoder;Class_48;[];[get];[])
MoveField(com.jv.utils.MFile;Class_33;[class_19];[];[])
MoveField(net.java.sen.ReadingProcessor.ReadingResult;java.lang.Object;[baseReadings];[];[])
ExtractSuperClass(net.java.sen.util.CSVData;Class_49;[];[set];[])
PullUpField(org.apache.lucene.analysis.gosen.GosenPunctuationFilter;org.apache.lucene.analysis.FilteringTokenFilter;[termAtt];[];[])
MoveMethod(Class_19;net.java.sen.dictionary.Sentence.ConstrainedIterator.UnconstrainedIterator;[];[getSubFileCount];[])
PullUpMethod(com.zx.ci.textanalysis.lucene.impl.SynonymPhraseStopWordAnalyzer;org.apache.lucene.analysis.Analyzer;[];[tokenStream];[])
PullUpField(org.toilelibre.libe.soundtransform.model.converted.sound.SegmentedSound;org.toilelibre.libe.soundtransform.model.converted.sound.Sound;[gosenreadingsformfilterfactory];[];[])
ExtractSuperClass(net.java.sen.filter.ReadingNode;Class_50;[baseReadings];[getBaseReadings];[])
ExtractClass(Class_6;Class_51;[];[];[])
IncreaseMethodSecurity(com.jv.utils.MFile;;[];[getSubFileCount];[])
