ExtractSubClass(com.betfair.api.ng.objects.Match;Class_1;[Size];[getSize|setMatchDate|setMatchId|toString];[])
ExtractClass(com.betfair.api.ng.json.JsonrpcRequest;Class_29;[];[getParams];[])
ExtractSubClass(com.api.ng.sample.Api_NG;Class_30;[];[onCreateOptionsMenu];[])
IncreaseMethodSecurity(com.betfair.aping.util.RescriptResponseHandler;;[];[handleResponse];[])
ExtractClass(community_detection.MaxHeap;Class_31;[maxHeap];[pop];[])
ExtractSubClass(com.betfair.aping.ApiNGJsonRpcDemo;Class_32;[];[start];[])
IncreaseFieldSecurity(com.betfair.aping.containers.ListMarketCatalogueContainer;;[asynctask];[];[])
DecreaseFieldSecurity(Class_5;;[result];[];[])
ExtractSuperClass(com.betfair.aping.containers.Container;Class_33;[];[getError];[])
IncreaseFieldSecurity(com.api.ng.sample.R.attr.drawable.id.layout;;[placeinstruction];[];[])
ExtractSubClass(Class_12;Class_34;[];[];[])
MoveMethod(com.betfair.api.ng.client.ApingOperation;com.api.ng.sample.ApiNG;[];[getOperationName];[])
MoveField(android.widget.TextView;java.lang.Object;[mTypefaces];[];[])
ExtractSuperClass(com.betfair.api.ng.objects.RunnerCatalog;Class_35;[selectionId];[getHandicap|setHandicap|toString];[])
MoveField(com.artemzin.android.wail.ui.TypefaceTextView;com.betfair.aping.api.HttpUtil;[errorCode];[];[])
ExtractSuperClass(Class_5;Class_36;[];[];[])
ExtractSubClass(com.betfair.aping.entities.EventType;Class_37;[name];[getId];[])
ExtractClass(com.betfair.api.ng.json.Constants.AsyncTask;Class_38;[];[getJsonrpc|setJsonrpc];[])
ExtractClass(android.webkit.WebView;Class_39;[];[setMARKET_IDS];[])
MoveMethod(com.betfair.aping.containers.EventTypeResultContainer;com.api.ng.sample.R;[];[setError];[])
ExtractSuperClass(com.betfair.api.ng.json.Constants.AsyncTask;Class_40;[];[setJsonrpc];[])
EncapsulateField(com.api.ng.sample.R.attr.drawable.id.layout.menu.string;;[ENCODING_UTF_8];[];[])
MoveMethod(com.artemzin.android.wail.ui.TypefaceTextView;Class_14;[];[setErrorCode];[])
IncreaseMethodSecurity(com.betfair.aping.containers.PlaceOrdersContainer;;[];[setResult];[])
PullUpField(community_detection.MaxHeap;java.lang.Object;[id];[];[])
ExtractClass(com.betfair.api.ng.objects.Error;Class_41;[];[setData];[])
PushDownMethod(android.webkit.WebView;com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;[];[getMARKET_IDS];[])
PushDownField(android.webkit.WebView;com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;[MARKET_IDS];[];[])
PushDownMethod(com.betfair.aping.containers.Container;com.betfair.aping.containers.PlaceOrdersContainer;[];[getJsonrpc];[])
ExtractSubClass(com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;Class_42;[];[getMARKET_IDS];[])
ExtractClass(com.betfair.aping.entities.ExchangePrices;Class_43;[availableToBack];[];[])
ExtractSuperClass(Class_27;Class_44;[];[];[])
ExtractSubClass(Class_14;Class_45;[];[];[])
DecreaseFieldSecurity(android.widget.TextView;;[object];[];[])
ExtractSubClass(Class_35;Class_46;[];[];[])
IncreaseFieldSecurity(com.api.ng.sample.R.attr.drawable.id.layout.menu.string;;[app_name];[];[])
ExtractSuperClass(com.betfair.aping.api.HttpUtil;Class_47;[HTTP_HEADER_ACCEPT_CHARSET|HTTP_HEADER_X_AUTHENTICATION|errorCode];[sendPostRequestRescript];[])
IncreaseFieldSecurity(android.widget.TextView;;[object];[];[])
PullUpMethod(com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;android.webkit.WebView;[];[dispatchKeyEvent];[])
PullUpMethod(community_detection.MaxHeap;java.lang.Object;[];[heapifyUp];[])
ExtractSubClass(com.artemzin.android.wail.ui.TypefaceTextView;Class_48;[httputil];[init];[])
ExtractClass(com.betfair.api.ng.objects.PlaceInstructionReport;Class_49;[averagePriceMatched|betId|sizeMatched];[equals|getInstruction|getPlacedDate|hashCode];[])
PushDownField(Class_25;com.betfair.aping.entities.ExBestOfferOverRides;[rollupLiabilityFactor];[];[])
MoveMethod(com.betfair.aping.enums.MarketBettingType;com.betfair.api.ng.objects.MarketCatalogue;[];[getCode];[])
MoveMethod(com.betfair.aping.api.HttpUtil;com.api.ng.sample.R.attr;[];[getErrorCode];[])
ExtractSuperClass(com.betfair.aping.ApiNGJRescriptDemo;Class_50;[rescriptOperations];[start];[])
DecreaseFieldSecurity(com.api.ng.sample.R.attr.drawable.id.layout;;[placeinstruction];[];[])
PullUpField(Class_48;com.artemzin.android.wail.ui.TypefaceTextView;[httputil];[];[])
ExtractSubClass(Class_18;Class_51;[];[setMethod];[])
PullUpMethod(Class_48;com.artemzin.android.wail.ui.TypefaceTextView;[];[init];[])
PullUpMethod(Class_22;com.api.ng.sample.R.attr.drawable.id.layout;[];[setActivity_api_ng];[])
PullUpMethod(com.betfair.api.ng.objects.MarketFilter;Class_3;[];[setMarketIds];[])
MoveField(android.webkit.WebView;java.util.Properties;[string];[];[])
ExtractSubClass(com.betfair.api.ng.json.JsonrpcRequest;Class_52;[class_29|id];[getJsonrpc|setParams];[])
ExtractSuperClass(Class_6;Class_53;[];[getRequestUUID];[])
PullUpField(com.betfair.aping.util.JsonrpcRequest;Class_24;[method];[];[])
PullUpField(com.betfair.aping.util.JsonrpcRequest;Class_24;[jsonrpc];[];[])
ExtractSubClass(com.betfair.aping.entities.ExchangePrices;Class_54;[class_43];[getTradedVolume|setAvailableToLay];[])
IncreaseMethodSecurity(com.betfair.api.ng.objects.Data;;[];[getAPINGException];[])
DecreaseFieldSecurity(Class_18;;[id];[];[])
IncreaseFieldSecurity(com.api.ng.sample.R.attr.drawable.id.layout.menu.string;;[app_name];[];[])
PullUpMethod(com.betfair.aping.util.JsonrpcRequest;Class_24;[];[getJsonrpc];[])
PullUpMethod(com.betfair.aping.containers.EventTypeResultContainer;com.betfair.aping.containers.Container;[];[setResult];[])
PushDownMethod(com.api.ng.sample.R.attr.drawable.id.layout;Class_22;[];[getActivity_api_ng];[])
MoveMethod(Class_43;Class_23;[];[setAvailableToBack];[])
EncapsulateField(com.api.ng.sample.R.attr.drawable.id.layout.menu.string.style;;[AppBaseTheme];[];[])
ExtractSuperClass(java.util.Properties;Class_55;[];[getString];[])
MoveField(Class_55;com.api.ng.sample.R.attr;[string];[];[])
ExtractSuperClass(com.api.ng.sample.R.attr.drawable.id.layout.menu.string.style;Class_56;[AppBaseTheme];[getAppBaseTheme];[])
DecreaseFieldSecurity(com.betfair.aping.enums.MarketBettingType;;[marketcatalogue];[];[])
IncreaseFieldSecurity(com.betfair.aping.api.HttpUtil;;[attr];[];[])
PushDownField(com.betfair.api.ng.json.Constants.AsyncTask;com.betfair.api.ng.client.Requester.Call;[jsonrpc];[];[])
DecreaseFieldSecurity(com.betfair.aping.enums.OrderBy;;[availableToLay];[];[])
PullUpMethod(Class_52;com.betfair.api.ng.json.JsonrpcRequest;[];[getJsonrpc];[])
PushDownField(android.widget.TextView;com.artemzin.android.wail.ui.TypefaceTextView;[object];[];[])
MoveMethod(com.appboy.ui.inappmessage.views.AppboyInAppMessageWebView;com.betfair.aping.api.HttpUtil;[];[onKeyDown];[])
ExtractSubClass(com.api.ng.sample.R.attr.drawable.id.layout.menu;Class_57;[class_13];[];[])
IncreaseMethodSecurity(Class_42;;[];[getMARKET_IDS];[])
ExtractSubClass(Class_37;Class_58;[];[getId];[])
ExtractSuperClass(Class_11;Class_59;[];[printMarketCatalogue];[])
ExtractClass(com.betfair.aping.api.ApiNgOperations;Class_60;[INSTRUCTIONS];[listEventTypes|listMarketBook];[])
PushDownMethod(com.artemzin.android.wail.ui.TypefaceTextView;Class_48;[];[getErrorCode];[])
MoveField(com.api.ng.sample.R.attr.drawable;com.betfair.aping.enums.OrderType;[ic_launcher];[];[])
MoveMethod(android.widget.TextView;Class_44;[];[setTypefaceFromAssets];[])
ExtractSuperClass(com.betfair.aping.entities.MarketDescription;Class_61;[marketTime|persistenceEnabled|rulesHasDate|settleTime|suspendTime];[getBettingType|getDiscountAllowed|getMarketTime|getMarketType|getPersistenceEnabled|getRules|getSuspendTime|getTurnInPlayEnabled|setClarifications|setRulesHasDate|setSuspendTime];[])
ExtractSuperClass(com.api.ng.sample.R.attr;Class_62;[];[getErrorCode];[])
MoveField(Class_55;Class_40;[attr];[];[])
PullUpField(com.api.ng.sample.R.attr.drawable.id.layout.menu.string;Class_23;[menu_settings];[];[])
