ExtractSuperClass(org.reactome.psicquic.service.Service;Class_1;[name];[setName];[])
MoveField(org.carion.s3.operations.S3ResponseParser.ErrorHandler;org.carion.s3.http.HttpHandler;[_data];[];[])
ExtractSuperClass(org.badiff.p.Pipeline;Class_7;[];[into];[])
PullUpField(de.qabel.box.storage.DeleteOnCloseFileInputStream;java.io.FileInputStream;[file];[];[])
MoveMethod(MidiLibs.MidiDataInputStream;org.carion.s3.admin.htmlPages.HtmlWriter;[];[readVariableLengthInt];[])
IncreaseMethodSecurity(org.carion.s3.impl.S3UploadImpl.UploadTask;;[];[abort];[])
DecreaseFieldSecurity(org.badiff.imp.FileDiff;;[serial];[];[])
DecreaseFieldSecurity(org.carion.s3.http.HttpRequest;;[_protocol];[];[])
MoveField(org.carion.s3.admin.AdminServer;javax.ws.rs.core.Application;[_uploadManager];[];[])
ExtractSuperClass(org.carion.s3ftp.FtpConnection;Class_8;[SIX_MONTHS_DELTA|_inBinaryMode|_isLoggedIn|_log|_sixMonthsAgo|clientAddress|clientSocket|resumePosition];[allRemainingTokens|cdup|cwd|endSession|list|mode|port|pwd|quit|retr|retrA|retrI|rnto|stru];[])
MoveMethod(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier.ProteinProteinInteractionQuerier.GeneGeneInteractionQuerier;org.carion.s3ftp.FtpConnection;[];[getId];[])
IncreaseFieldSecurity(org.badiff.q.GraphOpQueue;;[graph];[];[])
IncreaseFieldSecurity(com.redhat.lightblue.rest.audit.LightblueAuditServletFilterTest.TeeInMemoryStringPrintStream;;[originalPrintStream];[];[])
DecreaseFieldSecurity(org.carion.s3.operations.ObjectS3Operation;;[_uri];[];[])
PullUpMethod(com.twitter.intellij.pants.bsp.InvalidTargetException;java.lang.Throwable;[];[getMessage];[])
ExtractSubClass(org.reactome.psicquic.model.SimpleInteractorList;Class_9;[];[getInteractors|size];[])
DecreaseFieldSecurity(com.twitter.intellij.pants.bsp.InvalidTargetException;;[myTargetString];[];[])
PullUpMethod(org.carion.s3.operations.BucketGET.Handler;org.carion.s3.util.BaseXmlParser;[];[getMarker];[])
MoveField(com.android.volley.toolbox.ByteArrayPool;org.codehaus.jackson.map.ObjectMapper;[BUF_COMPARATOR];[];[])
ExtractSubClass(com.github.kevinsawicki.http.HttpRequest.ConnectionFactory.Base64.HttpRequestException.Operation.CloseOperation.FlushOperation.RequestOutputStream;Class_10;[bufferSize];[part|put|send];[])
MoveField(org.carion.s3ftp.FtpDirectory.Child;com.twitter.intellij.pants.bsp.InvalidTargetException;[_size];[];[])
DecreaseFieldSecurity(org.jboss.jdeparser.util.SingleByteEncoder;;[sgp];[];[])
ExtractSubClass(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier.ProteinProteinInteractionQuerier;Class_11;[];[exportInteractions];[])
PullUpMethod(com.redhat.lightblue.rest.audit.LightblueAuditServletFilterTest.TeeInMemoryStringPrintStream;java.io.PrintStream;[];[resetInMemoryConsole];[])
MoveField(com.twitter.intellij.pants.bsp.InvalidTargetException;java.rmi.RemoteException;[myTargetString];[];[])
DecreaseFieldSecurity(org.carion.s3.operations.ServiceGET.Handler;;[_creationDate];[];[])
ExtractSuperClass(org.reactome.psicquic.model.ActionType;Class_12;[];[getId];[])
ExtractSuperClass(org.reactome.psicquic.model.SimpleInteractor;Class_13;[accession|score];[compareTo|getFieldValue];[])
PullUpMethod(MidiLibs.MidiDataInputStream;java.io.DataInputStream;[];[readVariableLengthInt];[])
MoveField(org.codehaus.jackson.map.ObjectMapper;org.carion.s3.impl.S3UploadImpl.UploadTask;[BUF_COMPARATOR];[];[])
ExtractClass(Class_13;Class_14;[accession];[getScore];[])
PullUpField(net.rbgrn.android.glwallpaperservice.LogWriter;java.io.Writer;[mBuilder];[];[])
PullUpField(org.carion.s3.operations.BucketDELETE;org.carion.s3.operations.BaseS3Operation;[_bucket];[];[])
DecreaseFieldSecurity(org.badiff.p.Pipeline;;[q];[];[])
ExtractSuperClass(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier.ProteinProteinInteractionQuerier.GeneGeneInteractionQuerier;Class_15;[];[exportInteractions];[])
PushDownField(org.carion.s3.http.HttpServer;org.carion.s3.admin.AdminServer;[_logWriter];[];[])
MoveField(org.carion.s3.http.HttpServer.HttpHandler;org.reactome.restfulapi.mapper.ReferenceSequenceMapper;[_client];[];[])
MoveMethod(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier;org.xml.sax.helpers.DefaultHandler;[];[queryInteractionsFromLocalFile];[])
ExtractClass(com.github.kevinsawicki.http.HttpRequest.ConnectionFactory.Base64.HttpRequestException.Operation.CloseOperation.FlushOperation.RequestOutputStream;Class_16;[form|httpProxyPort|ignoreCloseExceptions|output|uncompress];[append|bufferedReader|bufferedReader|bytes|charset|code|contentLength|disconnect|form|form|getParam|headers|intHeader|nonProxyHosts|notFound|parameter|post|post|referer|serverError|trace|trustAllCerts|uncompress|url];[])
IncreaseMethodSecurity(org.carion.s3.operations.S3Request.S3RequestMethods;;[];[getQueryString];[])
PullUpField(org.badiff.fmt.GdiffFormat.GdiffOpQueue;org.badiff.q.OpQueue;[closed];[];[])
ExtractSubClass(org.badiff.q.ParallelGraphOpQueue;Class_17;[input];[initialValue];[])
DecreaseFieldSecurity(org.jboss.jdeparser.util.MS1252Encoder;;[index1];[];[])
MoveField(javax.ws.rs.core.Application;com.android.volley.toolbox.PoolingByteArrayOutputStream;[_uploadManager];[];[])
MoveMethod(com.github.kevinsawicki.http.HttpRequest.ConnectionFactory.Base64.HttpRequestException.Operation.CloseOperation.FlushOperation.RequestOutputStream;org.badiff.imp.MemoryDiff.MemoryOpQueue;[];[closeOutputQuietly];[])
DecreaseMethodSecurity(org.badiff.alg.InertialGraph.GraphOpQueue;;[];[pull];[])
ExtractSuperClass(Class_7;Class_18;[];[];[])
DecreaseFieldSecurity(org.carion.s3.operations.S3ResponseParser.ErrorHandler;;[_error];[];[])
ExtractSubClass(org.carion.s3.operations.BucketGET.Handler;Class_19;[];[getMaxKeys|getPrefix];[])
MoveField(org.carion.s3.operations.S3Request.S3RequestMethods;Class_14;[_path];[];[])
PullUpMethod(drexel.edu.blackjack.util.LengthLimitedBufferedReader;java.io.BufferedReader;[];[readLine];[])
ExtractClass(org.badiff.imp.MemoryDiff.MemoryOpQueue;Class_20;[];[];[])
MoveField(org.carion.s3.impl.S3UrlNameImpl;org.carion.s3ftp.FtpDirectory;[_parts];[];[])
DecreaseFieldSecurity(org.carion.s3.http.HttpHandler;;[_data];[];[])
PushDownMethod(javax.net.ssl.SSLSocketFactory;com.owncloud.android.lib.common.http.TLSSocketFactory;[];[enableTLSOnSocket];[])
MoveField(Class_10;org.jcp.xmlns.xml.ns.javaee.FullyQualifiedClassType;[bufferSize];[];[])
PushDownField(org.carion.s3.util.BaseXmlParser;org.carion.s3dav.webdav.HandlerPropfind.PropfindHandler;[_elements];[];[])
ExtractClass(org.carion.s3dav.webdav.WebdavServer;Class_21;[];[];[])
PullUpMethod(ch.powerunit.rules.impl.NullOutputStream;java.io.OutputStream;[];[write];[])
ExtractClass(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier.ProteinProteinInteractionQuerier.GeneGeneInteractionQuerier;Class_22;[];[queryInteractionsFromLocalFile];[])
PullUpField(org.carion.s3.operations.S3ResponseParser.ErrorHandler;org.carion.s3.util.BaseXmlParser;[_error];[];[])
ExtractSuperClass(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier;Class_23;[];[exportInteractions|queryInteractionsFromLocalFile];[])
PushDownMethod(org.badiff.q.OpQueue;org.badiff.q.FutureOpQueue;[];[hasNext];[])
MoveField(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;com.twitter.intellij.pants.bsp.InvalidTargetException;[prev];[];[])
MoveField(org.badiff.fmt.GdiffFormat.GdiffOpQueue;org.carion.s3ftp.FtpConnection;[ext];[];[])
PullUpMethod(net.rbgrn.android.glwallpaperservice.LogWriter;java.io.Writer;[];[write];[])
ExtractSuperClass(org.reactome.psicquic.CustomizedInteractionService.LocalInteractionQuerier.PSIMITabInteractionQuerier.ProteinProteinInteractionQuerier.GeneGeneInteractionQuerier;Class_24;[];[queryInteractionsFromLocalFile];[])
PullUpField(org.badiff.alg.InertialGraph.GraphOpQueue;org.badiff.q.OpQueue;[y];[];[])
PullUpField(org.badiff.alg.InertialGraph.GraphOpQueue;org.badiff.q.OpQueue;[prev];[];[])
MoveField(org.carion.s3.util.BaseXmlParser;com.twitter.intellij.pants.bsp.InvalidTargetException;[_error];[];[])
MoveMethod(java.io.PrintStream;org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;[];[resetInMemoryConsole];[])
DecreaseFieldSecurity(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;;[header];[];[])
IncreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[invalidtargetexception];[];[])
PullUpField(org.badiff.fmt.BadiffFormat.BadiffFormatOpQueue;org.badiff.q.OpQueue;[q];[];[])
PullUpField(org.jboss.jdeparser.util.MS1252Encoder;org.jboss.jdeparser.util.SingleByteEncoder;[index2];[];[])
PullUpMethod(org.badiff.imp.FileDiff.FileOpQueue;org.badiff.q.OpQueue;[];[close];[])
PushDownMethod(org.carion.s3.util.BaseXmlParser;org.carion.s3.operations.ServiceGET.Handler;[];[characters];[])
DecreaseFieldSecurity(org.carion.s3.impl.S3UploadImpl.UploadTask;;[_log];[];[])
DecreaseFieldSecurity(org.reactome.restfulapi.QueryHelper;;[converter];[];[])
ExtractSuperClass(org.reactome.restfulapi.ReactomeToRESTfulAPIConverter;Class_25;[postMapperFactory];[convert];[])
PullUpField(org.badiff.io.GraphContext;org.badiff.io.HashMap;[context];[];[])
PushDownMethod(java.lang.Throwable;com.twitter.intellij.pants.bsp.InvalidTargetException;[];[getMessage];[])
ExtractSuperClass(org.codehaus.jackson.map.ObjectMapper;Class_26;[];[getBUF_COMPARATOR];[])
PullUpField(org.carion.s3ftp.FtpServer;java.lang.Thread;[_connections];[];[])
PushDownMethod(org.carion.s3.util.BaseXmlParser;org.carion.s3.operations.BucketGET.Handler;[];[startElement];[])
PushDownField(java.io.Writer;net.rbgrn.android.glwallpaperservice.LogWriter;[mBuilder];[];[])
ExtractSuperClass(com.android.volley.toolbox.ByteArrayPool;Class_27;[mSizeLimit];[trim];[])
ExtractSubClass(org.reactome.psicquic.service.Service;Class_28;[];[getName|toString];[])
IncreaseMethodSecurity(org.carion.s3.impl.S3UploadImpl.UploadTask;;[];[run];[])
MoveField(org.badiff.alg.InertialGraph.GraphOpQueue;org.reactome.psicquic.service.Service;[x];[];[])
MoveField(org.carion.s3.admin.htmlPages.Page;Class_6;[_pageTitle];[];[])
PullUpMethod(org.badiff.imp.FileDiff;java.io.File;[];[queue];[])
ExtractSubClass(com.android.volley.toolbox.ByteArrayPool;Class_29;[];[compare|returnBuf];[])
IncreaseMethodSecurity(org.jboss.jdeparser.util.Surrogate.Parser;;[];[isPair];[])
MoveField(org.carion.s3.impl.S3UploadImpl.UploadTask;com.google.authenticator.blackberry.BufferedReader;[BUF_COMPARATOR];[];[])
IncreaseFieldSecurity(net.rbgrn.android.glwallpaperservice.LogWriter;;[mBuilder];[];[])
PullUpField(net.rbgrn.android.glwallpaperservice.LogWriter;java.io.Writer;[mBuilder];[];[])
PushDownMethod(Class_3;org.reactome.psicquic.CustomizedPSIQUICRegistry;[];[cleanRegistry];[])
MoveMethod(java.rmi.RemoteException;Class_25;[];[getMyTargetString];[])
PullUpField(org.reactome.restfulapi.mapper.ReferenceSequenceMapper;org.reactome.restfulapi.ReactomeModelPostMapper;[_client];[];[])
PullUpField(de.qabel.box.storage.DeleteOnCloseFileInputStream;java.io.FileInputStream;[logger];[];[])
PullUpMethod(org.badiff.imp.BadiffFileDiff.Header.Stats.Optional.FileBadiffOpQueue;org.badiff.q.OpQueue;[];[deserialize];[])
MoveField(com.squareup.picasso.Downloader.ResponseException;org.badiff.imp.StreamQueueable.StreamOpQueue;[adminserver];[];[])
DecreaseFieldSecurity(org.badiff.imp.StreamQueueable.StreamOpQueue;;[adminserver];[];[])
PushDownMethod(org.carion.s3.admin.htmlPages.Page;org.carion.s3.admin.htmlPages.LogsPage;[];[getPageTitle];[])
ExtractSubClass(org.badiff.Op;Class_30;[NEXT|VERSION];[getData];[])
DecreaseFieldSecurity(org.badiff.alg.AdjustableInertialGraph.GraphOpQueue;;[x];[];[])
EncapsulateField(com.github.kevinsawicki.http.HttpRequest;;[HEADER_EXPIRES];[];[])
IncreaseMethodSecurity(Class_11;;[];[exportInteractions];[])
PushDownMethod(org.reactome.restfulapi.models.DatabaseObject;org.reactome.restfulapi.models.FunctionalStatusType;[];[getCreated];[])
DecreaseFieldSecurity(org.reactome.psicquic.PSICQUICRetriever;;[serviceName];[];[])
MoveField(org.jboss.jdeparser.util.SingleByteEncoder;org.xml.sax.helpers.DefaultHandler;[mask2];[];[])
MoveMethod(de.qabel.box.storage.DeleteOnCloseFileInputStream;ch.powerunit.rules.impl.NullOutputStream;[];[close];[])
PullUpMethod(mocktomcat.how_tomcat_works.ex03.connector.ResponseWriter;java.io.PrintWriter;[];[write];[])
IncreaseMethodSecurity(org.carion.s3.operations.S3Request.S3RequestMethods;;[];[getQueryString];[])
MoveField(javax.ws.rs.core.Application;net.rbgrn.android.glwallpaperservice.LogWriter;[poolingbytearrayoutputstream];[];[])
IncreaseMethodSecurity(net.rbgrn.android.glwallpaperservice.LogWriter;;[];[close];[])
PullUpField(org.carion.s3ftp.FtpConnection;Class_8;[_directory];[];[])
DecreaseFieldSecurity(com.google.authenticator.blackberry.BufferedReader;;[BUF_COMPARATOR];[];[])
ExtractSuperClass(org.carion.s3.operations.S3Request.S3RequestMethods;Class_31;[_contentLength|_httpDate|_queryString|class_14];[getMethod|getQueryString|read|setContent];[])
DecreaseMethodSecurity(org.carion.s3.operations.S3ResponseParser.ErrorHandler;;[];[processData];[])
MoveMethod(com.android.volley.toolbox.PoolingByteArrayOutputStream;org.badiff.imp.FileDiff.FileOpQueue;[];[write];[])
PushDownMethod(org.codehaus.jackson.map.ObjectMapper;org.bradylab.plates.web.json.ConversionServiceAwareObjectMapper;[];[setBUF_COMPARATOR];[])
MoveMethod(org.reactome.restfulapi.models.ReferenceTherapeutic;org.bradylab.plates.web.json.ConversionServiceAwareObjectMapper;[];[setInn];[])
IncreaseFieldSecurity(org.jboss.jdeparser.util.SingleByteEncoder;;[defaulthandler];[];[])
IncreaseMethodSecurity(org.bradylab.plates.web.json.ConversionServiceAwareObjectMapper;;[];[setBUF_COMPARATOR];[])
PushDownField(java.lang.Thread;org.carion.s3.http.HttpServer.HttpHandler;[_connections];[];[])
DecreaseFieldSecurity(org.jboss.jdeparser.util.SingleByteEncoder;;[index2];[];[])
