ExtractSuperClass(java.time.calendrical.WeekDefinition.ComputedDayOfField;Class_1;[range];[doGet|doRange|getName|ofDayOfWeekField];[])
PushDownMethod(com.google.gwt.user.client.rpc.core.java.time.LocalDate_CustomFieldSerializer;Class_46;[];[deserialize];[])
ExtractSubClass(java.time.Clock.SystemClock;Class_59;[class_54];[getBaseUnit];[])
PullUpField(java.time.chrono.ChronoDateTimeImpl;java.time.chrono.DefaultInterfaceChronoLocalDateTime;[MICROS_PER_DAY];[];[])
DecreaseFieldSecurity(java.time.calendrical.DateTimeAdjusters.Impl.DayOfWeekInMonth.RelativeDayOfWeek;;[relative];[];[])
ExtractSubClass(Class_58;Class_60;[];[resolve];[])
MoveField(java.time.Period;com.google.gwt.user.client.rpc.core.java.time.LocalDate_CustomFieldSerializer;[ZERO];[];[])
ExtractSubClass(Class_12;Class_61;[];[getOffset];[])
ExtractSuperClass(Class_10;Class_62;[];[serialize];[])
ExtractSuperClass(Class_52;Class_63;[];[getWeekDef];[])
MoveField(Class_14;Class_25;[dowValue];[];[])
ExtractSuperClass(java.time.chrono.Chrono;Class_64;[];[localDateTime];[])
ExtractSubClass(java.time.ZoneOffset.ZoneOffsetRules;Class_65;[];[getOffset];[])
ExtractSubClass(Class_56;Class_66;[];[getUnit];[])
MoveMethod(java.time.jdk8.Jdk7Methods;Class_44;[];[Long_compare];[])
IncreaseMethodSecurity(java.time.calendrical.ISOWeeks.Field.Unit.Between;;[];[doPlusAdjustment];[])
ExtractSubClass(java.time.calendrical.DateTimeAdjusters;Class_67;[];[firstDayOfNextYear|firstDayOfYear];[])
MoveField(java.time.calendrical.ChronoUnit.Between;Class_20;[class_15];[];[])
MoveField(java.time.calendrical.JulianDayField;java.lang.RuntimeException;[rangeUnit];[];[])
DecreaseMethodSecurity(com.concurrentperformance.constructorOrder.Sub;;[];[overrideMe];[])
