ExtractClass(org.graylog2.syslog4j.impl.message.AbstractSyslogMessage;Class_1;[DEFAULT_DATE_FORMAT|DEFAULT_DELIMITER|UNDEFINED];[nullOrEmpty];[])
PullUpMethod(org.graylog2.syslog4j.impl.message.structured.StructuredSyslogMessage;org.graylog2.syslog4j.impl.message.AbstractSyslogMessage;[];[deserialize];[])
ExtractSubClass(org.graylog2.syslog4j.server.SyslogServerMain.Options;Class_6;[append|host|timeout];[main];[])
MoveMethod(org.graylog2.syslog4j.server.impl.event.printstream.SystemErrSyslogServerEventHandler;org.graylog2.syslog4j.server.impl.AbstractSyslogServerConfig;[];[create];[])
EncapsulateField(org.graylog2.syslog4j.server.SyslogServerMain.Options;;[fileName];[];[])
MoveMethod(org.graylog2.syslog4j.impl.log4j.Syslog4jAppender;com.sun.jna.Structure;[];[getHeader];[])
MoveField(org.graylog2.syslog4j.impl.AbstractSyslogConfig;org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;[ident];[];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.impl.net.tcp.ssl.SSLTCPNetSyslogConfig;;[trustStorePassword];[];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.message.AbstractSyslogMessage;;[serialVersionUID];[];[])
MoveField(org.graylog2.syslog4j.impl.net.tcp.ssl.pool.PooledSSLTCPNetSyslogConfig;junit.framework.TestCase;[trustStore];[];[])
ExtractClass(org.graylog2.syslog4j.impl.message.processor.AbstractSyslogMessageProcessorTest;Class_7;[];[appendPriority];[])
PushDownMethod(org.graylog2.syslog4j.impl.message.AbstractSyslogMessage;org.graylog2.syslog4j.impl.message.structured.StructuredSyslogMessage;[];[getReplaceDelimiter];[])
PullUpMethod(org.graylog2.syslog4j.impl.unix.socket.UnixSocketSyslog.SockAddr;com.sun.jna.Structure;[];[getFieldOrder];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.impl.message.modifier.hash.HashSyslogMessageModifier;;[config];[];[])
PullUpMethod(org.graylog2.syslog4j.impl.pool.generic.GenericSyslogPoolFactory;org.graylog2.syslog4j.impl.pool.AbstractSyslogPoolFactory;[];[setTrustStorePassword];[])
PullUpField(org.graylog2.syslog4j.server.impl.event.printstream.SystemOutSyslogServerEventHandler;org.graylog2.syslog4j.server.impl.event.printstream.PrintStreamSyslogServerEventHandler;[serialVersionUID];[];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifier;;[serialVersionUID];[];[])
PullUpMethod(org.graylog2.syslog4j.server.impl.net.AbstractNetSyslogServerConfig;Class_3;[];[setPort];[])
MoveField(org.graylog2.syslog4j.impl.net.tcp.pool.PooledTCPNetSyslog;org.graylog2.syslog4j.server.impl.event.printstream.SystemOutSyslogServerEventHandler;[serialVersionUID];[];[])
PullUpField(org.graylog2.syslog4j.impl.message.modifier.sequential.SequentialSyslogMessageModifierConfig;org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifierConfig;[usePadding];[];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.impl.message.modifier.escape.HTMLEntityEscapeSyslogMessageModifier;;[];[createDefault];[])
PullUpField(Class_6;org.graylog2.syslog4j.server.SyslogServerMain.Options;[timeout];[];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.impl.net.tcp.ssl.pool.PooledSSLTCPNetSyslogConfig;;[genericsyslogpoolfactory];[];[])
PushDownField(org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifier;org.graylog2.syslog4j.impl.message.modifier.checksum.ChecksumSyslogMessageModifier;[messageModifierConfig];[];[])
MoveMethod(org.graylog2.syslog4j.impl.net.tcp.ssl.pool.PooledSSLTCPNetSyslogConfig;javax.net.SocketFactory;[];[getKeyStorePassword];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.util.Preconditions;;[];[checkArgument];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;;[ident];[];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.net.tcp.ssl.pool.PooledSSLTCPNetSyslogConfig;;[serialVersionUID];[];[])
MoveField(org.graylog2.syslog4j.util.OSDetectUtility;Class_7;[UNIX_PLATFORMS];[];[])
ExtractSubClass(org.graylog2.syslog4j.impl.message.modifier.sequential.SequentialSyslogMessageModifierConfig;Class_8;[lastNumber];[createDefault|getPadChar|isUsePadding|setFirstNumber|setPadChar];[])
PullUpMethod(org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;junit.framework.TestCase;[];[testFromString2];[])
IncreaseMethodSecurity(Class_4;;[];[modify];[])
PullUpField(org.graylog2.syslog4j.impl.message.modifier.mac.MacSyslogMessageModifierConfig;org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifierConfig;[key];[];[])
ExtractSubClass(Class_8;Class_9;[];[setFirstNumber|setPadChar];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.server.impl.event.CiscoSyslogServerEvent;;[sequenceNumber];[];[])
MoveMethod(org.graylog2.syslog4j.impl.net.tcp.pool.PooledTCPNetSyslogConfig;org.graylog2.syslog4j.impl.multiple.MultipleSyslogConfig;[];[setTestWhileIdle];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.net.AbstractNetSyslog;;[cachedHostAddressSyncObject];[];[])
ExtractSuperClass(junit.framework.TestCase;Class_10;[];[setTrustStore];[])
DecreaseMethodSecurity(org.graylog2.syslog4j.server.impl.net.tcp.ssl.SSLTCPNetSyslogServer;;[];[initialize];[])
PushDownMethod(org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifierConfig;org.graylog2.syslog4j.impl.message.modifier.hash.HashSyslogMessageModifierConfig;[];[setSuffix];[])
MoveMethod(org.graylog2.syslog4j.server.SyslogServerMain.Options;org.graylog2.syslog4j.util.Base64.InputStream;[];[getFileName];[])
ExtractSuperClass(Class_7;Class_11;[];[setUNIX_PLATFORMS];[])
PushDownField(org.graylog2.syslog4j.impl.net.AbstractNetSyslogConfig;org.graylog2.syslog4j.impl.net.udp.UDPNetSyslogConfig;[maxQueueSize];[];[])
ExtractSuperClass(Class_1;Class_12;[DEFAULT_DATE_FORMAT];[setDEFAULT_DATE_FORMAT];[])
ExtractSuperClass(org.graylog2.syslog4j.server.impl.event.printstream.PrintStreamSyslogServerEventHandler;Class_13;[serialVersionUID];[initialize];[])
MoveMethod(Class_13;org.apache.log4j.AppenderSkeleton;[];[initialize];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.impl.multiple.MultipleSyslogConfig;;[syslogProtocols];[];[])
ExtractClass(org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;Class_14;[];[testCreateMessage1|testFromString3|testFromString6];[])
ExtractSuperClass(org.graylog2.syslog4j.impl.multiple.MultipleSyslogConfig;Class_15;[syslogProtocols];[addBackLogHandler|addProtocol|getHost|getLocalName|getMaxMessageLength|getMaxShutdownWait|getPort|insertProtocol|isCacheHostAddress|isSendLocalName|isUseStructuredData|removeAllBackLogHandlers|setCacheHostAddress|setFacility|setHost|setLocalName|setPort|setSendLocalTimestamp|setTruncateMessage];[])
ExtractSubClass(org.graylog2.syslog4j.impl.net.udp.UDPNetSyslogConfig;Class_16;[maxQueueSize];[];[])
PushDownField(org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifierConfig;org.graylog2.syslog4j.impl.message.modifier.mac.MacSyslogMessageModifierConfig;[serialVersionUID];[];[])
PushDownMethod(org.graylog2.syslog4j.impl.net.tcp.TCPNetSyslogConfig;org.graylog2.syslog4j.impl.net.tcp.pool.PooledTCPNetSyslogConfig;[];[setKeepAlive];[])
ExtractSubClass(org.graylog2.syslog4j.impl.pool.generic.GenericSyslogPoolFactory;Class_17;[];[];[])
PullUpField(org.graylog2.syslog4j.impl.pool.AbstractSyslogPoolFactory;Class_5;[serialVersionUID];[];[])
ExtractClass(org.graylog2.syslog4j.impl.message.processor.SyslogMessageProcessor;Class_18;[INSTANCE];[createSyslogHeader];[])
PullUpField(org.graylog2.syslog4j.server.impl.net.udp.UDPNetSyslogServer;org.graylog2.syslog4j.server.impl.AbstractSyslogServer;[ds];[];[])
MoveMethod(org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;org.graylog2.syslog4j.impl.unix.socket.UnixSocketSyslog;[];[testFromString5];[])
PushDownMethod(org.graylog2.syslog4j.server.impl.net.AbstractNetSyslogServerConfig;org.graylog2.syslog4j.server.impl.net.udp.UDPNetSyslogServerConfig;[];[getHost];[])
MoveMethod(org.graylog2.syslog4j.impl.net.tcp.pool.PooledTCPNetSyslog;org.graylog2.syslog4j.server.impl.net.tcp.ssl.SSLTCPNetSyslogServerConfig;[];[createSyslogPoolFactory];[])
ExtractSuperClass(Class_14;Class_19;[];[testCreateMessage1];[])
MoveMethod(junit.framework.TestCase;org.graylog2.syslog4j.impl.net.tcp.ssl.SSLTCPNetSyslog;[];[testFromString2];[])
PullUpMethod(org.graylog2.syslog4j.server.impl.net.udp.UDPNetSyslogServer;org.graylog2.syslog4j.server.impl.AbstractSyslogServer;[];[shutdown];[])
ExtractClass(org.graylog2.syslog4j.impl.backlog.log4j.Log4jSyslogBackLogHandler;Class_20;[appendReason];[down];[])
ExtractSubClass(org.graylog2.syslog4j.impl.message.modifier.checksum.ChecksumSyslogMessageModifierConfig;Class_21;[continuous];[createCRC32|isContinuous|setChecksum];[])
MoveField(org.graylog2.syslog4j.server.impl.net.tcp.TCPNetSyslogServer.TCPNetSyslogSocketHandler;org.graylog2.syslog4j.server.impl.net.udp.UDPNetSyslogServerConfig;[sessions];[];[])
MoveField(org.graylog2.syslog4j.SyslogMain.Options;Class_21;[usage];[];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.impl.message.modifier.text.StringCaseSyslogMessageModifier;;[LOWER_CASE];[];[])
ExtractClass(org.graylog2.syslog4j.SyslogMain.Options;Class_22;[class_21|fileName|level|protocol];[main];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.server.impl.event.CiscoSyslogServerEvent;;[DEFAULT_FORMATTER];[];[])
ExtractSuperClass(org.graylog2.syslog4j.server.impl.event.structured.StructuredSyslogServerEventTest;Class_23;[];[buildEvent|testStructured3|testStructuredSyslogNg1];[])
MoveField(org.graylog2.syslog4j.impl.message.modifier.checksum.ChecksumSyslogMessageModifier;org.graylog2.syslog4j.impl.net.tcp.ssl.SSLTCPNetSyslogWriter;[config];[];[])
ExtractSuperClass(org.graylog2.syslog4j.server.SyslogServerMain.Options;Class_24;[quiet|usage];[setFileName];[])
EncapsulateField(org.graylog2.syslog4j.impl.message.modifier.text.StringCaseSyslogMessageModifier;;[UPPER_CASE];[];[])
DecreaseFieldSecurity(Class_1;;[DEFAULT_DELIMITER];[];[])
PullUpField(org.graylog2.syslog4j.impl.message.processor.SyslogMessageProcessor;org.graylog2.syslog4j.impl.message.processor.AbstractSyslogMessageProcessor;[class_18];[];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.net.udp.UDPNetSyslogConfig;;[serialVersionUID];[];[])
MoveField(org.graylog2.syslog4j.impl.log4j.Syslog4jAppender;org.graylog2.syslog4j.impl.net.AbstractNetSyslog;[structure];[];[])
IncreaseMethodSecurity(org.apache.log4j.AppenderSkeleton;;[];[initialize];[])
ExtractSubClass(net.netne.mina.ssl.SslSocketFactory;Class_25;[sslFactory];[];[])
EncapsulateField(org.graylog2.syslog4j.impl.unix.socket.UnixSocketSyslog.SockAddr;;[sun_family];[];[])
ExtractSubClass(org.graylog2.syslog4j.impl.backlog.NullSyslogBackLogHandler;Class_26;[];[initialize];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.message.modifier.escape.HTMLEntityEscapeSyslogMessageModifier;;[serialVersionUID];[];[])
MoveMethod(org.graylog2.syslog4j.impl.log4j.Syslog4jAppenderSkeleton;org.graylog2.syslog4j.server.SyslogServerMain.Options;[];[getThreaded];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.server.impl.net.AbstractNetSyslogServerConfig;;[];[setPort];[])
MoveMethod(org.graylog2.syslog4j.server.impl.event.structured.StructuredSyslogServerEvent;org.graylog2.syslog4j.server.impl.net.udp.UDPNetSyslogServerConfig;[];[setDateTimeFormatter];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.impl.backlog.log4j.Log4jSyslogBackLogHandler;;[];[down];[])
ExtractClass(org.graylog2.syslog4j.impl.message.modifier.mac.MacSyslogMessageModifierConfig;Class_27;[macAlgorithm|serialVersionUID];[createHmacMD5];[])
PushDownField(junit.framework.TestCase;org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;[ssltcpnetsyslog];[];[])
MoveMethod(org.graylog2.syslog4j.impl.message.structured.StructuredSyslogMessage;javax.net.SocketFactory;[];[hashCode];[])
MoveField(Class_25;org.graylog2.syslog4j.server.impl.structured.TestMatchChar;[sslFactory];[];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.server.impl.structured.TestMatchChar;;[];[getSslFactory];[])
MoveMethod(org.graylog2.syslog4j.impl.message.modifier.hash.HashSyslogMessageModifierConfig;org.graylog2.syslog4j.impl.log4j.Syslog4jAppenderSkeleton;[];[getHashAlgorithm];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.server.impl.event.printstream.SystemErrSyslogServerEventHandler;;[abstractsyslogserverconfig];[];[])
ExtractSuperClass(org.graylog2.syslog4j.impl.message.processor.AbstractSyslogMessageProcessorTest;Class_28;[];[appendTimestamp|createSyslogHeader];[])
MoveMethod(Class_27;org.graylog2.syslog4j.impl.message.modifier.AbstractSyslogMessageModifier;[];[getSerialVersionUID];[])
ExtractSuperClass(Class_4;Class_29;[];[modify];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.net.udp.UDPNetSyslogConfig;;[serialVersionUID];[];[])
PushDownMethod(Class_12;Class_1;[];[setDEFAULT_DATE_FORMAT];[])
PushDownField(org.graylog2.syslog4j.server.impl.event.printstream.PrintStreamSyslogServerEventHandler;org.graylog2.syslog4j.server.impl.event.printstream.FileSyslogServerEventHandler;[stream];[];[])
MoveField(Class_15;org.graylog2.syslog4j.impl.message.processor.structured.StructuredSyslogMessageProcessor;[syslogProtocols];[];[])
ExtractSubClass(org.graylog2.syslog4j.util.Base64.InputStream;Class_30;[breakLines|lineLength|numSigBytes|position];[getFileName];[])
PullUpField(org.graylog2.syslog4j.impl.backlog.Syslog4jBackLogHandler;org.graylog2.syslog4j.impl.backlog.AbstractSyslogBackLogHandler;[upLevel];[];[])
ExtractSuperClass(Class_20;Class_31;[];[down];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.server.impl.event.printstream.SystemOutSyslogServerEventHandler;;[];[setSerialVersionUID];[])
ExtractSuperClass(org.graylog2.syslog4j.impl.backlog.NullSyslogBackLogHandler;Class_32;[];[down];[])
PullUpField(org.graylog2.syslog4j.impl.log4j.Syslog4jAppender;org.graylog2.syslog4j.impl.log4j.Syslog4jAppenderSkeleton;[serialVersionUID];[];[])
PullUpMethod(org.graylog2.syslog4j.impl.backlog.NullSyslogBackLogHandler;Class_32;[];[up];[])
PushDownField(Class_12;Class_1;[DEFAULT_DATE_FORMAT];[];[])
ExtractSubClass(Class_22;Class_33;[fileName|protocol];[getClass_21|main];[])
PushDownField(org.graylog2.syslog4j.impl.backlog.printstream.PrintStreamSyslogBackLogHandler;org.graylog2.syslog4j.impl.backlog.printstream.SystemOutSyslogBackLogHandler;[appendLinefeed];[];[])
ExtractClass(org.graylog2.syslog4j.impl.net.tcp.ssl.SSLTCPNetSyslogWriter;Class_34;[serialVersionUID];[];[])
PushDownMethod(Class_24;org.graylog2.syslog4j.server.SyslogServerMain.Options;[];[setFileName];[])
PullUpMethod(net.netne.mina.ssl.SslSocketFactory;javax.net.SocketFactory;[];[getSocketFactory];[])
ExtractSubClass(org.graylog2.syslog4j.impl.message.modifier.text.PrefixSyslogMessageModifier;Class_35;[serialVersionUID];[setPrefix];[])
ExtractSuperClass(javax.net.SocketFactory;Class_36;[];[getSocketFactory];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.server.impl.event.SyslogServerEvent;;[DATE_FORMAT];[];[])
MoveField(org.graylog2.syslog4j.impl.backlog.printstream.PrintStreamSyslogBackLogHandler;org.graylog2.syslog4j.util.SyslogUtility;[printStream];[];[])
MoveField(Class_13;Class_19;[serialVersionUID];[];[])
DecreaseMethodSecurity(Class_17;;[];[configureGenericObjectPool];[])
MoveMethod(org.graylog2.syslog4j.server.impl.net.tcp.TCPNetSyslogServer;Class_25;[];[getServerSocketFactory];[])
ExtractSuperClass(org.graylog2.syslog4j.impl.net.AbstractNetSyslog;Class_37;[cachedHostAddress];[setStructure];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.impl.log4j.Syslog4jAppenderSkeleton;;[facility];[];[])
ExtractSubClass(org.graylog2.syslog4j.server.impl.event.printstream.SystemOutSyslogServerEventHandler;Class_38;[];[getSerialVersionUID];[])
ExtractSubClass(org.graylog2.syslog4j.util.SyslogUtility;Class_39;[printStream];[getFacility|getFacilityString|getLevel|isClassExists];[])
PullUpMethod(org.graylog2.syslog4j.impl.net.tcp.ssl.SSLTCPNetSyslogWriter;org.graylog2.syslog4j.impl.net.tcp.TCPNetSyslogWriter;[];[getConfig];[])
MoveField(org.graylog2.syslog4j.impl.message.modifier.sequential.SequentialSyslogMessageModifierConfig;org.graylog2.syslog4j.server.impl.net.tcp.TCPNetSyslogServer.TCPNetSyslogSocketHandler;[firstNumber];[];[])
ExtractClass(org.graylog2.syslog4j.impl.net.tcp.ssl.pool.PooledSSLTCPNetSyslogConfig;Class_40;[keyStore|serialVersionUID|socketfactory];[setTrustStorePassword];[])
IncreaseMethodSecurity(Class_3;;[];[getPort];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.server.impl.AbstractSyslogServerConfig;;[useStructuredData];[];[])
MoveField(org.graylog2.syslog4j.server.impl.net.tcp.TCPNetSyslogServer;Class_7;[class_25];[];[])
IncreaseFieldSecurity(Class_2;;[serialVersionUID];[];[])
IncreaseMethodSecurity(org.graylog2.syslog4j.impl.message.modifier.text.StringCaseSyslogMessageModifier;;[];[setUPPER_CASE];[])
PullUpField(Class_16;org.graylog2.syslog4j.impl.net.udp.UDPNetSyslogConfig;[maxQueueSize];[];[])
PushDownField(org.graylog2.syslog4j.server.SyslogServerMain.Options;Class_6;[protocol];[];[])
DecreaseFieldSecurity(org.graylog2.syslog4j.server.impl.event.printstream.SystemOutSyslogServerEventHandler;;[serialVersionUID];[];[])
MoveField(org.graylog2.syslog4j.impl.net.tcp.TCPNetSyslog;java.util.HashMap;[writer];[];[])
PushDownMethod(org.graylog2.syslog4j.impl.log4j.Syslog4jAppenderSkeleton;org.graylog2.syslog4j.impl.log4j.Syslog4jAppender;[];[setFacility];[])
IncreaseFieldSecurity(org.graylog2.syslog4j.server.impl.net.udp.UDPNetSyslogServerConfig;;[maxMessageSize];[];[])
ExtractClass(org.graylog2.syslog4j.impl.message.processor.AbstractSyslogMessageProcessor;Class_41;[class_18];[];[])
ExtractClass(org.graylog2.syslog4j.test.message.structured.StructuredSyslogMessageTest;Class_42;[class_14];[getIdent|testFromString1a|testMessageWithEmptyStruct];[])
IncreaseFieldSecurity(java.util.HashMap;;[writer];[];[])
PushDownMethod(org.graylog2.syslog4j.impl.log4j.Syslog4jAppenderSkeleton;org.graylog2.syslog4j.impl.log4j.Syslog4jAppender;[];[getPort];[])
