ExtractSuperClass(org.toj.dnd.irctoolkit.game.d6smw.Unit;Class_1;[hp];[setName];[])
PushDownMethod(destruct.Lightning;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge;[];[getTip];[])
ExtractSubClass(jDistsim.SampleControl;Class_10;[];[];[])
ExtractSuperClass(org.toj.dnd.irctoolkit.configs.MapGenConfigs;Class_11;[CA_MAP_HEIGHT|CONFIG_FILE|CONF_DOOR_WIDTH_MIN|CONF_MAP_HEIGHT];[getInt|set];[])
PullUpMethod(commons.main.MainFrame;javax.swing.JFrame;[];[closeWindow];[])
PullUpField(ru.rgups.time.views.touchview.InputStreamWrapper;java.io.BufferedInputStream;[mBytesLoaded];[];[])
IncreaseMethodSecurity(jDistsim.ui.control.button.ImageButton;;[];[getIconButtonHoverStyle];[])
PullUpField(jDistsim.application.designer.controller.modelSpaceFeature.util.ConnectorLine;javax.swing.JComponent;[drawingMode];[];[])
ExtractSuperClass(destruct.World.CollisionChecker;Class_12;[BLUE|SATURATION|left|osc];[ClearCircleStrong|FillCircle];[])
IncreaseMethodSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge.Darkness.DarkSoulBall.DarkSummonBall.DarkAura.DarkTeleport.NOSPELL.Burito.FireMaster;;[];[getPassiveAction];[])
PullUpField(elr.core.Loader.JSonReader;java.io.ObjectInputStream;[reader];[];[])
ExtractSubClass(jDistsim.ui.control.tabControl.TabControl;Class_13;[tabPanel];[addTabItem];[])
PullUpField(floobits.common.protocol.handlers.CreateAccountHandler;floobits.common.BaseHandler;[host];[];[])
ExtractSuperClass(org.toj.dnd.irctoolkit.ui.map.mappane.SelectionCompleteListener;Class_14;[log];[getTable|valueChanged];[])
MoveField(timeBench.ui.FisheyeSlider;org.joemonti.drogon.modules.arduino.DrogonArduinoModule.ArduinoReader;[serialVersionUID];[];[])
IncreaseMethodSecurity(jDistsim.application.designer.controller.modelSpaceFeature.util.ConnectorLine;;[];[setPoints];[])
PullUpField(Entity.PumpkinEntity;Entity.Entity;[life];[];[])
MoveMethod(floobits.utilities.IntelliBrowserOpener;floobits.impl.FileImpl;[];[openInBrowser];[])
PullUpMethod(org.toj.dnd.irctoolkit.ui.map.data.MapGridWrapper;javax.swing.table.AbstractTableModel;[];[getColumnCount];[])
MoveField(Entity.SpoutEntity;com.google.gson.internal.bind.MiniGson.FutureTypeAdapter;[s3];[];[])
MoveField(org.toj.dnd.irctoolkit.mapgenerator.DungeonGenerator;com.jivesoftware.os.filer.io.api.CorruptionException;[WALL_ID];[];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout;Class_1;[];[];[])
MoveField(floobits.common.protocol.json.receive.FlooHighlight;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout;[summon];[];[])
DecreaseFieldSecurity(org.toj.dnd.irctoolkit.ui.map.filterpane.params.MapGridWrapper;;[mapGrid];[];[])
MoveField(com.vldocking.swing.docking.event.DockDragEvent;br.com.dbsoft.core.DBSLogger;[delegateDrag];[];[])
MoveField(jDistsim.application.designer.controller.modelSpaceFeature.util.ConnectorLine;com.acrs.juscadastro.util.ForcedListSelectionModel;[lineSize];[];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand;Class_2;[];[getCost|getTip];[])
ExtractSubClass(org.toj.dnd.irctoolkit.engine.command.ui.PlaceRandomTrapCommand;Class_3;[trapCr];[];[])
ExtractSuperClass(org.toj.dnd.irctoolkit.game.dnd3r.battle.event.BattleEvent;Class_4;[round];[setInit|setRound];[])
IncreaseMethodSecurity(jDistsim.ui.panel.tab.NotesTabPanel.Header;;[];[paintComponent];[])
DecreaseFieldSecurity(sk.stuba.fiit.kvasnicka.topologyvisual.gui.panels.simulationdata.networknode.TextualStatisticsPanel.ProgressRenderer;;[jScrollPane2];[];[])
PullUpMethod(br.com.dbsoft.core.DBSLogger;org.apache.log4j.Logger;[];[setDelegateDrag];[])
MoveMethod(jDistsim.ui.control.button.ImageButton;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge.Darkness.DarkSoulBall.DarkSummonBall.DarkAura.DarkTeleport.NOSPELL.Burito.FireMaster;[];[mouseReleased];[])
IncreaseMethodSecurity(com.google.gson.DefaultConstructorAllocator;;[];[newInstance];[])
IncreaseMethodSecurity(com.webobjects.foundation.NSTimeZone;;[];[toString];[])
PullUpField(org.toj.dnd.irctoolkit.mapgenerator.ca.CelullarAutomationCaveGenerator;org.toj.dnd.irctoolkit.mapgenerator.DungeonGenerator;[dungeon];[];[])
IncreaseMethodSecurity(com.webobjects.foundation.NSTimeZone;;[];[toString];[])
MoveField(destruct.APPLET.ImagePanel.Row.RowCellRenderer.RowTableModel;com.jivesoftware.android.mobile.sdk.json.JiveJsonInputStream;[colCount];[];[])
PullUpMethod(com.MyTestProjects.AppletsTest.awt.AutonomyWindow;java.awt.Frame;[];[initListeners];[])
DecreaseFieldSecurity(elr.core.Loader.JSonReader.JSonWriter;;[gson];[];[])
ExtractClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado;Class_5;[];[];[])
IncreaseMethodSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust;;[];[getAction];[])
IncreaseMethodSecurity(commons.main.MainFrame;;[];[run];[])
MoveField(view.DragUndecoratedWindow;com.google.gson.internal.bind.MiniGson.FutureTypeAdapter;[positiony];[];[])
IncreaseMethodSecurity(org.apache.commons.net.io.DotTerminatedMessageReader;;[];[readLine];[])
PullUpField(gov.epa.festc.gui.ListWidget;javax.swing.JList;[changed];[];[])
IncreaseMethodSecurity(org.toj.dnd.irctoolkit.filter.FillEmptySpaceFilter;;[];[doApplyFilter];[])
IncreaseFieldSecurity(floobits.common.protocol.json.receive.FlooHighlight;;[user_id];[];[])
ExtractSubClass(facturatieSysteem.KlantenSubsysteem.EntityLayer.Klant;Class_6;[];[];[])
MoveMethod(at.zaboing.Camera;floobits.impl.FileImpl;[];[createCamera];[])
PullUpMethod(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall;destruct.Firebending;[];[getAction];[])
DecreaseFieldSecurity(floobits.windows.ChatUserForm.ClickPanel.ClientChatActionListener.ClientState.ClientCellRenderer;;[serialVersionUID];[];[])
PushDownMethod(java.awt.Frame;com.MyTestProjects.AppletsTest.awt.userinteraction.dialog.dialogwindows.MenuFrame;[];[initListeners];[])
ExtractSuperClass(destruct.OrderedOutputStream.Message;Class_7;[];[compareTo];[])
DecreaseFieldSecurity(org.toj.dnd.irctoolkit.map.Point;;[x];[];[])
IncreaseMethodSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump;;[];[getCost];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge.Darkness.DarkSoulBall.DarkSummonBall.DarkAura.DarkTeleport.NOSPELL.Burito;Class_8;[];[];[])
IncreaseMethodSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge.Darkness.DarkSoulBall.DarkSummonBall.DarkAura.DarkTeleport;;[];[getCost];[])
ExtractClass(destruct.Spell.Airbending.AirbendingJump;Class_9;[];[];[])
PullUpField(sk.stuba.fiit.kvasnicka.topologyvisual.gui.panels.simulationdata.networknode.TextualStatisticsPanel.ProgressRenderer;javax.swing.JProgressBar;[jScrollPane2];[];[])
PullUpField(sk.stuba.fiit.kvasnicka.topologyvisual.gui.components.DropDownButton;java.awt.JButton;[checkBoxMenuItems];[];[])
IncreaseMethodSecurity(org.toj.dnd.irctoolkit.engine.command.game.draca.DrawCardCommand;;[];[doProcess];[])
ExtractSubClass(org.toj.dnd.irctoolkit.ui.map.filterpane.params.MapGridWrapper;Class_10;[mapGrid];[getValueAt];[])
PullUpMethod(com.MyTestProjects.AppletsTest.awt.userinteraction.CheckBoxDemo.Updater;java.awt.Thread;[];[run];[])
PushDownMethod(destruct.Firebending;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava;[];[getAction];[])
MoveMethod(view.Gui;com.MyTestProjects.AppletsTest.awt.userinteraction.CheckBoxDemo.Updater;[];[mousePressed];[])
DecreaseFieldSecurity(org.toj.dnd.irctoolkit.game.d6smw.Battle;;[current];[];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield;Class_11;[];[getCost|getPassiveAction];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout;Class_12;[];[getName];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity;Class_13;[];[onSpawn];[])
MoveField(org.toj.dnd.irctoolkit.game.dnd3r.battle.State;org.toj.dnd.irctoolkit.game.dnd3r.Dnd3rGame;[appliedOnRound];[];[])
ExtractSuperClass(destruct.World.CollisionChecker;Class_14;[HUE|firePolygonred|h|leftArmAngle|rightArmAngle];[ClearPolygon|ClearRect|FillCircleW|FillPolygon|ShowData|changeColor|checkCollision|destroyExpansion|explode|getNewPixelRGB|isIce|onDraw|puddle];[])
IncreaseMethodSecurity(jDistsim.ui.panel.tab.NotesTabPanel.Header.NotesArea;;[];[paintComponent];[])
ExtractSubClass(com.MyTestProjects.AppletsTest.awt.userinteraction.dialog.filedialogs.main.gui.FileDialogFrame;Class_17;[b_selectFile|dialogController|m_bar|t_area];[reloadWindow];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof;Class_18;[charge];[onSpawn];[])
PullUpField(com.jhlabs.map.AngleFormat;java.text.NumberFormat;[decimalPattern];[];[])
DecreaseFieldSecurity(org.toj.dnd.irctoolkit.engine.command.game.draca.HideDisplayCardCommand;;[card];[];[])
ExtractSubClass(org.toj.dnd.irctoolkit.token.Color;Class_19;[];[];[])
ExtractClass(jDistsim.ui.panel.tab.NotesTabPanel.Header.NotesArea;Class_20;[];[paintComponent];[])
MoveField(jDistsim.ui.control.button.ImageButton;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike;[active];[];[])
ExtractSuperClass(facturatieSysteem.KlantenSubsysteem.EntityLayer.Klant;Class_21;[Geboortedatum|ResterendEigenRisico];[BerekenTotaalEigenRisico|getBetaalMethode|getRekeningnummer|getResterendEigenRisico|getTelefoonnummer|getWoonplaats];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand;Class_25;[];[getPassiveAction];[])
ExtractClass(com.vldocking.swing.docking.DockTabbedPane;Class_26;[isMultipleDrag|keyChangeListener|previousSelectedDockable|selfDockable|serialVersionUID];[checkForPopUp|endDragComponent|getDockKey|getDockableAt|getDockableContainer|mousePressed|processDockableDrop|scanBorderBounds|setSelectedDockable];[])
MoveMethod(sk.stuba.fiit.kvasnicka.topologyvisual.gui.components.DisabledItemsComboBox;destruct.ClothingChooser1;[];[setSelectedIndex];[])
DecreaseFieldSecurity(timeBench.action.layout.timescale.FisheyeTimeScale;;[fisheyeIntensity];[];[])
PullUpField(org.leialearns.logic.prefixfree.PrefixEncoderFactoryImpl.BinaryWriter;java.io.Writer;[buffer];[];[])
PullUpMethod(floobits.common.protocol.buf.TextBuf;floobits.common.protocol.buf.Buf;[];[run];[])
IncreaseMethodSecurity(destruct.APPLET.ImagePanel.Row.RowCellRenderer.RowTableModel;;[];[getColumnCount];[])
EncapsulateField(java.text.NumberFormat;;[decimalPattern];[];[])
EncapsulateField(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge;;[charge];[];[])
MoveMethod(SshClient.GetOpenVpn.Task;com.injoee.providers.downloads.State;[];[done];[])
ExtractSubClass(jDistsim.ui.control.button.ImageButton;Class_33;[deactivateMode];[getIconButtonHoverStyle|getPaddingSize|iconLabelMousePressed|isActive|mouseClicked|mouseEntered|setIconButtonHoverStyle];[])
MoveMethod(org.toj.dnd.irctoolkit.filter.ViewPoint;org.toj.dnd.irctoolkit.dice.WushuRoll;[];[getOneAndHalfSquareSlope];[])
PushDownMethod(destruct.Spell;destruct.Spell.Airbending;[];[getLightningSpell];[])
PullUpField(testejavadesktop.BMPFile;java.awt.Component;[BITMAPINFOHEADER_SIZE];[];[])
IncreaseFieldSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge.Darkness.DarkSoulBall.DarkSummonBall.DarkAura.DarkTeleport;;[icon];[];[])
ExtractSuperClass(edu.asu.voctec.utilities.AspectRatio;Class_37;[ASPECT_RATIO_MARGIN];[getSubSection];[])
IncreaseMethodSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike;;[];[getCost];[])
PushDownField(destruct.Spell;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning;[ID];[];[])
PullUpMethod(jDistsim.ui.control.LogTextArea.ControlPanel.TextAreaPanel;javax.swing.JComponent;[];[isCaret];[])
IncreaseMethodSecurity(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand;;[];[getPassiveAction];[])
MoveMethod(com.vldocking.swing.docking.event.DockDragEvent;Entity.BallLightningEntity;[];[rejectDrag];[])
PullUpField(floobits.windows.ChatUserForm.ClickPanel.ClientChatActionListener.ClientState.ClientCellRenderer;java.awt.JLabel;[serialVersionUID];[];[])
IncreaseFieldSecurity(org.leialearns.logic.prefixfree.PrefixDecoderFactoryImpl.BinaryReader;;[index];[];[])
IncreaseMethodSecurity(calculatrice.Calculatrice;;[];[actionNumerique];[])
PushDownField(javax.swing.JComponent;jDistsim.ui.control.LogTextArea.ControlPanel.TextAreaPanel;[drawingMode];[];[])
MoveMethod(si.iitech.util.IITechDate;SshClient.GetOpenVpn.Task;[];[toString];[])
ExtractSuperClass(destruct.APPLET.ImagePanel.Row;Class_39;[val];[getId];[])
IncreaseMethodSecurity(org.toj.dnd.irctoolkit.game.dnd3r.Item;;[];[getTypeName];[])
DecreaseFieldSecurity(jDistsim.ui.control.LogTextArea.ControlPanel.TextAreaPanel;;[isCaret];[];[])
IncreaseMethodSecurity(btools.util.DiffCoderDataOutputStream;;[];[writeUnsigned];[])
PushDownField(destruct.Spell;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending;[my];[];[])
DecreaseMethodSecurity(testejavadesktop.BMPFile;;[];[convertImage];[])
PullUpMethod(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand;destruct.Earthbending;[];[getAction];[])
IncreaseMethodSecurity(facturatieSysteem.FacturatieSubsysteem.PresentationLayer.FacturatieGUI;;[];[FactGUI];[])
PullUpMethod(com.acrs.juscadastro.util.ForcedListSelectionModel;javax.swing.DefaultListSelectionModel;[];[removeSelectionInterval];[])
PullUpField(com.MyTestProjects.AppletsTest.awt.userinteraction.dialog.filedialogs.main.MainThread;java.awt.Thread;[dialogFrameTitle];[];[])
PushDownField(org.toj.dnd.irctoolkit.map.Point;org.toj.dnd.irctoolkit.filter.ViewPoint;[x];[];[])
ExtractSuperClass(org.toj.dnd.irctoolkit.game.d6smw.TimePoint;Class_41;[round];[before];[])
PullUpField(com.vldocking.swing.docking.DockTabbedPane;java.awt.JTabbedPane;[popup];[];[])
MoveMethod(sk.stuba.fiit.kvasnicka.topologyvisual.gui.components.DisabledItemsComboBox;destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard;[];[setItemEnabled];[])
PullUpMethod(btools.util.DiffCoderDataOutputStream;java.io.DataOutputStream;[];[writeUnsigned];[])
ExtractSubClass(org.leialearns.logic.prefixfree.PrefixDecoderFactoryImpl.BinaryReader;Class_42;[input];[setBits];[])
ExtractSuperClass(floobits.common.protocol.json.receive.FlooHighlight;Class_44;[name|req_id|to|user_id];[getSummon];[])
IncreaseFieldSecurity(floobits.utilities.IntelliBrowserOpener;;[fileimpl];[];[])
IncreaseMethodSecurity(com.google.gson.internal.bind.MiniGson.FutureTypeAdapter;;[];[setDelegate];[])
ExtractSubClass(destruct.Spell.Airbending.AirbendingJump.AirbendingTornado.AirbendingGust.AirbendingAir.AirRun.AirAffinity.Earthbending.EarthbendingSpike.EarthbendingShard.EarthbendingSand.EarthbendingWallOfSand.EarthbendingShield.EarthbendingStance.Waterbending.WaterbendingFreeze.WaterSpout.WaterbendingShard.WaterStorm.BreathUnderWater.WaterTreading.Firebending.Firebending_Lava.Firebending_Thrower.Firebending_Wall.FirebendingJump.FirebendingCharge.FireProof.Lightning.LightningStorm.LightningBall.LightningMine.LightningRod.LightningShield.LightningOvercharge.Darkness.DarkSoulBall.DarkSummonBall;Class_46;[];[];[])
