Size
97,497
74,129
97,592
88,336
80,507
119,340
92,226
101,490
80,656
95,180
110,042
93,720
89,882
86,631
82,549
119,151
115,419
120,188
72,235
78,650
79,531
83,500
90,189
71,604
116,301
89,444
102,958
75,332
114,222
88,558
103,149
100,831
76,029
100,060
98,160
87,131
77,858
80,536
110,106
79,953
81,341
106,880
80,797
108,959
86,907
93,198
78,505
73,842
91,823
117,446
78,903
106,887
91,804
112,159
111,420
83,193
96,139
100,786
85,576
83,470
104,735
106,160
94,746
96,792
104,478
92,767
101,348
79,145
91,244
88,183
79,113
74,910
118,894
107,790
77,266
73,048
89,537
106,808
72,317
104,662
90,302
100,337
96,533
115,412
73,527
81,492
89,384
106,126
71,688
109,062
81,092
81,159
74,544
99,652
94,984
103,250
102,158
78,550
91,327
94,615
103,995
90,001
88,016
79,266
85,312
118,188
107,056
110,499
85,377
82,165
117,055
99,872
102,978
105,033
74,741
93,109
74,212
113,755
111,993
75,378
101,325
91,351
73,094
81,791
119,873
106,198
108,145
72,018
72,226
93,956
95,545
100,438
77,426
72,862
81,893
77,276
87,211
77,334
101,108
109,461
84,883
104,312
72,777
109,410
79,533
75,088
119,117
73,514
90,083
94,615
113,469
107,264
73,499
81,818
76,863
116,874
71,502
108,535
97,659
110,058
84,043
119,154
119,414
82,257
96,421
72,044
107,699
76,108
118,904
119,873
99,143
116,218
93,368
102,605
78,108
94,844
95,663
89,967
84,227
78,093
78,318
84,748
119,305
81,397
86,535
72,462
95,033
103,206
119,541
88,998
81,079
73,585
100,478
72,325
78,030
104,765
97,803
94,556
106,470
83,220
116,418
78,666
88,030
81,321
83,190
75,897
72,633
85,645
79,743
78,687
85,081
108,710
72,486
87,486
81,205
72,051
104,898
91,961
118,709
95,259
73,235
85,878
84,862
116,014
94,034
110,333
84,682
108,819
115,811
97,587
81,884
88,992
115,422
112,432
114,834
114,102
88,014
74,526
80,487
88,616
98,208
97,686
116,105
92,907
92,054
111,616
92,448
103,200
91,041
72,955
87,986
103,815
93,301
83,351
92,066
82,702
111,697
71,871
104,105
75,604
118,130
120,135
81,492
77,362
88,204
91,993
117,615
98,749
89,023
118,095
91,061
80,087
89,568
81,208
77,375
98,838
71,765
89,776
110,471
116,050
76,166
89,907
118,548
97,972
85,771
79,324
76,597
113,024
107,569
79,754
98,036
72,591
80,406
74,903
91,750
77,845
97,044
83,533
80,986
99,128
87,212
97,421
112,359
83,897
94,193
98,655
83,599
111,495
106,677
93,177
86,461
92,445
99,590
91,954
98,742
111,408
111,084
75,417
92,451
74,464
78,288
86,373
116,834
98,439
107,354
117,017
91,895
73,725
74,522
110,825
73,688
90,444
84,280
78,388
92,505
107,798
72,132
109,408
77,673
116,335
106,351
96,490
103,748
101,623
75,473
85,968
111,856
94,270
99,770
102,604
114,861
76,214
102,037
79,236
97,484
115,606
74,075
91,871
79,162
120,153
92,476
109,691
81,459
84,145
96,864
110,519
81,915
73,187
87,426
79,343
83,864
90,298
71,573
118,061
81,441
88,602
107,279
96,936
78,160
84,363
74,856
74,467
93,553
85,220
87,555
107,552
102,325
80,355
87,082
97,656
77,665
82,094
77,220
80,489
109,292
85,503
86,173
77,043
81,455
107,539
93,743
112,974
114,388
99,209
75,662
94,894
83,070
108,019
111,737
103,476
84,732
114,952
116,928
18,198
18,476
17,835
18,364
16,895
17,449
18,471
19,721
19,714
18,464
16,957
16,750
18,464
19,477
17,663
16,990
18,657
19,856
18,365
18,574
19,437
17,306
18,421
18,961
18,032
18,516
17,735
17,361
16,923
16,854
19,903
19,704
19,904
19,195
16,895
19,319
18,648
19,472
16,842
17,943
19,462
17,557
19,487
19,572
18,431
16,587
16,606
17,874
17,188
17,507
18,284
17,220
18,878
17,202
18,639
17,400
19,618
16,577
18,172
19,682
16,795
19,984
17,484
19,285
19,295
19,119
17,486
19,846
17,973
19,395
17,897
18,615
18,014
19,576
19,847
19,820
17,838
18,739
17,846
19,408
19,884
16,861
17,674
16,624
17,084
17,894
17,300
19,993
19,417
17,211
18,815
19,189
16,700
19,891
19,832
18,159
17,877
19,873
19,134
17,176
18,928
18,298
17,249
17,550
17,524
17,065
18,135
17,211
18,722
18,152
17,814
17,163
18,348
17,904
17,857
17,866
18,172
18,733
19,489
16,825
16,858
16,956
17,568
16,861
17,451
17,385
17,475
18,034
16,945
17,155
16,803
17,839
16,882
16,784
17,338
17,656
16,600
19,725
19,633
19,406
19,350
17,224
16,593
17,383
19,866
17,342
19,772
17,665
18,278
19,497
17,153
17,160
19,431
19,730
17,078
18,572
19,709
17,165
19,378
18,981
18,900
19,013
17,923
18,674
17,100
17,560
17,221
19,261
18,991
16,679
19,442
16,675
17,537
18,968
19,658
17,358
16,662
18,202
18,672
18,586
18,781
18,299
19,261
19,850
17,725
19,416
18,694
17,177
17,746
17,402
17,473
18,622
17,966
17,221
16,632
16,737
19,503
17,226
19,558
19,171
17,496
17,317
16,731
17,564
19,798
17,877
17,889
16,934
19,380
18,316
18,065
19,692
17,877
18,173
17,403
16,862
18,786
19,035
17,197
18,798
18,587
19,453
17,832
16,811
19,597
17,780
16,975
17,329
19,785
16,660
17,508
18,539
17,307
19,464
18,983
18,653
19,877
19,934
16,971
17,904
18,355
16,611
18,686
16,764
19,118
16,821
16,788
17,326
19,810
19,007
18,863
18,642
17,794
17,472
16,804
18,394
17,425
16,628
18,302
17,025
17,749
17,333
19,105
16,576
17,135
17,513
19,292
17,359
16,794
16,854
19,591
18,859
17,268
17,244
17,839
18,898
17,185
17,476
17,546
19,439
16,939
19,906
18,196
17,447
19,137
16,987
18,599
18,711
17,714
19,601
19,882
16,613
17,931
17,230
16,945
18,259
19,049
17,368
19,968
16,661
18,420
19,725
16,912
17,413
19,441
18,209
16,573
18,829
17,562
18,445
18,661
17,512
16,979
19,005
16,900
17,374
17,153
17,677
17,548
18,242
18,494
18,505
19,575
17,769
19,117
19,056
16,941
16,782
19,424
19,455
17,263
18,268
17,243
18,153
18,760
19,264
17,747
18,901
19,783
18,104
17,730
17,801
17,115
17,266
17,330
17,465
16,746
17,386
17,120
17,817
18,971
17,001
17,453
17,203
19,095
19,594
19,625
18,980
19,081
17,626
16,995
19,097
18,945
19,162
16,788
17,762
18,699
19,887
18,539
16,753
17,948
18,300
18,115
18,328
17,241
18,793
16,927
17,952
18,659
17,287
17,749
16,726
17,286
17,475
18,159
17,718
17,449
17,486
18,440
17,755
16,666
17,539
17,543
19,091
17,484
18,744
16,685
18,626
18,397
18,177
16,697
16,696
18,200
16,673
17,876
16,806
17,982
18,048
18,239
18,569
19,754
18,108
19,022
19,237
17,046
16,589
17,613
19,079
19,087
17,651
17,768
18,764
18,895
16,618
18,725
17,679
19,183
17,216
18,502
18,298
18,126
16,574
18,070
16,918
17,477
19,346
17,107
19,774
17,435
18,778
19,505
18,059
18,138
18,578
18,832
19,147
16,811
19,979
16,977
19,948
18,067
16,974
17,287
19,712
18,425
18,519
16,801
19,045
18,704
19,667
17,714
19,903
16,957
16,800
16,701
17,599
18,686
18,082
16,795
17,544
18,929
17,300
18,947
16,868
19,823
19,736
18,553
17,143
16,901
17,271
19,223
17,311
18,627
18,458
19,181
19,192
16,833
17,460
18,733
19,916
16,963
19,650
19,812
16,851
19,992
17,794
16,696
16,899
17,065
19,430
18,816
18,136
17,581
17,320
17,862
19,278
16,741
17,648
17,157
16,664
18,087
19,649
19,633
16,875
16,704
16,849
17,899
18,070
17,130
18,571
18,409
18,250
19,524
18,024
17,900
19,818
18,246
19,336
19,853
18,451
16,718
17,645
17,003
18,453
19,676
19,850
18,073
17,264
19,735
17,589
18,285
17,616
19,924
16,995
18,857
18,982
19,736
17,758
18,995
19,692
18,204
19,962
16,919
18,155
17,220
19,973
19,548
18,758
16,631
18,353
17,056
16,806
18,744
18,166
18,371
16,700
19,460
17,022
18,858
18,284
17,693
18,449
19,043
19,270
17,740
17,212
18,162
19,310
17,284
18,093
16,973
16,724
18,227
17,958
16,956
19,379
17,199
17,578
19,789
16,935
16,621
18,528
16,675
17,615
19,376
18,236
18,786
18,781
19,771
19,258
19,463
19,992
18,363
19,069
18,764
18,513
17,518
17,298
18,747
16,630
18,565
19,075
19,486
18,101
18,173
17,107
19,892
19,621
16,664
17,704
17,527
17,598
19,849
19,323
19,690
19,884
19,456
17,560
19,253
17,310
17,135
17,335
19,699
17,631
17,055
19,531
16,733
19,688
18,923
18,917
17,862
17,470
19,620
17,827
18,899
18,315
18,280
17,006
17,881
16,825
17,369
19,042
19,508
16,631
16,666
17,448
19,137
16,821
19,013
19,760
17,162
17,277
19,296
18,233
17,951
17,994
17,794
19,832
19,969
18,985
19,795
18,896
17,725
17,914
18,097
16,615
16,959
18,213
16,735
19,894
18,370
17,089
17,188
17,706
17,601
16,660
18,817
19,877
18,197
17,484
17,352
16,973
17,155
19,357
18,815
16,902
17,352
18,060
19,477
17,372
16,912
17,392
18,546
16,807
16,572
19,580
18,530
18,975
18,209
18,099
19,741
17,486
18,306
17,045
16,828
19,794
17,547
18,807
17,786
17,013
19,163
18,438
19,985
18,133
19,262
17,516
18,907
16,976
16,995
16,845
19,672
18,552
19,506
18,978
18,465
16,867
18,912
19,273
19,578
18,629
17,866
19,722
19,994
18,475
17,798
18,449
17,941
18,743
19,640
18,989
16,817
17,256
17,578
19,288
18,797
19,867
18,194
18,036
17,455
19,247
18,546
18,145
18,478
18,396
16,755
18,544
19,916
17,052
19,309
17,336
17,257
19,993
19,332
17,191
18,388
17,891
19,208
17,296
18,797
18,648
18,446
17,813
17,143
16,906
16,978
18,017
19,053
19,202
17,619
18,804
18,805
18,396
16,968
17,365
18,068
17,645
17,197
18,874
17,423
19,964
18,100
18,349
16,966
16,824
18,815
17,956
19,512
18,344
17,001
17,798
19,588
18,106
17,123
18,788
19,991
17,877
18,956
17,173
19,491
17,928
19,893
16,870
19,635
18,548
16,945
18,673
16,605
18,121
16,889
16,872
17,186
17,823
19,883
17,898
17,557
18,732
16,995
19,226
19,073
18,035
18,111
17,496
17,497
17,650
17,383
19,465
18,001
18,419
17,336
19,883
17,048
19,211
17,215
18,546
16,577
16,660
19,881
17,529
16,654
18,587
16,851
17,150
19,878
17,491
16,834
18,253
19,446
18,218
18,231
16,732
17,930
17,629
19,816
18,807
19,646
16,610
17,748
18,236
19,771
19,736
19,817
17,871
17,325
18,147
18,716
18,143
19,797
17,179
18,119
19,356
18,886
17,524
18,059
17,211
17,970
19,814
12,794
10,566
14,099
11,923
16,027
14,377
15,068
12,381
10,377
12,037
11,749
13,950
11,056
10,276
16,184
12,961
15,631
15,228
12,743
11,500
11,204
12,575
12,551
12,085
15,255
13,393
13,623
10,665
12,855
13,300
14,106
14,975
10,691
14,906
12,256
15,606
10,813
13,761
16,043
13,582
12,506
16,118
13,394
12,854
12,933
13,473
10,934
11,125
11,778
14,645
10,793
16,156
10,531
11,625
12,164
12,658
11,929
11,439
11,682
15,726
11,683
11,607
13,129
14,479
11,174
12,760
11,849
12,501
11,561
13,370
10,727
13,771
14,138
10,283
15,583
15,177
13,043
16,525
16,222
14,113
14,732
10,804
13,070
12,619
12,061
14,019
11,356
16,054
10,977
11,958
12,913
12,640
15,430
13,745
10,472
12,310
13,771
11,693
12,259
10,994
11,205
10,900
16,525
12,681
16,376
13,096
13,494
13,145
15,858
10,947
10,487
12,872
11,931
10,466
13,646
13,204
11,374
10,364
13,049
15,876
11,118
13,889
10,751
12,401
13,333
14,078
10,913
12,377
11,639
13,115
10,935
12,244
15,810
12,441
11,178
16,352
14,967
16,293
16,199
13,029
14,503
12,222
12,987
15,638
12,854
14,377
10,491
14,271
10,571
13,348
14,961
12,853
14,464
10,574
11,205
11,164
16,146
11,790
15,981
12,398
15,006
13,301
15,218
12,013
13,069
12,047
11,375
15,356
14,875
10,467
10,839
10,983
11,003
13,027
10,586
12,771
10,461
16,569
10,479
10,495
13,836
11,643
13,581
15,613
12,107
11,435
14,903
14,236
13,706
10,516
13,834
14,891
11,851
12,105
12,845
11,878
11,250
12,325
15,164
12,978
12,762
13,246
16,398
11,617
12,096
11,046
10,988
15,551
11,729
10,978
10,736
11,761
13,404
11,639
13,747
16,340
11,365
13,725
10,871
15,471
11,034
14,719
10,301
16,437
14,275
11,474
11,019
11,921
11,077
14,615
14,423
11,424
10,720
11,893
12,646
15,484
10,843
12,801
15,107
10,734
13,738
15,447
10,497
13,708
15,988
14,375
12,927
10,457
15,588
14,049
14,408
11,317
16,220
13,793
10,938
10,618
11,064
13,568
11,594
11,835
15,343
12,560
16,538
10,728
16,048
13,049
10,597
11,432
12,561
10,712
11,007
14,532
12,834
13,712
16,235
10,515
10,416
16,473
15,971
14,186
14,723
13,094
10,664
14,592
15,001
12,328
14,190
11,885
14,862
14,523
14,171
14,427
11,399
13,505
11,485
13,181
12,114
14,479
10,627
12,201
14,091
12,084
11,225
15,770
12,769
13,901
12,072
10,278
14,036
11,968
13,938
11,548
12,280
14,333
10,596
16,466
12,552
12,470
14,039
13,493
13,799
13,368
15,839
16,540
11,814
10,901
15,546
11,530
11,437
14,455
12,624
10,572
14,154
13,510
13,320
13,041
14,365
12,023
13,200
12,320
12,881
10,789
10,848
15,319
14,011
13,501
13,252
14,452
15,069
11,922
10,291
15,412
15,937
12,906
12,618
11,642
10,903
11,161
16,157
10,572
12,700
11,305
15,068
11,602
13,913
11,491
10,425
13,412
10,635
10,659
12,526
11,940
13,851
10,414
11,187
11,983
12,601
14,653
14,198
11,101
11,753
16,505
11,266
14,694
14,778
13,097
11,231
11,910
15,009
13,833
10,727
10,765
10,888
14,513
10,933
11,983
11,550
16,103
13,859
11,737
10,318
15,830
13,660
12,500
12,152
11,758
12,760
13,092
14,891
10,290
12,395
12,313
15,023
13,091
15,568
10,799
11,148
15,561
11,685
10,552
11,680
12,869
10,575
11,075
14,813
13,892
11,204
15,402
13,540
11,366
15,006
10,511
12,031
14,540
11,696
14,246
13,047
10,349
14,486
10,605
10,832
11,536
11,237
16,494
15,614
15,633
10,545
12,572
10,415
10,883
15,680
13,634
15,683
15,932
11,146
12,859
13,230
11,922
12,334
10,414
10,800
11,496
10,429
15,792
15,081
12,757
14,609
13,247
12,266
11,982
13,075
16,127
10,364
15,721
12,770
11,905
12,781
13,995
10,842
10,572
13,799
12,701
11,946
15,581
14,027
11,370
11,542
11,657
14,197
16,553
10,628
16,312
11,487
16,479
12,163
11,202
11,348
11,808
14,812
13,901
11,617
11,862
14,384
14,984
15,911
12,338
13,735
12,428
10,528
13,297
15,793
12,227
14,773
10,311
15,815
10,793
10,740
13,762
15,669
11,808
12,617
14,705
12,368
15,320
12,966
11,558
10,707
13,606
16,257
14,503
11,416
12,132
13,491
11,130
14,267
13,812
10,377
11,248
10,469
12,895
14,349
10,505
10,276
14,242
12,315
13,156
16,292
14,684
15,764
12,615
10,409
13,544
13,938
12,827
14,411
12,744
12,614
11,087
11,194
12,253
14,157
13,688
13,359
10,564
11,705
15,024
12,211
14,892
16,328
12,546
16,107
16,314
14,057
12,917
12,387
11,003
13,458
15,261
10,316
12,451
12,975
15,453
11,036
12,030
13,194
15,224
11,258
15,565
12,890
16,435
13,223
11,848
11,829
10,906
12,243
13,847
12,005
13,460
12,684
12,789
14,928
10,630
12,295
15,738
11,056
13,733
12,182
13,294
13,781
14,899
11,342
10,463
15,809
12,573
15,282
14,994
15,497
10,981
14,854
15,532
14,942
15,680
10,884
12,490
12,032
12,817
12,421
12,823
10,574
10,464
15,384
12,735
15,992
10,805
16,202
14,377
14,551
13,835
11,180
11,751
10,662
14,064
14,284
11,008
11,340
13,421
13,158
11,906
11,515
14,274
16,561
14,291
11,325
12,627
10,830
13,576
11,956
13,403
12,398
13,638
10,629
13,159
10,802
11,799
12,330
16,429
12,371
15,878
12,658
13,235
10,800
16,239
15,901
10,844
11,511
14,885
11,089
10,834
13,872
11,599
12,295
12,102
16,341
13,619
13,368
12,431
12,440
11,434
10,338
13,285
10,629
14,387
11,015
15,130
13,722
12,081
12,954
11,445
16,069
15,930
16,161
12,367
13,185
11,330
12,548
12,749
11,497
11,665
13,229
12,992
10,968
11,338
15,747
16,245
13,737
10,950
14,698
15,584
13,354
14,615
15,271
15,208
12,829
10,548
12,850
12,875
14,822
13,474
12,133
11,139
10,418
15,349
12,861
12,938
16,430
11,562
14,545
15,554
12,551
10,310
12,766
13,549
11,879
13,149
13,227
10,701
13,468
10,990
15,895
10,625
16,296
15,350
13,994
16,124
11,523
12,679
13,238
14,227
10,551
13,550
10,603
11,521
12,979
11,531
14,295
12,456
10,995
13,443
12,184
11,831
12,218
12,678
13,557
13,824
10,795
14,485
14,555
12,448
13,815
12,187
11,985
16,238
11,092
15,337
11,799
15,851
12,893
15,646
10,911
12,021
12,138
12,787
12,628
12,341
14,116
13,494
14,035
14,497
13,395
12,665
13,530
13,215
11,604
12,220
10,584
11,464
10,303
11,380
12,444
15,903
13,604
14,031
11,329
16,251
11,283
10,288
12,415
10,733
11,004
16,244
14,011
14,322
14,324
11,299
10,429
13,579
15,537
10,367
14,812
13,281
15,200
12,284
11,153
13,323
15,296
13,382
15,678
10,612
14,045
13,549
11,789
11,438
10,419
13,876
15,493
15,587
16,298
11,369
10,775
11,637
14,334
12,982
12,791
12,489
15,818
14,329
13,258
14,385
13,239
14,104
13,183
10,353
12,930
11,738
15,709
14,137
10,871
10,962
12,461
12,757
12,253
10,982
15,633
12,180
11,457
11,746
11,168
16,518
14,776
16,261
10,392
11,125
16,421
10,471
16,042
11,091
12,272
13,323
11,134
14,749
14,221
13,762
12,130
11,246
14,868
16,037
16,352
16,184
12,127
10,693
14,427
12,164
15,413
12,517
15,509
11,119
14,711
12,271
16,239
14,772
13,576
15,162
14,076
14,078
15,016
14,162
12,950
13,777
12,326
11,011
11,204
11,598
10,305
11,680
13,902
13,438
11,712
16,515
16,075
11,942
12,721
11,793
12,153
14,728
10,583
11,012
12,464
10,367
12,929
10,544
10,388
16,463
11,259
12,126
11,375
14,354
13,491
15,580
14,893
11,527
14,811
13,971
11,494
11,387
10,659
15,280
16,250
15,158
16,508
14,146
11,471
12,430
16,404
16,541
16,530
11,466
11,827
15,287
12,186
16,112
10,751
11,574
14,952
11,853
11,004
14,074
13,238
15,111
13,725
14,624
15,141
13,186
13,458
11,061
11,960
10,517
10,842
11,628
14,515
12,865
11,457
10,568
10,824
13,689
14,119
13,683
13,750
10,975
15,904
10,408
13,047
13,466
13,183
12,695
10,414
10,418
13,960
13,460
11,392
12,168
11,464
11,076
12,269
11,192
14,944
14,985
11,765
12,614
12,356
11,679
15,917
13,910
10,806
11,955
16,027
11,321
13,886
13,935
16,493
11,235
13,629
13,193
14,482
12,707
10,862
15,074
15,995
15,927
10,352
14,763
10,732
14,104
10,685
12,290
12,684
13,140
11,720
13,473
14,847
10,593
11,473
15,406
14,266
10,917
16,090
11,121
10,635
11,554
14,228
12,877
12,659
11,172
14,522
16,215
16,018
16,269
15,403
10,446
11,201
12,619
11,343
12,280
10,653
14,162
10,756
12,834
10,407
14,851
15,834
10,833
15,718
12,143
15,762
10,846
10,353
13,153
12,746
11,249
12,451
16,434
12,557
13,792
13,199
14,963
15,370
16,027
10,333
15,691
10,869
11,040
10,986
14,164
11,877
12,711
12,737
13,905
13,908
12,710
11,138
11,783
14,303
16,069
13,240
13,106
13,623
11,480
14,914
11,109
14,996
14,221
10,867
11,667
15,597
15,213
13,652
15,155
14,683
13,978
14,329
11,350
13,754
14,339
12,717
15,424
11,271
15,966
10,402
16,320
10,928
14,439
16,230
11,049
10,464
12,444
11,412
10,461
14,127
13,386
14,050
15,281
10,879
15,061
12,796
13,652
16,384
13,054
13,759
12,359
12,884
11,649
10,369
12,750
10,710
11,783
15,034
12,432
13,949
12,809
16,437
11,727
10,488
13,550
10,845
14,803
10,398
15,036
12,177
13,004
15,623
10,705
14,020
10,420
13,347
13,957
14,872
10,434
11,032
12,039
13,175
10,495
12,743
12,621
11,216
15,035
13,963
11,150
14,083
10,462
14,240
11,690
16,202
10,688
12,901
11,548
11,241
12,707
12,747
14,108
10,762
13,937
16,279
12,029
11,496
10,359
12,917
13,008
14,189
10,287
14,476
12,544
15,685
12,843
15,438
11,393
12,123
15,013
13,873
11,448
11,005
11,200
12,446
12,264
12,525
16,498
13,888
15,784
11,571
12,055
13,956
12,511
11,342
14,042
14,694
11,175
16,550
11,169
14,540
16,240
11,188
16,250
13,945
11,718
12,685
15,925
13,205
13,253
12,339
12,168
16,236
12,929
16,379
15,828
12,469
14,374
12,809
13,791
11,981
12,483
14,835
15,382
11,558
10,320
14,475
15,777
10,909
11,799
11,097
14,387
11,564
14,290
15,256
15,530
10,615
15,928
14,304
14,574
13,284
14,891
14,031
16,369
10,784
14,875
12,018
15,541
15,026
13,882
11,710
13,196
12,786
14,547
10,845
13,576
15,291
12,162
14,195
12,705
12,344
16,022
12,942
11,949
15,884
13,763
14,085
10,734
14,589
15,612
12,295
11,760
10,491
12,441
11,058
15,997
10,906
14,279
10,359
11,295
15,651
12,543
13,293
13,339
11,365
10,563
14,480
16,539
11,577
13,638
14,411
14,078
11,048
15,481
13,155
10,594
15,148
15,423
14,438
14,027
15,023
13,666
10,356
11,439
15,221
10,425
11,210
12,727
11,819
11,485
12,513
16,345
15,433
13,379
10,586
13,390
10,653
10,936
15,021
11,373
14,134
12,170
15,115
16,382
11,173
15,291
16,020
15,981
10,678
16,098
10,301
13,391
15,385
10,646
16,361
13,098
14,368
16,096
11,798
13,248
10,550
10,761
13,992
10,461
14,695
15,024
14,831
11,322
15,802
10,509
14,456
12,220
10,710
11,439
11,095
13,796
11,970
13,043
11,464
11,297
14,123
11,282
10,854
10,807
12,188
10,700
14,569
12,482
14,413
14,153
12,664
11,702
10,708
13,126
10,710
13,039
10,855
12,182
11,985
11,512
12,177
14,585
10,283
11,732
11,226
10,944
12,475
10,717
11,086
14,325
11,512
14,452
10,752
14,869
14,146
10,565
11,165
10,928
12,508
10,431
16,388
10,933
12,746
15,992
12,417
11,817
13,900
10,326
12,419
12,509
12,122
11,841
16,373
10,673
10,277
13,756
15,603
16,559
14,035
14,396
10,742
11,777
11,622
16,255
10,995
12,054
11,807
11,819
10,678
10,560
15,182
15,975
12,946
14,406
13,402
13,513
14,335
14,210
14,404
13,553
13,192
10,608
16,365
14,770
11,274
12,395
13,523
11,976
13,566
11,232
16,409
11,997
14,060
11,759
13,224
13,613
13,103
10,706
14,501
12,124
11,647
10,958
14,847
15,651
14,815
14,631
13,665
11,018
12,777
12,864
14,586
13,055
13,161
12,952
14,152
15,531
11,482
10,326
11,281
11,674
10,625
13,250
13,467
13,543
11,126
13,727
13,883
14,530
12,718
15,311
10,707
10,819
12,251
12,937
12,690
14,097
16,167
13,982
12,802
12,358
12,780
15,888
12,149
10,797
14,197
10,691
12,314
12,262
14,885
10,928
10,714
10,658
12,882
11,297
12,455
12,254
15,306
11,725
13,453
12,905
10,337
12,479
11,038
12,720
12,036
13,155
10,441
13,999
13,620
11,153
10,873
12,588
11,395
10,412
15,114
13,430
15,459
13,572
13,018
13,441
11,691
11,007
12,460
14,288
11,263
14,593
10,464
11,001
11,756
12,923
10,324
11,482
10,404
12,681
16,165
13,520
10,782
15,528
14,070
10,779
14,425
15,795
11,082
15,958
16,155
14,514
12,597
11,085
13,431
12,581
15,052
15,132
13,337
10,629
12,231
10,462
10,313
13,183
12,923
12,488
16,315
15,362
10,948
11,671
14,394
13,362
10,486
16,424
11,306
11,369
13,517
12,530
12,660
15,734
11,505
14,329
15,521
16,238
11,629
10,450
13,645
15,168
13,180
15,532
15,494
13,791
12,162
12,294
11,344
14,096
10,748
10,414
15,239
15,793
10,626
13,570
12,429
13,555
14,413
12,987
14,998
13,477
15,875
12,328
13,388
12,174
10,664
12,481
16,206
14,023
14,296
10,416
11,953
12,679
13,383
10,314
14,030
15,736
13,850
13,989
11,537
12,952
16,067
10,425
13,151
11,940
12,774
13,377
14,926
12,931
10,533
12,095
15,861
11,808
15,902
13,324
15,687
15,094
12,906
16,218
13,525
11,944
12,826
11,609
7,244
7,758
7,568
6,890
7,573
7,837
9,468
10,092
9,352
8,296
9,755
6,645
10,080
7,251
8,980
8,629
7,362
6,576
7,498
8,210
8,170
7,872
7,104
9,321
7,549
8,407
7,704
7,903
6,626
6,929
6,860
9,729
6,399
8,500
7,336
7,256
7,737
7,450
8,306
7,526
9,971
8,524
6,436
8,402
6,897
9,803
6,790
6,784
6,912
7,213
6,853
6,620
7,160
6,369
6,451
7,338
8,658
6,441
9,885
10,105
9,796
6,576
6,382
9,155
6,589
7,214
9,022
6,506
9,469
7,841
7,560
8,863
6,400
7,201
9,142
7,652
7,785
9,402
8,180
8,221
8,422
8,165
7,081
8,466
8,669
7,905
8,079
7,264
9,617
7,498
9,166
8,285
8,747
7,931
8,573
9,299
7,821
6,975
9,911
6,874
9,456
9,682
9,129
8,243
